TRANSACTION_ID,STORE_ID,PRODUCT_ID,CUSTOMER_ID,QUANTITY,UNIT_PRICE,TOTAL_AMOUNT,TRANSACTION_DT
T0002876,S194,P0437,C002688,6,662.68,3976.08,2021-02-04 16:31:24
T0002877,S085,P0252,C001699,5,163.59,817.95,2022-09-20 21:02:39
T0002878,S097,P0321,C001015,10,469.41,4694.1,2022-01-10 03:29:23
T0002879,S078,P0285,C000492,10,89.42,894.2,2023-03-19 11:18:28
T0002880,S043,P0435,C001129,1,479.31,479.31,2022-08-02 07:07:10
T0002881,S103,P0188,C001192,6,200.59,1203.54,2021-06-12 21:30:38
T0002882,S020,P0365,C001746,1,378.07,378.07,2021-04-14 23:19:21
T0002883,S046,P0363,C000566,3,195.22,585.66,2023-05-25 12:02:53
T0002884,S183,P0217,C002020,10,300.29,3002.9,2024-06-21 05:42:39
T0002885,S108,P0193,C000551,5,498.39,2491.95,2022-04-15 10:07:21
T0002886,S184,P0374,C000399,8,501.2,4009.6,2024-01-18 23:55:50
T0002887,S017,P0435,C001238,9,479.31,4313.79,2024-10-19 01:32:47
T0002888,S138,P0313,C002888,7,452.58,3168.06,2023-01-09 23:39:28
T0002889,S143,P0196,C000424,5,379.36,1896.8,2023-04-15 22:19:00
T0002890,S039,P0337,C000478,2,225.05,450.1,2024-04-08 08:05:40
T0002891,S175,P0196,C002205,8,379.36,3034.88,2023-01-13 17:26:11
T0002892,S071,P0047,C000699,3,795.32,2385.96,2023-11-07 17:14:11
T0002893,S110,P0249,C000049,5,422.66,2113.3,2022-07-01 11:13:30
T0002894,S122,P0412,C000291,9,246.64,2219.76,2023-03-04 20:33:42
T0002895,S076,P0338,C000261,4,304.87,1219.48,2024-05-19 01:53:12
T0002896,S066,P0019,C002212,1,292.06,292.06,2023-11-06 14:50:54
T0002897,S036,P0366,C002999,9,654.1,5886.9,2022-04-20 11:33:24
T0002898,S187,P0359,C001342,8,530.16,4241.28,2021-07-26 10:15:21
T0002899,S048,P0240,C000130,10,473.33,4733.3,2022-03-23 03:03:10
T0002900,S153,P0043,C002978,3,754.62,2263.86,2024-12-14 02:19:30
T0002901,S039,P0172,C002687,10,760.74,7607.4,2022-11-18 08:20:37
T0002902,S086,P0110,C002576,3,586.28,1758.84,2022-08-14 04:20:34
T0002903,S043,P0442,C001737,7,573.45,4014.15,2023-04-06 06:28:28
T0002904,S169,P0024,C001744,9,640.56,5765.04,2022-10-31 14:16:23
T0002905,S106,P0401,C000178,10,426.53,4265.3,2021-01-08 05:32:36
T0002906,S132,P0281,C001357,5,308.61,1543.05,2021-05-21 02:32:37
T0002907,S020,P0367,C000488,3,576.35,1729.05,2021-03-01 03:16:19
T0002908,S092,P0018,C000634,7,405.41,2837.87,2021-07-04 12:12:25
T0002909,S095,P0447,C001042,3,178.04,534.12,2023-08-08 16:14:22
T0002910,S172,P0455,C000374,5,62.39,311.95,2021-05-13 01:53:08
T0002911,S080,P0470,C001466,3,351.77,1055.31,2023-12-04 19:31:10
T0002912,S121,P0209,C001189,7,775.67,5429.69,2023-11-05 18:36:04
T0002913,S006,P0413,C002533,1,443.25,443.25,2024-12-20 09:11:00
T0002914,S160,P0356,C001313,3,552.88,1658.64,2023-02-19 01:00:27
T0002915,S086,P0361,C000448,9,428.66,3857.94,2023-01-26 10:40:35
T0002916,S188,P0379,C001575,5,128.82,644.1,2021-07-12 07:21:08
T0002917,S125,P0075,C002291,2,690.45,1380.9,2021-08-05 04:38:47
T0002918,S043,P0107,C000319,5,773.32,3866.6,2022-06-21 20:20:15
T0002919,S137,P0208,C000938,7,302.27,2115.89,2023-05-17 18:21:26
T0002920,S009,P0090,C002492,6,413.75,2482.5,2023-01-23 09:45:17
T0002921,S140,P0176,C002309,10,668.96,6689.6,2023-07-05 11:59:14
T0002922,S048,P0439,C001688,6,44.58,267.48,2023-09-29 01:23:04
T0002923,S015,P0178,C001682,3,626.26,1878.78,2023-12-09 10:32:49
T0002924,S073,P0442,C000790,3,573.45,1720.35,2024-06-27 23:21:24
T0002925,S009,P0364,C002217,2,184.14,368.28,2024-12-17 03:23:32
T0002926,S110,P0023,C002921,10,527.35,5273.5,2023-04-22 06:28:51
T0002927,S158,P0352,C001009,10,425.08,4250.8,2022-10-31 23:12:34
T0002928,S112,P0047,C000798,7,795.32,5567.24,2021-07-10 11:48:20
T0002929,S027,P0005,C000030,4,643.09,2572.36,2023-10-13 09:23:23
T0002930,S161,P0326,C002343,3,519.47,1558.41,2021-09-12 05:28:00
T0002931,S003,P0318,C001718,10,42.66,426.6,2023-11-16 14:03:56
T0002932,S010,P0026,C002842,8,541.25,4330.0,2023-08-14 11:56:19
T0002933,S115,P0474,C000382,6,249.11,1494.66,2023-01-12 12:02:07
T0002934,S099,P0071,C002828,4,429.6,1718.4,2024-03-24 10:20:19
T0002935,S128,P0214,C001265,7,651.56,4560.92,2024-12-12 22:27:08
T0002936,S017,P0378,C001156,6,376.48,2258.88,2023-07-25 18:34:36
T0002937,S096,P0318,C002864,1,42.66,42.66,2024-04-01 12:14:36
T0002938,S031,P0309,C002976,9,135.95,1223.55,2021-03-01 21:21:05
T0002939,S081,P0306,C002536,1,211.55,211.55,2023-01-04 13:41:36
T0002940,S005,P0437,C000882,3,662.68,1988.04,2023-03-10 14:46:30
T0002941,S196,P0422,C000549,6,752.99,4517.94,2021-07-19 01:59:35
T0002942,S060,P0050,C001492,4,692.33,2769.32,2021-02-21 18:32:19
T0002943,S120,P0416,C000138,4,338.45,1353.8,2022-04-10 00:01:41
T0002944,S042,P0142,C001681,8,593.92,4751.36,2023-09-11 15:15:07
T0002945,S171,P0320,C001721,9,31.2,280.8,2024-08-29 20:12:18
T0002946,S115,P0375,C000022,7,268.15,1877.05,2022-08-25 03:16:06
T0002947,S015,P0261,C000219,10,526.39,5263.9,2024-09-15 02:25:01
T0002948,S002,P0241,C002687,3,252.93,758.79,2024-02-28 22:21:27
T0002949,S188,P0223,C002030,3,710.17,2130.51,2021-12-27 10:19:55
T0002950,S198,P0270,C001388,6,317.1,1902.6,2021-08-25 12:25:30
T0002951,S162,P0230,C000148,4,543.69,2174.76,2022-06-13 07:23:29
T0002952,S073,P0407,C002349,2,617.6,1235.2,2023-06-19 02:47:34
T0002953,S170,P0026,C000217,4,541.25,2165.0,2024-08-29 22:49:02
T0002954,S088,P0419,C002017,1,245.38,245.38,2022-11-17 19:26:24
T0002955,S059,P0335,C000899,5,748.7,3743.5,2024-04-28 10:13:32
T0002956,S063,P0321,C001998,5,469.41,2347.05,2023-10-02 13:38:55
T0002957,S016,P0220,C000853,7,604.51,4231.57,2024-02-18 12:16:31
T0002958,S054,P0289,C002554,3,585.31,1755.93,2023-11-05 14:31:35
T0002959,S185,P0105,C001540,10,327.28,3272.8,2024-08-28 08:27:48
T0002960,S065,P0346,C000328,2,282.5,565.0,2023-01-16 04:59:06
T0002961,S092,P0215,C001102,2,50.22,100.44,2024-08-23 14:32:16
T0002962,S091,P0481,C000202,7,426.77,2987.39,2022-08-31 07:42:00
T0002963,S181,P0117,C000106,6,605.01,3630.06,2022-08-28 02:13:13
T0002964,S193,P0371,C001656,10,639.89,6398.9,2023-05-22 13:27:44
T0002965,S026,P0142,C002095,3,593.92,1781.76,2023-02-28 20:19:01
T0002966,S046,P0234,C000579,6,122.39,734.34,2023-04-13 08:58:25
T0002967,S160,P0127,C000152,1,226.6,226.6,2024-04-05 23:05:08
T0002968,S038,P0457,C002793,3,194.77,584.31,2022-07-25 02:38:34
T0002969,S024,P0243,C001941,2,670.66,1341.32,2023-01-23 12:48:52
T0002970,S181,P0099,C001758,8,373.84,2990.72,2022-05-11 04:06:04
T0002971,S182,P0248,C001192,3,423.07,1269.21,2021-05-16 03:47:36
T0002972,S088,P0068,C000419,10,49.92,499.2,2024-07-06 05:47:19
T0002973,S111,P0382,C002464,4,428.94,1715.76,2023-05-10 00:15:37
T0002974,S148,P0301,C002029,1,617.6,617.6,2023-08-21 06:55:27
T0002975,S158,P0318,C001520,6,42.66,255.96,2021-07-25 08:28:08
T0002976,S024,P0013,C000986,10,665.82,6658.2,2024-01-08 15:35:50
T0002977,S198,P0278,C002132,7,460.37,3222.59,2022-02-03 12:07:15
T0002978,S153,P0152,C000412,3,233.63,700.89,2022-04-07 00:20:53
T0002979,S172,P0408,C001935,6,389.45,2336.7,2023-02-15 16:21:29
T0002980,S078,P0161,C001021,8,796.86,6374.88,2023-09-30 01:18:45
T0002981,S156,P0203,C001039,3,764.27,2292.81,2021-10-07 13:22:03
T0002982,S106,P0107,C002082,6,773.32,4639.92,2021-05-20 15:49:34
T0002983,S008,P0489,C000813,2,152.98,305.96,2021-11-13 02:18:59
T0002984,S199,P0317,C000333,5,115.36,576.8,2022-06-27 04:49:06
T0002985,S189,P0099,C002217,2,373.84,747.68,2022-10-01 12:04:06
T0002986,S071,P0030,C001003,3,266.1,798.3,2023-09-04 09:53:49
T0002987,S027,P0176,C001044,7,668.96,4682.72,2022-05-30 06:39:59
T0002988,S040,P0187,C001515,10,487.12,4871.2,2021-10-13 04:58:01
T0002989,S128,P0038,C002555,3,241.22,723.66,2024-07-14 00:20:37
T0002990,S121,P0155,C001126,2,549.62,1099.24,2024-10-05 03:50:33
T0002991,S076,P0346,C002122,7,282.5,1977.5,2021-12-02 22:08:38
T0002992,S172,P0367,C001995,9,576.35,5187.15,2022-01-23 04:46:30
T0002993,S164,P0259,C001171,6,385.54,2313.24,2022-01-30 18:57:38
T0002994,S030,P0388,C000678,10,101.94,1019.4,2021-09-13 22:51:11
T0002995,S112,P0223,C000235,5,710.17,3550.85,2024-11-27 00:26:07
T0002996,S177,P0445,C000113,10,732.34,7323.4,2024-02-16 21:16:41
T0002997,S058,P0377,C001733,9,126.5,1138.5,2023-07-09 01:31:31
T0002998,S017,P0241,C000594,2,252.93,505.86,2023-01-23 03:09:38
T0002999,S137,P0442,C001083,8,573.45,4587.6,2022-08-03 09:25:46
T0003000,S011,P0032,C000248,6,602.02,3612.12,2022-06-04 09:05:50
T0003001,S165,P0047,C002748,3,795.32,2385.96,2021-09-18 05:56:51
T0003002,S183,P0423,C001710,5,493.9,2469.5,2024-04-09 06:45:49
T0003003,S057,P0080,C001812,3,665.19,1995.57,2022-09-01 23:05:38
T0003004,S079,P0399,C002810,6,693.34,4160.04,2021-03-12 08:04:25
T0003005,S129,P0296,C000856,5,436.14,2180.7,2023-09-13 15:27:08
T0003006,S168,P0144,C002548,10,184.61,1846.1,2022-10-19 06:40:25
T0003007,S182,P0461,C000769,3,521.22,1563.66,2022-10-16 07:15:14
T0003008,S187,P0243,C001948,5,670.66,3353.3,2022-01-05 05:44:25
T0003009,S164,P0211,C001811,2,149.14,298.28,2023-02-18 10:28:52
T0003010,S141,P0131,C000989,6,381.76,2290.56,2021-09-07 10:26:14
T0003011,S092,P0467,C001174,7,249.77,1748.39,2021-10-03 14:11:30
T0003012,S011,P0166,C001405,4,753.07,3012.28,2023-10-28 13:13:32
T0003013,S091,P0180,C002218,9,445.97,4013.73,2022-11-24 20:48:33
T0003014,S151,P0051,C002606,9,467.84,4210.56,2024-03-05 02:16:20
T0003015,S057,P0477,C001097,8,284.63,2277.04,2023-07-30 09:10:36
T0003016,S071,P0382,C002527,10,428.94,4289.4,2022-12-17 20:12:07
T0003017,S086,P0109,C002885,10,434.98,4349.8,2021-08-03 04:30:10
T0003018,S193,P0443,C000288,4,461.88,1847.52,2021-04-22 19:24:09
T0003019,S054,P0075,C000336,3,690.45,2071.35,2021-08-03 15:32:19
T0003020,S026,P0458,C002655,8,748.43,5987.44,2023-05-10 05:04:30
T0003021,S092,P0485,C000375,10,610.39,6103.9,2023-07-23 07:32:00
T0003022,S174,P0052,C002619,1,759.64,759.64,2021-10-31 23:13:25
T0003023,S170,P0308,C002119,4,676.17,2704.68,2022-03-24 03:25:49
T0003024,S037,P0224,C001335,3,610.92,1832.76,2024-08-30 18:13:34
T0003025,S025,P0001,C000227,8,745.24,5961.92,2022-08-04 22:14:07
T0003026,S140,P0281,C002708,9,308.61,2777.49,2023-09-09 02:44:59
T0003027,S003,P0183,C001048,9,42.15,379.35,2022-08-21 01:21:02
T0003028,S071,P0402,C001008,9,216.14,1945.26,2021-04-19 02:05:05
T0003029,S139,P0478,C001559,7,583.32,4083.24,2023-04-21 12:02:32
T0003030,S133,P0489,C002686,2,152.98,305.96,2022-10-07 07:36:14
T0003031,S160,P0128,C001549,3,723.93,2171.79,2021-10-27 08:47:50
T0003032,S198,P0124,C002518,4,507.18,2028.72,2023-02-28 10:02:56
T0003033,S199,P0220,C002348,6,604.51,3627.06,2022-07-02 20:39:28
T0003034,S175,P0160,C001766,6,64.92,389.52,2024-11-25 20:30:05
T0003035,S037,P0008,C001486,5,684.17,3420.85,2023-12-08 20:17:56
T0003036,S135,P0186,C000211,8,375.17,3001.36,2022-03-11 05:28:16
T0003037,S095,P0238,C002463,2,335.74,671.48,2023-04-18 06:43:32
T0003038,S170,P0330,C002537,1,290.68,290.68,2023-09-12 17:21:13
T0003039,S043,P0213,C002483,3,313.02,939.06,2023-01-17 06:47:13
T0003040,S054,P0473,C000530,1,37.14,37.14,2024-05-17 22:19:14
T0003041,S167,P0208,C001712,3,302.27,906.81,2023-07-15 04:51:16
T0003042,S088,P0405,C000138,8,221.17,1769.36,2021-01-24 02:31:31
T0003043,S035,P0396,C000153,1,379.23,379.23,2024-02-01 10:20:58
T0003044,S012,P0244,C001497,9,366.27,3296.43,2023-11-15 05:51:24
T0003045,S034,P0075,C001962,3,690.45,2071.35,2024-10-23 11:22:25
T0003046,S132,P0165,C002428,10,534.29,5342.9,2022-04-04 02:18:18
T0003047,S127,P0264,C001370,9,495.85,4462.65,2023-08-23 18:23:26
T0003048,S170,P0477,C001981,4,284.63,1138.52,2022-07-14 01:56:01
T0003049,S090,P0120,C002213,7,65.41,457.87,2023-09-09 14:43:07
T0003050,S113,P0234,C000050,4,122.39,489.56,2023-09-12 22:55:09
T0003051,S049,P0227,C002317,7,195.99,1371.93,2023-09-01 05:09:17
T0003052,S143,P0426,C000161,4,381.88,1527.52,2023-04-18 16:08:31
T0003053,S032,P0364,C002356,10,184.14,1841.4,2024-03-26 09:08:00
T0003054,S176,P0207,C001513,1,283.83,283.83,2021-06-30 06:46:58
T0003055,S050,P0173,C001979,9,540.33,4862.97,2021-10-26 06:20:53
T0003056,S051,P0328,C002524,5,295.5,1477.5,2024-06-06 16:46:59
T0003057,S010,P0474,C002221,4,249.11,996.44,2022-09-19 01:46:26
T0003058,S112,P0078,C001541,3,380.22,1140.66,2024-07-02 13:25:11
T0003059,S174,P0119,C001624,5,158.1,790.5,2022-09-25 02:39:59
T0003060,S070,P0276,C001941,8,268.88,2151.04,2023-06-21 23:04:29
T0003061,S076,P0174,C002336,10,635.83,6358.3,2022-07-19 04:25:14
T0003062,S129,P0275,C000932,7,92.76,649.32,2023-11-22 00:11:28
T0003063,S139,P0298,C002154,9,70.18,631.62,2024-12-12 02:15:07
T0003064,S151,P0390,C000791,3,665.43,1996.29,2021-02-10 15:58:41
T0003065,S154,P0200,C001168,5,290.98,1454.9,2023-12-15 02:22:04
T0003066,S122,P0426,C001456,6,381.88,2291.28,2021-09-23 12:13:13
T0003067,S182,P0118,C002461,2,615.48,1230.96,2024-07-06 06:38:37
T0003068,S196,P0494,C001439,6,613.16,3678.96,2021-10-11 11:41:08
T0003069,S008,P0462,C000113,4,348.24,1392.96,2021-04-15 19:48:35
T0003070,S148,P0353,C001909,4,139.94,559.76,2023-09-02 14:54:49
T0003071,S013,P0340,C000715,8,714.9,5719.2,2023-11-28 17:15:23
T0003072,S015,P0489,C000815,4,152.98,611.92,2021-09-30 04:08:15
T0003073,S165,P0174,C002052,4,635.83,2543.32,2024-07-12 14:42:56
T0003074,S054,P0021,C000808,10,215.84,2158.4,2021-09-15 18:36:05
T0003075,S089,P0269,C001758,8,433.53,3468.24,2022-07-10 08:08:59
T0003076,S162,P0197,C000093,5,640.68,3203.4,2023-10-29 22:33:01
T0003077,S136,P0267,C000962,4,418.5,1674.0,2023-03-15 05:00:14
T0003078,S189,P0281,C002810,2,308.61,617.22,2023-06-18 11:31:41
T0003079,S002,P0222,C000163,10,314.94,3149.4,2022-08-25 16:55:12
T0003080,S017,P0274,C002094,9,248.79,2239.11,2021-01-27 14:11:32
T0003081,S173,P0320,C002629,6,31.2,187.2,2021-05-28 08:27:44
T0003082,S022,P0300,C000499,5,685.4,3427.0,2021-12-01 20:34:06
T0003083,S105,P0230,C000822,1,543.69,543.69,2023-07-04 09:12:27
T0003084,S101,P0410,C002246,7,382.07,2674.49,2022-02-23 19:36:33
T0003085,S097,P0152,C001593,2,233.63,467.26,2021-05-05 16:35:35
T0003086,S141,P0354,C000406,3,127.2,381.6,2023-07-14 16:38:06
T0003087,S154,P0132,C002539,2,799.52,1599.04,2023-08-23 15:27:27
T0003088,S084,P0436,C001311,9,514.35,4629.15,2024-06-04 20:07:16
T0003089,S131,P0067,C000903,10,714.86,7148.6,2021-05-14 14:54:09
T0003090,S184,P0075,C001977,1,690.45,690.45,2022-08-25 22:45:07
T0003091,S026,P0146,C002626,2,227.87,455.74,2023-12-05 13:13:15
T0003092,S107,P0434,C000524,4,234.46,937.84,2022-05-01 07:30:41
T0003093,S137,P0431,C002761,4,658.13,2632.52,2021-08-14 14:36:49
T0003094,S128,P0092,C002380,1,784.79,784.79,2021-03-13 08:32:33
T0003095,S116,P0072,C002786,5,169.75,848.75,2024-08-07 17:53:19
T0003096,S016,P0379,C002712,10,128.82,1288.2,2024-09-19 09:15:12
T0003097,S031,P0372,C002505,6,50.24,301.44,2021-06-26 07:07:17
T0003098,S014,P0251,C001219,6,109.16,654.96,2023-01-22 05:21:27
T0003099,S154,P0018,C002601,1,405.41,405.41,2022-02-10 12:46:08
T0003100,S158,P0445,C000693,1,732.34,732.34,2023-01-21 17:24:35
T0003101,S166,P0444,C000140,9,320.16,2881.44,2022-02-07 21:10:08
T0003102,S175,P0068,C002698,3,49.92,149.76,2023-05-02 08:48:55
T0003103,S186,P0002,C000843,1,754.93,754.93,2023-10-15 18:22:49
T0003104,S193,P0120,C002567,8,65.41,523.28,2021-05-16 23:22:31
T0003105,S105,P0403,C001066,3,376.19,1128.57,2024-05-27 10:01:41
T0003106,S200,P0374,C001650,2,501.2,1002.4,2021-10-28 22:57:52
T0003107,S091,P0331,C002001,10,785.23,7852.3,2024-01-02 04:28:17
T0003108,S178,P0085,C000774,4,708.25,2833.0,2021-08-29 15:21:15
T0003109,S008,P0423,C000816,1,493.9,493.9,2024-01-10 22:17:13
T0003110,S154,P0095,C002781,6,695.3,4171.8,2023-04-05 08:45:29
T0003111,S174,P0041,C000358,5,391.44,1957.2,2021-02-14 06:11:32
T0003112,S187,P0049,C001433,4,322.89,1291.56,2021-04-13 18:31:38
T0003113,S004,P0414,C001159,1,133.13,133.13,2021-11-25 16:42:40
T0003114,S106,P0037,C001912,8,40.89,327.12,2024-01-23 03:41:24
T0003115,S044,P0424,C002831,9,61.0,549.0,2024-04-22 09:05:53
T0003116,S063,P0068,C000898,5,49.92,249.6,2023-02-04 09:20:29
T0003117,S036,P0339,C000598,4,240.38,961.52,2024-10-02 03:06:17
T0003118,S192,P0245,C002787,8,365.47,2923.76,2023-11-25 03:59:51
T0003119,S100,P0091,C000458,5,573.17,2865.85,2021-11-24 17:17:55
T0003120,S107,P0186,C002669,7,375.17,2626.19,2022-11-25 15:56:46
T0003121,S006,P0245,C001738,3,365.47,1096.41,2021-05-19 09:15:56
T0003122,S031,P0210,C000896,6,109.77,658.62,2021-04-23 05:03:59
T0003123,S017,P0146,C000768,2,227.87,455.74,2021-02-16 13:44:07
T0003124,S167,P0062,C000500,5,84.99,424.95,2021-05-22 01:41:56
T0003125,S192,P0200,C001160,6,290.98,1745.88,2022-11-23 18:19:38
T0003126,S048,P0004,C000102,10,566.84,5668.4,2022-06-06 02:20:30
T0003127,S178,P0066,C001108,5,410.22,2051.1,2023-01-06 04:31:49
T0003128,S097,P0050,C002444,5,692.33,3461.65,2023-04-15 12:06:37
T0003129,S064,P0401,C001904,1,426.53,426.53,2024-07-03 05:32:29
T0003130,S056,P0382,C002096,8,428.94,3431.52,2024-05-30 18:52:04
T0003131,S061,P0412,C000750,4,246.64,986.56,2021-12-14 08:52:40
T0003132,S183,P0195,C001807,8,323.3,2586.4,2021-02-20 21:45:21
T0003133,S142,P0291,C001519,4,500.16,2000.64,2022-09-03 05:20:11
T0003134,S091,P0355,C000272,8,308.86,2470.88,2021-05-03 04:26:00
T0003135,S050,P0415,C002900,6,618.17,3709.02,2023-10-23 19:25:30
T0003136,S024,P0348,C000644,2,561.12,1122.24,2023-02-04 13:37:19
T0003137,S195,P0474,C001435,3,249.11,747.33,2022-06-25 20:21:34
T0003138,S148,P0317,C001023,1,115.36,115.36,2023-11-01 17:12:15
T0003139,S032,P0105,C000054,2,327.28,654.56,2023-04-08 03:20:20
T0003140,S143,P0268,C000110,5,220.76,1103.8,2021-05-21 03:46:18
T0003141,S180,P0093,C000269,3,454.47,1363.41,2023-02-28 04:27:49
T0003142,S013,P0303,C002747,1,100.62,100.62,2023-05-21 04:18:37
T0003143,S013,P0363,C000561,10,195.22,1952.2,2023-03-10 17:10:16
T0003144,S069,P0482,C001714,10,545.33,5453.3,2023-08-20 15:58:50
T0003145,S131,P0013,C000794,5,665.82,3329.1,2024-03-16 07:04:38
T0003146,S027,P0224,C000954,10,610.92,6109.2,2022-03-17 11:03:56
T0003147,S140,P0121,C001501,6,306.02,1836.12,2023-06-24 11:21:33
T0003148,S148,P0016,C002220,6,468.78,2812.68,2023-06-20 10:54:49
T0003149,S125,P0043,C002012,8,754.62,6036.96,2021-08-08 11:38:32
T0003150,S086,P0210,C001196,9,109.77,987.93,2024-03-24 13:42:03
T0003151,S065,P0121,C000625,3,306.02,918.06,2024-12-31 09:31:53
T0003152,S200,P0201,C002406,7,350.31,2452.17,2022-04-22 03:53:22
T0003153,S137,P0482,C002599,2,545.33,1090.66,2022-10-29 19:24:16
T0003154,S153,P0314,C001723,1,115.61,115.61,2024-04-16 22:26:50
T0003155,S051,P0361,C002644,3,428.66,1285.98,2023-03-06 07:21:43
T0003156,S065,P0101,C000214,10,380.62,3806.2,2021-11-03 15:40:49
T0003157,S041,P0010,C001159,9,574.63,5171.67,2021-10-04 09:09:43
T0003158,S006,P0058,C001423,3,571.3,1713.9,2021-05-24 16:24:07
T0003159,S197,P0107,C002211,2,773.32,1546.64,2021-04-14 02:27:20
T0003160,S169,P0268,C002518,8,220.76,1766.08,2022-05-04 07:29:21
T0003161,S178,P0321,C000749,5,469.41,2347.05,2023-09-05 03:35:11
T0003162,S088,P0338,C000666,6,304.87,1829.22,2024-02-15 21:18:55
T0003163,S158,P0470,C002488,7,351.77,2462.39,2023-09-01 08:31:06
T0003164,S158,P0031,C000778,2,585.39,1170.78,2023-03-06 20:42:55
T0003165,S115,P0399,C000723,9,693.34,6240.06,2021-07-29 19:38:28
T0003166,S199,P0398,C002090,6,187.1,1122.6,2024-08-12 19:26:51
T0003167,S065,P0020,C001873,4,37.82,151.28,2022-08-16 08:19:58
T0003168,S022,P0293,C000084,9,726.06,6534.54,2022-12-28 22:51:17
T0003169,S115,P0359,C000870,5,530.16,2650.8,2023-03-19 22:31:31
T0003170,S194,P0480,C002113,7,500.43,3503.01,2024-12-19 16:47:40
T0003171,S087,P0351,C002253,10,546.81,5468.1,2023-08-29 02:12:45
T0003172,S024,P0169,C002932,5,106.5,532.5,2021-11-08 04:51:00
T0003173,S170,P0322,C002020,1,433.08,433.08,2024-06-24 13:23:22
T0003174,S096,P0244,C001865,3,366.27,1098.81,2021-03-13 01:42:29
T0003175,S185,P0165,C002846,4,534.29,2137.16,2023-04-30 19:59:00
T0003176,S135,P0369,C002441,1,578.09,578.09,2024-02-09 20:58:51
T0003177,S111,P0140,C000904,6,513.75,3082.5,2022-05-19 19:50:03
T0003178,S046,P0017,C000420,9,52.1,468.9,2023-08-19 17:48:23
T0003179,S106,P0232,C002852,2,187.41,374.82,2021-12-02 20:48:40
T0003180,S069,P0474,C002671,5,249.11,1245.55,2021-06-07 02:31:30
T0003181,S095,P0114,C002588,1,764.69,764.69,2024-06-14 03:55:14
T0003182,S039,P0360,C002023,1,49.95,49.95,2023-06-30 07:02:24
T0003183,S099,P0205,C000732,1,362.54,362.54,2023-04-19 23:30:17
T0003184,S197,P0455,C000620,8,62.39,499.12,2021-09-14 09:24:44
T0003185,S072,P0233,C000049,10,618.4,6184.0,2024-04-05 15:37:00
T0003186,S121,P0134,C001494,1,794.37,794.37,2023-07-18 02:21:31
T0003187,S111,P0075,C000954,10,690.45,6904.5,2021-11-14 12:59:03
T0003188,S035,P0223,C002770,6,710.17,4261.02,2024-10-12 13:16:17
T0003189,S086,P0355,C002591,8,308.86,2470.88,2022-11-25 16:09:58
T0003190,S105,P0456,C002723,9,741.49,6673.41,2021-09-09 04:02:14
T0003191,S042,P0430,C000032,1,407.18,407.18,2023-01-03 15:16:08
T0003192,S083,P0352,C001297,6,425.08,2550.48,2022-05-15 01:46:15
T0003193,S192,P0341,C001033,1,291.06,291.06,2023-09-15 10:07:37
T0003194,S051,P0322,C002440,4,433.08,1732.32,2023-12-24 16:41:54
T0003195,S041,P0454,C002711,8,765.05,6120.4,2021-01-20 17:18:32
T0003196,S168,P0463,C001481,10,554.52,5545.2,2022-03-16 08:16:23
T0003197,S091,P0318,C002677,3,42.66,127.98,2022-08-09 06:05:18
T0003198,S050,P0286,C001228,5,623.57,3117.85,2024-02-09 04:42:53
T0003199,S064,P0353,C000617,9,139.94,1259.46,2024-04-22 00:27:29
T0003200,S025,P0381,C001932,2,417.21,834.42,2021-03-17 14:26:13
T0003201,S052,P0250,C002151,2,590.08,1180.16,2024-11-12 04:26:55
T0003202,S140,P0221,C002139,10,353.27,3532.7,2022-05-13 19:47:25
T0003203,S055,P0300,C002807,6,685.4,4112.4,2022-06-18 06:57:07
T0003204,S071,P0322,C001365,8,433.08,3464.64,2024-11-24 02:49:56
T0003205,S035,P0428,C002289,5,332.58,1662.9,2021-04-24 07:56:31
T0003206,S195,P0260,C001077,1,313.93,313.93,2023-01-24 20:07:19
T0003207,S136,P0238,C000027,5,335.74,1678.7,2024-06-10 03:22:20
T0003208,S146,P0102,C000467,9,785.2,7066.8,2024-08-27 16:47:51
T0003209,S057,P0067,C000955,4,714.86,2859.44,2022-11-01 03:42:31
T0003210,S146,P0470,C001347,1,351.77,351.77,2024-06-14 15:05:03
T0003211,S036,P0097,C001010,5,661.82,3309.1,2022-07-14 00:56:30
T0003212,S173,P0187,C002983,10,487.12,4871.2,2024-09-30 08:53:44
T0003213,S142,P0375,C002522,9,268.15,2413.35,2022-04-26 08:50:58
T0003214,S051,P0108,C001826,9,703.13,6328.17,2023-09-24 07:26:41
T0003215,S172,P0338,C000942,6,304.87,1829.22,2023-12-10 02:08:52
T0003216,S084,P0427,C002251,3,282.53,847.59,2024-06-08 22:54:05
T0003217,S150,P0479,C002175,10,638.89,6388.9,2024-11-15 12:21:44
T0003218,S146,P0383,C002064,2,154.71,309.42,2022-08-03 18:50:25
T0003219,S138,P0007,C001325,10,419.59,4195.9,2022-11-16 02:26:07
T0003220,S090,P0176,C001682,8,668.96,5351.68,2022-07-16 14:41:10
T0003221,S078,P0069,C000750,8,799.67,6397.36,2022-02-12 01:54:16
T0003222,S010,P0213,C000982,7,313.02,2191.14,2022-08-24 16:51:53
T0003223,S010,P0143,C002147,8,281.57,2252.56,2021-05-03 10:41:39
T0003224,S036,P0272,C002565,1,637.7,637.7,2022-07-10 19:41:33
T0003225,S157,P0056,C002474,3,560.82,1682.46,2024-06-24 10:36:50
