product_id,location_id,location_type,quantity,last_updated
PROD200143,LOC1508,Store,890,2024-02-15 14:30:42
PROD202301,LOC2086,Warehouse,891,2023-05-31 09:16:04
PROD203024,LOC1862,Distributor,329,2025-05-06 17:45:50
PROD204563,LOC2297,Distributor,588,2023-12-05 18:39:06
PROD203213,LOC1877,Warehouse,462,2025-12-25 23:36:01
PROD203570,LOC2470,Distributor,623,2025-11-03 12:11:59
PROD200820,LOC2446,Distributor,373,2024-04-10 14:09:39
PROD200092,LOC2692,Store,77,2025-04-08 19:06:35
PROD204681,LOC2459,Warehouse,285,2024-01-25 09:36:38
PROD201892,LOC1136,Store,623,2025-12-30 19:41:24
PROD200283,LOC1921,Warehouse,110,2024-08-08 02:58:19
PROD204244,LOC2081,Distributor,212,2023-08-19 00:40:32
PROD202751,LOC2214,Warehouse,46,2024-07-16 00:28:06
PROD202731,LOC1079,Store,965,2025-07-20 05:23:05
PROD200438,LOC1792,Warehouse,951,2023-02-11 05:04:35
PROD201504,LOC1192,Distributor,627,2023-09-05 11:46:11
PROD203890,LOC1505,Store,799,2025-12-24 05:58:15
PROD200306,LOC2867,Distributor,795,2024-02-01 19:54:24
PROD203796,LOC1801,Store,858,2025-03-05 16:31:42
PROD201932,LOC1049,Distributor,533,2025-02-28 02:26:27
PROD200150,LOC1884,Distributor,318,2025-06-04 06:16:09
PROD201016,LOC1838,Distributor,462,2024-05-25 16:50:44
PROD201465,LOC1741,Store,902,2023-10-22 03:30:14
PROD201239,LOC2565,Store,210,2025-09-23 01:32:41
PROD204524,LOC1908,Store,164,2025-06-25 13:17:25
PROD204197,LOC1895,Warehouse,776,2025-09-23 01:39:12
PROD204463,LOC1605,Warehouse,468,2025-11-27 10:08:29
PROD203882,LOC2105,Warehouse,599,2024-06-18 18:35:50
PROD203488,LOC1097,Distributor,591,2025-05-03 11:14:38
PROD204532,LOC2568,Store,220,2023-12-19 17:24:12
PROD200834,LOC1255,Distributor,334,2025-09-29 10:12:41
PROD203080,LOC1804,Distributor,780,2023-11-04 12:31:54
PROD203670,LOC1365,Distributor,746,2024-09-17 11:48:34
PROD200551,LOC1948,Warehouse,475,2023-08-20 23:15:04
PROD202610,LOC2248,Distributor,93,2024-11-13 06:24:55
PROD203838,LOC1053,Warehouse,963,2024-12-18 18:41:17
PROD204007,LOC2744,Distributor,97,2024-08-09 07:50:04
PROD201863,LOC1528,Distributor,236,2023-02-17 00:27:37
PROD200863,LOC2584,Warehouse,232,2023-08-14 10:42:16
PROD201025,LOC2620,Warehouse,962,2024-11-20 11:04:03
PROD203530,LOC1437,Warehouse,439,2024-08-25 01:20:52
PROD202927,LOC1627,Warehouse,646,2024-11-25 15:20:40
PROD200459,LOC1278,Warehouse,594,2025-04-23 05:53:39
PROD201034,LOC1036,Store,964,2024-10-08 06:21:28
PROD200676,LOC2297,Distributor,310,2024-07-05 13:21:12
PROD200232,LOC2398,Distributor,934,2025-02-08 06:49:17
PROD201670,LOC1822,Store,855,2025-08-21 14:41:23
PROD203530,LOC2846,Store,441,2024-05-22 19:04:29
PROD203287,LOC1848,Warehouse,748,2023-07-30 21:27:09
PROD202083,LOC2018,Distributor,481,2024-04-23 16:40:31
PROD200398,LOC2232,Warehouse,792,2025-03-28 10:08:44
PROD204485,LOC1788,Warehouse,243,2025-09-05 06:05:31
PROD200852,LOC1366,Distributor,298,2023-05-20 12:08:16
PROD200405,LOC2852,Distributor,264,2025-10-15 08:20:26
PROD202471,LOC1521,Distributor,756,2024-04-17 09:21:34
PROD200976,LOC2200,Store,807,2024-06-29 15:53:03
PROD200140,LOC1610,Distributor,448,2023-01-15 09:22:13
PROD204455,LOC2346,Warehouse,147,2024-03-13 13:42:47
PROD201477,LOC1430,Distributor,847,2025-05-19 12:42:49
PROD204631,LOC1037,Store,435,2024-03-20 05:21:56
PROD200500,LOC1095,Distributor,539,2025-07-30 23:15:54
PROD202179,LOC1838,Warehouse,178,2024-04-03 14:52:06
PROD202475,LOC1010,Warehouse,836,2024-11-15 23:30:31
PROD200064,LOC1302,Distributor,294,2023-01-28 20:21:35
PROD200491,LOC2308,Distributor,797,2024-02-24 17:48:44
PROD203723,LOC2095,Warehouse,114,2025-01-14 23:29:22
PROD201467,LOC1137,Warehouse,695,2023-06-21 06:32:41
PROD203710,LOC2936,Warehouse,868,2023-05-18 00:29:49
PROD203134,LOC2470,Store,419,2024-01-10 05:44:19
PROD200785,LOC1730,Distributor,128,2024-02-17 04:28:31
PROD200135,LOC1329,Distributor,533,2024-09-30 22:33:29
PROD203782,LOC1615,Warehouse,214,2024-11-30 10:01:16
PROD202872,LOC1652,Warehouse,387,2023-01-25 01:07:36
PROD204809,LOC2771,Warehouse,874,2024-02-22 13:52:37
PROD203571,LOC2434,Distributor,723,2024-06-13 08:28:33
PROD203709,LOC1054,Distributor,28,2025-08-13 18:56:55
PROD204186,LOC1301,Warehouse,258,2025-02-03 06:35:09
PROD201944,LOC2558,Store,594,2024-12-28 00:41:41
PROD203661,LOC2594,Warehouse,36,2024-03-22 23:16:25
PROD202461,LOC2426,Distributor,289,2025-03-08 11:06:04
PROD203945,LOC2096,Store,276,2025-02-12 07:10:24
PROD204378,LOC2286,Distributor,660,2025-09-14 11:01:18
PROD202870,LOC1346,Distributor,923,2024-04-03 20:52:00
PROD202747,LOC2973,Distributor,316,2023-11-25 20:42:44
PROD202214,LOC2944,Distributor,157,2024-07-21 14:51:13
PROD202562,LOC1653,Warehouse,636,2025-08-20 18:21:40
PROD203530,LOC1106,Store,90,2023-04-09 01:36:37
PROD200982,LOC2248,Warehouse,345,2023-09-05 06:06:31
PROD201053,LOC1228,Warehouse,197,2024-06-02 13:31:47
PROD202690,LOC2638,Store,992,2025-06-18 23:51:36
PROD204838,LOC1585,Store,318,2024-12-25 23:28:48
PROD204648,LOC2305,Warehouse,292,2025-08-14 23:35:25
PROD203294,LOC1573,Warehouse,368,2025-09-25 11:37:01
PROD200303,LOC2685,Distributor,638,2023-11-20 03:59:19
PROD201907,LOC2176,Store,710,2024-03-22 12:26:22
PROD202776,LOC2020,Distributor,325,2025-09-06 20:00:24
PROD204829,LOC1069,Store,732,2025-10-24 10:03:22
PROD204282,LOC2328,Distributor,341,2025-04-04 10:26:22
PROD200106,LOC1164,Store,527,2024-11-22 21:48:21
PROD202975,LOC2984,Store,845,2025-08-25 15:08:56
PROD204656,LOC2897,Distributor,274,2025-11-03 11:00:57
PROD201375,LOC1858,Distributor,298,2023-02-19 09:19:02
PROD204679,LOC1383,Distributor,641,2024-06-19 15:07:37
PROD202356,LOC2455,Warehouse,744,2024-06-12 00:14:22
PROD204376,LOC2898,Distributor,538,2025-02-28 00:19:30
PROD203364,LOC1494,Warehouse,363,2023-10-14 01:24:05
PROD203294,LOC1714,Distributor,76,2025-12-25 05:02:48
PROD202391,LOC1047,Distributor,601,2025-11-21 00:47:21
PROD204157,LOC1307,Store,798,2025-01-23 18:09:07
PROD203061,LOC1252,Warehouse,671,2024-10-10 04:50:26
PROD201778,LOC2988,Warehouse,64,2024-07-19 14:04:55
PROD201957,LOC1156,Store,346,2024-06-10 21:58:03
PROD202907,LOC1284,Distributor,124,2023-04-25 11:15:13
PROD202154,LOC2219,Warehouse,873,2023-08-14 01:09:06
PROD204445,LOC1892,Distributor,867,2025-05-02 22:48:35
PROD200138,LOC1590,Warehouse,592,2023-12-10 18:00:52
PROD202793,LOC2459,Distributor,867,2025-10-18 04:13:12
PROD203591,LOC2262,Distributor,912,2024-10-14 21:49:52
PROD201232,LOC2336,Warehouse,537,2023-10-07 20:00:42
PROD204516,LOC1262,Store,855,2024-02-06 22:52:56
PROD201368,LOC1152,Store,323,2023-06-28 07:28:08
PROD204344,LOC1108,Distributor,634,2025-03-01 10:27:00
PROD203405,LOC2037,Warehouse,77,2024-01-21 02:30:36
PROD201226,LOC2657,Distributor,303,2023-01-27 13:11:41
PROD201773,LOC2251,Distributor,412,2025-10-29 11:25:13
PROD203158,LOC1529,Warehouse,192,2024-05-30 12:22:57
PROD201730,LOC2446,Store,688,2025-05-28 07:18:55
PROD202899,LOC1688,Warehouse,336,2024-07-22 02:59:46
PROD203035,LOC2610,Store,287,2023-08-03 19:04:12
PROD201844,LOC1700,Store,846,2023-06-26 18:41:52
PROD200444,LOC2902,Store,927,2023-03-15 09:16:27
PROD203566,LOC1701,Warehouse,143,2023-08-28 04:32:36
PROD201439,LOC2469,Store,545,2024-09-20 20:50:39
PROD204424,LOC2651,Store,184,2024-04-07 01:52:02
PROD203392,LOC1907,Warehouse,345,2025-01-20 14:23:13
PROD203235,LOC1447,Distributor,699,2023-06-11 22:41:33
PROD200606,LOC2394,Warehouse,685,2025-12-20 23:29:04
PROD204077,LOC2968,Warehouse,633,2025-01-18 17:03:35
PROD204004,LOC2589,Warehouse,757,2025-11-18 00:47:08
PROD202669,LOC2139,Distributor,315,2024-10-11 15:44:36
PROD203291,LOC2248,Store,33,2023-02-07 02:47:33
PROD202498,LOC2164,Distributor,566,2025-06-09 18:08:07
PROD200235,LOC1842,Warehouse,893,2024-01-04 15:47:35
PROD202541,LOC2927,Store,824,2024-07-19 10:43:34
PROD201477,LOC2974,Store,174,2025-09-21 02:48:33
PROD200957,LOC1495,Distributor,965,2025-01-04 13:54:38
PROD201569,LOC2116,Distributor,29,2025-06-07 20:42:16
PROD201998,LOC1605,Distributor,59,2024-04-26 20:27:22
PROD202266,LOC2048,Distributor,699,2025-03-26 20:35:11
PROD203654,LOC2785,Store,80,2023-06-05 17:56:43
PROD202470,LOC1687,Store,14,2023-04-10 08:38:33
PROD202937,LOC2572,Distributor,596,2023-12-17 13:26:43
PROD204313,LOC1081,Distributor,227,2024-04-15 15:15:50
PROD202189,LOC1497,Store,495,2023-02-09 23:31:10
PROD202440,LOC1445,Store,292,2024-12-10 00:49:13
PROD202285,LOC2973,Distributor,544,2024-02-12 15:07:40
PROD201082,LOC1239,Store,853,2024-12-11 13:16:59
PROD201201,LOC2717,Warehouse,162,2024-12-23 19:12:14
PROD204406,LOC2219,Warehouse,344,2024-11-24 02:33:34
PROD202484,LOC2843,Store,266,2023-02-24 13:56:11
PROD202296,LOC1616,Store,573,2025-05-03 22:23:42
PROD204628,LOC2711,Warehouse,639,2023-08-18 02:56:08
PROD202966,LOC2691,Warehouse,419,2024-09-30 06:15:59
PROD204632,LOC1805,Distributor,885,2025-10-29 17:20:21
PROD203766,LOC1925,Warehouse,245,2023-08-12 09:21:55
PROD204301,LOC1135,Distributor,760,2023-10-03 02:08:40
PROD203101,LOC2514,Warehouse,650,2025-01-26 21:35:39
PROD200224,LOC1773,Store,894,2023-02-14 07:00:55
PROD201332,LOC1097,Store,815,2024-05-03 20:31:18
PROD202483,LOC2919,Store,497,2025-04-23 09:43:59
PROD204176,LOC2953,Store,173,2024-01-03 18:33:08
PROD204036,LOC2725,Distributor,158,2025-01-15 12:18:19
PROD201636,LOC2642,Distributor,634,2025-08-29 20:18:35
PROD201885,LOC2086,Store,962,2023-08-02 04:30:19
PROD203416,LOC2639,Warehouse,150,2024-12-29 22:58:21
PROD203034,LOC2388,Store,813,2023-11-29 05:16:40
PROD202355,LOC1460,Store,634,2025-10-05 16:06:56
PROD204472,LOC2872,Distributor,895,2023-05-30 04:03:22
PROD202263,LOC2281,Store,685,2025-04-18 02:41:06
PROD202322,LOC2052,Distributor,799,2023-12-24 07:11:39
PROD204005,LOC2790,Warehouse,267,2024-09-22 13:39:57
PROD202193,LOC1737,Distributor,215,2025-10-12 10:30:53
PROD201624,LOC2423,Distributor,165,2024-02-16 02:58:40
PROD204466,LOC2040,Warehouse,57,2023-01-24 01:46:40
PROD201845,LOC2461,Store,112,2023-11-10 18:55:45
PROD200229,LOC1315,Warehouse,630,2023-04-19 17:41:13
PROD201390,LOC1559,Distributor,365,2025-06-10 11:08:03
PROD204444,LOC1622,Distributor,76,2023-07-08 09:21:07
PROD202722,LOC2856,Warehouse,273,2024-02-10 04:52:16
PROD202086,LOC1213,Store,277,2024-05-27 20:25:50
PROD202116,LOC1485,Warehouse,548,2025-09-24 01:44:19
PROD201981,LOC1681,Distributor,396,2023-02-03 09:22:59
PROD203642,LOC2755,Store,943,2024-04-13 13:44:18
PROD201193,LOC1049,Distributor,937,2023-07-16 10:22:14
PROD204870,LOC2647,Distributor,125,2025-06-19 08:25:10
PROD200117,LOC2502,Warehouse,267,2024-09-13 16:32:28
PROD203963,LOC1757,Store,523,2025-12-23 16:09:16
PROD200223,LOC2220,Warehouse,386,2025-11-09 00:37:44
PROD200157,LOC1440,Distributor,500,2025-04-14 09:04:26
PROD201764,LOC2466,Store,348,2025-09-02 04:44:14
PROD201622,LOC1447,Distributor,406,2023-07-12 13:19:08
PROD200237,LOC1633,Warehouse,234,2025-02-03 09:01:00
PROD201040,LOC1661,Store,45,2025-11-03 14:02:21
PROD200372,LOC1370,Distributor,448,2025-10-11 20:01:25
PROD202263,LOC1933,Store,670,2023-09-07 03:23:35
PROD202178,LOC2087,Warehouse,156,2024-11-17 08:07:46
PROD200362,LOC2919,Distributor,611,2024-03-28 14:19:40
PROD204190,LOC1923,Warehouse,76,2025-08-19 18:33:12
PROD203600,LOC1469,Distributor,248,2023-08-29 23:46:26
PROD203492,LOC1761,Warehouse,724,2024-10-07 10:51:09
PROD202305,LOC1547,Warehouse,252,2024-11-09 12:47:06
PROD203052,LOC2410,Warehouse,893,2023-05-16 09:31:55
PROD201280,LOC2016,Warehouse,805,2023-11-18 11:30:39
PROD202299,LOC2847,Distributor,518,2024-05-18 20:31:11
PROD200862,LOC2988,Store,977,2025-10-12 22:34:43
PROD203506,LOC1598,Warehouse,880,2025-03-25 22:14:13
PROD200844,LOC2473,Store,904,2024-12-05 05:45:18
PROD201331,LOC2145,Warehouse,221,2023-09-23 07:47:54
PROD202591,LOC2741,Distributor,309,2023-03-07 03:52:41
PROD200674,LOC2472,Store,961,2024-03-28 09:02:06
PROD201048,LOC1617,Warehouse,315,2023-08-05 07:03:12
PROD202185,LOC1048,Store,646,2024-06-16 15:09:11
PROD201266,LOC2004,Distributor,665,2025-01-15 09:31:52
PROD204142,LOC2402,Warehouse,949,2024-08-23 00:38:38
PROD203899,LOC2246,Warehouse,469,2024-02-23 20:41:25
PROD203992,LOC2389,Warehouse,637,2023-01-18 05:57:05
PROD203542,LOC1147,Store,468,2025-08-25 02:28:38
PROD200329,LOC2428,Distributor,701,2024-04-10 03:52:50
PROD202362,LOC2416,Store,603,2024-01-30 04:12:49
PROD202621,LOC2468,Distributor,431,2023-12-30 18:37:50
PROD200021,LOC2309,Distributor,939,2025-03-06 20:20:25
PROD203617,LOC2932,Store,188,2023-12-25 00:36:21
PROD201961,LOC2281,Distributor,505,2023-08-16 06:54:24
PROD203794,LOC2405,Distributor,395,2025-05-17 13:13:11
PROD204976,LOC2367,Store,686,2024-05-04 09:04:35
PROD202106,LOC1958,Distributor,373,2025-12-17 17:48:28
PROD202708,LOC2508,Warehouse,940,2024-07-18 08:56:23
PROD204088,LOC1948,Warehouse,896,2025-04-21 10:17:13
PROD203858,LOC1865,Warehouse,2,2024-08-19 15:54:59
PROD204223,LOC2087,Distributor,595,2023-10-04 13:20:58
PROD200076,LOC1882,Distributor,915,2023-06-02 10:11:21
PROD200736,LOC1141,Distributor,864,2025-11-16 06:24:03
PROD201335,LOC2200,Warehouse,730,2023-03-13 03:07:59
PROD202021,LOC2255,Distributor,602,2023-04-28 00:06:44
PROD204670,LOC2343,Distributor,895,2025-09-16 09:19:50
PROD200585,LOC1590,Distributor,586,2025-04-14 21:24:15
PROD201287,LOC2339,Store,444,2023-07-24 03:24:01
PROD202280,LOC2052,Store,346,2024-04-07 00:21:30
PROD201388,LOC1660,Warehouse,40,2025-03-01 16:40:13
PROD203359,LOC1925,Distributor,486,2024-05-07 22:53:25
PROD203389,LOC1830,Warehouse,866,2025-10-29 08:36:27
PROD200115,LOC2017,Store,602,2023-11-01 03:52:01
PROD200761,LOC2653,Warehouse,616,2023-08-02 01:21:20
PROD202422,LOC1256,Distributor,203,2024-11-18 11:06:40
PROD200186,LOC2379,Distributor,601,2025-08-11 14:54:01
PROD201567,LOC1286,Warehouse,712,2025-11-30 01:12:23
PROD204746,LOC2930,Warehouse,682,2025-12-13 19:05:43
PROD203305,LOC1549,Store,87,2023-11-24 11:36:54
PROD203672,LOC2956,Store,109,2024-03-25 07:34:50
PROD201978,LOC2714,Distributor,635,2024-05-26 05:54:40
PROD201656,LOC1565,Warehouse,313,2024-08-29 23:08:06
PROD203825,LOC2896,Store,789,2025-11-19 21:15:16
PROD202612,LOC1711,Distributor,505,2023-05-04 15:46:52
PROD201800,LOC1210,Warehouse,906,2023-12-29 18:43:43
PROD201617,LOC1087,Warehouse,978,2023-01-24 15:14:51
PROD203917,LOC2517,Store,277,2025-01-21 09:02:03
PROD204064,LOC1038,Warehouse,793,2023-12-17 23:17:04
PROD203182,LOC1024,Warehouse,168,2023-09-11 09:39:08
PROD201959,LOC1765,Distributor,137,2024-05-19 23:11:36
PROD203272,LOC2723,Warehouse,948,2023-05-18 05:40:53
PROD201680,LOC2763,Warehouse,919,2025-07-07 05:07:23
PROD203365,LOC1937,Warehouse,342,2023-09-06 06:45:51
PROD203433,LOC2309,Warehouse,960,2025-12-10 08:11:55
PROD201132,LOC2580,Distributor,875,2024-05-15 20:10:13
PROD204649,LOC2119,Warehouse,763,2025-05-12 14:45:48
PROD204019,LOC2110,Store,709,2024-05-17 07:12:35
PROD202344,LOC2414,Warehouse,492,2023-03-03 17:18:59
PROD204979,LOC2774,Store,594,2025-09-14 05:41:32
PROD202419,LOC2713,Distributor,716,2023-11-29 08:01:00
PROD204997,LOC2453,Store,828,2024-08-30 18:21:05
PROD200715,LOC2165,Store,214,2025-03-14 00:01:52
PROD202637,LOC1730,Warehouse,105,2024-07-03 13:43:40
PROD201400,LOC2665,Warehouse,393,2025-11-08 21:36:20
PROD204480,LOC1419,Distributor,520,2024-08-15 05:09:12
PROD204043,LOC2395,Warehouse,10,2024-12-01 16:17:22
PROD200896,LOC2283,Distributor,984,2025-07-15 12:18:57
PROD204037,LOC2560,Distributor,603,2023-09-23 01:24:44
PROD203669,LOC2935,Distributor,885,2024-02-08 00:02:41
PROD200805,LOC2285,Warehouse,973,2023-01-29 00:20:54
PROD203543,LOC1821,Distributor,863,2025-12-08 04:13:03
PROD200236,LOC2106,Distributor,919,2025-10-24 02:46:54
PROD203435,LOC2065,Distributor,162,2023-10-12 23:27:40
PROD202717,LOC2873,Warehouse,15,2025-09-22 16:45:32
PROD200996,LOC1695,Store,277,2024-08-11 08:44:55
PROD203246,LOC2768,Distributor,704,2023-03-17 17:52:47
PROD201134,LOC2947,Distributor,443,2023-06-11 08:51:46
PROD202081,LOC1782,Store,239,2025-09-22 18:27:51
PROD200479,LOC2369,Warehouse,966,2024-08-17 22:20:48
PROD204224,LOC2934,Store,64,2024-12-02 14:01:38
PROD204882,LOC1928,Distributor,521,2023-09-04 02:02:23
PROD200791,LOC2816,Distributor,510,2025-07-20 12:37:18
PROD204423,LOC2439,Store,155,2025-03-29 13:28:36
PROD203507,LOC2661,Distributor,72,2023-06-04 09:33:16
PROD204576,LOC2472,Warehouse,1,2025-03-16 06:45:22
PROD204220,LOC2855,Warehouse,239,2024-07-25 01:08:56
PROD203556,LOC1618,Store,406,2025-12-28 08:07:42
PROD200779,LOC1570,Distributor,661,2024-08-31 20:55:06
PROD200178,LOC2110,Store,832,2025-09-24 09:47:37
PROD203408,LOC1499,Distributor,945,2024-04-08 04:47:04
PROD201487,LOC2391,Store,41,2024-12-23 23:40:56
PROD201035,LOC2069,Store,924,2023-11-02 17:45:05
PROD203913,LOC1178,Warehouse,101,2025-02-28 16:52:40
PROD204642,LOC2063,Distributor,36,2025-10-04 15:06:36
PROD203944,LOC1646,Distributor,948,2024-11-21 04:21:08
PROD201518,LOC1596,Warehouse,62,2024-02-12 10:55:36
PROD203002,LOC1446,Store,123,2024-10-12 17:16:13
PROD202670,LOC1854,Warehouse,844,2025-09-01 22:57:31
PROD202013,LOC2755,Store,458,2025-01-01 07:34:17
PROD201254,LOC1081,Warehouse,225,2024-01-27 00:11:21
PROD202511,LOC1843,Store,430,2023-11-14 09:20:17
PROD202511,LOC1386,Distributor,716,2025-07-14 08:24:57
PROD202259,LOC1640,Store,652,2024-02-11 11:12:05
PROD201965,LOC2729,Distributor,808,2025-08-11 06:02:19
PROD200584,LOC1930,Warehouse,300,2023-02-08 23:37:11
PROD201392,LOC2394,Warehouse,477,2024-02-16 15:14:58
PROD204171,LOC1243,Warehouse,430,2023-05-09 05:50:50
PROD202417,LOC1292,Warehouse,854,2025-06-07 08:39:36
PROD203277,LOC1012,Store,153,2025-09-03 05:28:59
PROD204898,LOC1120,Store,968,2023-06-19 22:50:29
PROD204092,LOC1075,Distributor,201,2023-12-14 16:21:23
PROD201013,LOC1764,Distributor,28,2024-03-12 01:40:33
PROD203052,LOC2532,Store,565,2024-02-25 23:11:05
PROD200882,LOC1117,Warehouse,139,2024-08-18 13:34:20
PROD204044,LOC2033,Store,273,2024-06-01 14:21:46
PROD202193,LOC2761,Warehouse,952,2023-02-28 00:19:30
PROD202469,LOC2909,Distributor,723,2023-05-27 12:26:37
PROD203280,LOC2445,Warehouse,169,2025-12-16 12:43:12
PROD201385,LOC1363,Store,742,2024-11-02 12:42:36
PROD200237,LOC2033,Distributor,629,2024-03-26 17:07:28
PROD204986,LOC2383,Warehouse,846,2025-12-16 22:15:10
PROD202925,LOC1771,Distributor,838,2023-08-27 19:53:33
PROD201609,LOC1715,Warehouse,967,2024-06-18 11:33:30
PROD204269,LOC2569,Warehouse,160,2025-08-10 22:22:30
PROD200834,LOC1106,Store,115,2024-05-28 10:53:01
PROD204058,LOC2613,Distributor,717,2023-03-31 19:31:49
PROD200829,LOC1046,Store,566,2024-03-26 00:04:27
PROD201374,LOC2951,Distributor,374,2023-03-09 10:46:33
PROD203782,LOC2264,Store,249,2023-09-19 08:57:39
PROD204535,LOC2635,Store,657,2025-02-11 09:05:29
PROD202419,LOC1283,Distributor,372,2024-04-08 02:55:06
PROD204629,LOC2140,Warehouse,739,2023-01-16 19:19:19
PROD200377,LOC2823,Store,986,2024-10-29 02:02:38
PROD201459,LOC1031,Distributor,122,2024-07-21 12:01:02
PROD204496,LOC1246,Store,623,2024-11-18 18:53:23
PROD200210,LOC2500,Distributor,600,2024-10-09 00:48:18
PROD204854,LOC2654,Store,939,2023-03-02 11:02:16
PROD200294,LOC1068,Distributor,866,2023-12-15 12:22:30
PROD204242,LOC2292,Warehouse,112,2025-05-25 00:32:02
PROD200263,LOC2213,Distributor,794,2023-06-03 21:22:07
PROD200285,LOC2491,Warehouse,317,2024-01-29 02:50:07
PROD204460,LOC2201,Store,698,2023-09-08 17:42:18
PROD200212,LOC1377,Warehouse,619,2024-09-04 16:36:04
PROD201128,LOC1410,Store,760,2023-01-04 16:54:53
PROD202026,LOC2137,Store,121,2024-02-11 20:45:02
PROD203756,LOC1822,Warehouse,534,2025-09-20 12:19:59
PROD201145,LOC1506,Store,880,2023-12-17 23:37:32
PROD203772,LOC2128,Distributor,441,2023-10-12 05:19:01
PROD202059,LOC2380,Warehouse,705,2024-01-02 00:01:59
PROD202090,LOC2627,Distributor,789,2024-06-14 21:15:33
PROD203813,LOC2716,Distributor,177,2025-06-11 00:03:56
PROD202252,LOC2701,Store,383,2024-06-22 11:35:40
PROD202730,LOC1625,Distributor,821,2025-01-04 20:42:23
PROD200457,LOC1580,Store,915,2024-11-14 23:31:17
PROD204390,LOC1676,Warehouse,560,2023-05-13 11:53:58
PROD203681,LOC2598,Store,400,2025-04-06 14:24:23
PROD201864,LOC1082,Warehouse,346,2024-02-22 08:26:56
PROD204915,LOC2907,Store,741,2023-08-07 09:40:44
PROD201443,LOC2512,Store,5,2024-08-24 15:22:41
PROD203119,LOC1054,Distributor,325,2025-04-18 21:12:59
PROD201756,LOC2406,Store,781,2025-11-26 13:21:27
PROD201722,LOC1534,Store,189,2023-03-03 20:55:06
PROD202282,LOC1157,Warehouse,972,2024-01-06 13:21:33
PROD201471,LOC1284,Warehouse,763,2025-11-29 06:55:20
PROD200133,LOC2188,Store,532,2024-11-27 07:13:39
PROD200429,LOC1367,Warehouse,809,2023-06-16 18:51:19
PROD202613,LOC1213,Distributor,803,2023-11-05 03:33:56
PROD203268,LOC1828,Warehouse,956,2025-08-15 21:33:07
PROD201156,LOC2623,Store,834,2025-10-01 08:32:00
PROD201276,LOC1877,Distributor,221,2025-10-04 23:33:55
PROD200093,LOC2171,Distributor,221,2023-06-14 19:59:30
PROD203368,LOC1826,Warehouse,330,2025-01-26 18:30:19
PROD203397,LOC2645,Warehouse,749,2024-08-19 07:02:07
PROD201394,LOC2301,Warehouse,615,2025-02-11 22:01:19
PROD202776,LOC2168,Distributor,237,2025-12-17 06:52:44
PROD200220,LOC1928,Store,9,2025-07-14 23:43:38
PROD201778,LOC1399,Store,276,2023-09-11 09:52:43
PROD204955,LOC1186,Warehouse,676,2025-11-18 22:33:44
PROD202786,LOC1752,Warehouse,402,2024-12-30 21:49:48
PROD203353,LOC1582,Distributor,259,2025-07-07 03:47:27
PROD204233,LOC2035,Warehouse,753,2024-04-07 05:34:21
PROD203989,LOC1253,Warehouse,364,2024-07-03 02:10:19
PROD201535,LOC1263,Warehouse,906,2024-11-29 13:36:55
PROD202051,LOC2005,Warehouse,222,2024-12-20 01:56:00
PROD203808,LOC1039,Warehouse,210,2024-02-08 20:04:17
PROD201648,LOC2229,Warehouse,309,2024-02-05 01:32:19
PROD202642,LOC2502,Distributor,926,2023-01-22 19:26:22
PROD204042,LOC1343,Warehouse,53,2023-05-31 17:26:37
PROD202484,LOC2751,Distributor,156,2024-09-15 21:39:24
PROD200752,LOC1844,Warehouse,78,2025-10-17 21:35:55
PROD203426,LOC1113,Warehouse,523,2023-10-18 06:01:00
PROD201421,LOC2563,Distributor,841,2025-10-08 15:28:06
PROD201882,LOC2101,Store,925,2025-11-01 13:26:06
PROD203326,LOC2775,Store,988,2025-11-01 05:06:15
PROD200926,LOC2376,Store,280,2023-06-26 00:24:49
PROD204119,LOC2044,Warehouse,243,2023-12-01 05:48:02
PROD200413,LOC1192,Distributor,254,2023-05-27 07:45:20
PROD203769,LOC2863,Warehouse,243,2024-03-23 00:48:38
PROD204738,LOC1575,Distributor,96,2025-12-15 18:11:15
PROD202659,LOC1385,Warehouse,260,2023-06-24 14:41:05
PROD201116,LOC2562,Store,478,2025-09-07 14:13:24
PROD204045,LOC1951,Warehouse,43,2023-11-12 01:01:54
PROD201224,LOC2498,Store,793,2024-09-23 07:49:31
PROD204158,LOC1892,Store,271,2024-07-08 16:56:12
PROD202595,LOC1764,Distributor,722,2025-10-31 21:08:45
PROD203251,LOC1193,Warehouse,103,2025-02-25 10:28:59
PROD201873,LOC2841,Distributor,902,2024-10-13 02:10:33
PROD202489,LOC2001,Distributor,693,2023-05-18 10:09:01
PROD201514,LOC2804,Store,841,2024-09-01 06:00:42
PROD201270,LOC1522,Distributor,310,2023-09-28 22:46:43
PROD202690,LOC1127,Warehouse,34,2024-01-16 10:28:05
PROD204458,LOC1091,Distributor,102,2024-08-11 01:11:24
PROD204009,LOC2853,Warehouse,474,2023-05-08 16:51:09
PROD203221,LOC2818,Distributor,359,2024-01-16 06:52:26
PROD203088,LOC1197,Warehouse,2,2024-09-01 07:15:48
PROD200331,LOC2941,Warehouse,308,2024-06-27 14:23:00
PROD202852,LOC1785,Distributor,539,2025-10-31 13:07:41
PROD201735,LOC2191,Warehouse,390,2023-04-08 06:18:15
PROD203184,LOC1487,Store,398,2023-03-24 03:37:45
PROD204873,LOC1036,Warehouse,1,2023-10-12 02:36:45
