shop_id,shop_name,owner_name,city,state,created_at
LSHOP70765,LocalShop_765,Owner_765,Jaipur,Maharashtra,2025-04-22 10:49:04
LSHOP70766,LocalShop_766,Owner_766,Delhi,Tamil Nadu,2025-08-29 21:49:23
LSHOP70767,LocalShop_767,Owner_767,Ahmedabad,Gujarat,2024-05-05 10:34:47
LSHOP70768,LocalShop_768,Owner_768,Surat,Karnataka,2023-08-26 16:16:55
LSHOP70769,LocalShop_769,Owner_769,Jaipur,Tamil Nadu,2025-10-11 10:31:39
LSHOP70770,LocalShop_770,Owner_770,Nagpur,Telangana,2025-06-06 22:05:37
LSHOP70771,LocalShop_771,Owner_771,Ahmedabad,Uttar Pradesh,2025-09-27 12:56:49
LSHOP70772,LocalShop_772,Owner_772,Bengaluru,Gujarat,2025-12-26 17:10:12
LSHOP70773,LocalShop_773,Owner_773,Surat,Gujarat,2025-01-20 02:01:10
LSHOP70774,LocalShop_774,Owner_774,Mumbai,Karnataka,2025-07-02 11:18:40
LSHOP70775,LocalShop_775,Owner_775,Hyderabad,Delhi,2023-05-05 21:00:37
LSHOP70776,LocalShop_776,Owner_776,Ahmedabad,Rajasthan,2025-12-29 02:38:57
LSHOP70777,LocalShop_777,Owner_777,Nagpur,Telangana,2023-07-23 05:21:02
LSHOP70778,LocalShop_778,Owner_778,Lucknow,Gujarat,2024-09-21 20:42:28
LSHOP70779,LocalShop_779,Owner_779,Mumbai,Maharashtra,2023-11-27 22:49:57
LSHOP70780,LocalShop_780,Owner_780,Chennai,Karnataka,2025-04-29 23:24:23
LSHOP70781,LocalShop_781,Owner_781,Hyderabad,West Bengal,2024-09-23 06:16:29
LSHOP70782,LocalShop_782,Owner_782,Bengaluru,Delhi,2024-12-30 05:22:20
LSHOP70783,LocalShop_783,Owner_783,Surat,Karnataka,2024-11-20 07:38:24
LSHOP70784,LocalShop_784,Owner_784,Delhi,Gujarat,2024-03-15 10:37:21
LSHOP70785,LocalShop_785,Owner_785,Mumbai,Delhi,2024-08-25 13:43:23
LSHOP70786,LocalShop_786,Owner_786,Jaipur,Maharashtra,2023-06-08 14:23:42
LSHOP70787,LocalShop_787,Owner_787,Surat,Tamil Nadu,2025-05-02 07:43:40
LSHOP70788,LocalShop_788,Owner_788,Mumbai,Maharashtra,2025-11-20 06:41:31
LSHOP70789,LocalShop_789,Owner_789,Hyderabad,Gujarat,2025-01-17 06:31:19
LSHOP70790,LocalShop_790,Owner_790,Nagpur,Maharashtra,2023-06-23 17:05:10
LSHOP70791,LocalShop_791,Owner_791,Ahmedabad,Telangana,2023-07-12 13:29:42
LSHOP70792,LocalShop_792,Owner_792,Mumbai,Maharashtra,2025-01-10 13:41:44
LSHOP70793,LocalShop_793,Owner_793,Mumbai,Gujarat,2025-07-13 02:32:09
LSHOP70794,LocalShop_794,Owner_794,Pune,West Bengal,2023-11-07 00:10:10
LSHOP70795,LocalShop_795,Owner_795,Jaipur,Maharashtra,2023-09-09 13:52:00
LSHOP70796,LocalShop_796,Owner_796,Jaipur,Maharashtra,2025-06-27 20:07:22
LSHOP70797,LocalShop_797,Owner_797,Kolkata,Delhi,2023-10-16 00:25:28
LSHOP70798,LocalShop_798,Owner_798,Nagpur,Karnataka,2024-12-12 16:01:45
LSHOP70799,LocalShop_799,Owner_799,Mumbai,Uttar Pradesh,2024-06-27 06:42:45
LSHOP70800,LocalShop_800,Owner_800,Nagpur,Maharashtra,2024-12-07 10:07:25
LSHOP70801,LocalShop_801,Owner_801,Jaipur,Telangana,2023-10-30 05:53:03
LSHOP70802,LocalShop_802,Owner_802,Kolkata,Gujarat,2025-09-10 09:15:47
LSHOP70803,LocalShop_803,Owner_803,Pune,Maharashtra,2024-04-30 11:27:55
LSHOP70804,LocalShop_804,Owner_804,Kolkata,Tamil Nadu,2025-12-22 19:00:49
LSHOP70805,LocalShop_805,Owner_805,Kolkata,Delhi,2024-07-11 12:48:50
LSHOP70806,LocalShop_806,Owner_806,Delhi,Maharashtra,2025-02-11 07:06:59
LSHOP70807,LocalShop_807,Owner_807,Lucknow,West Bengal,2023-10-29 15:38:22
LSHOP70808,LocalShop_808,Owner_808,Jaipur,Uttar Pradesh,2024-01-08 16:24:22
LSHOP70809,LocalShop_809,Owner_809,Jaipur,Maharashtra,2024-10-03 20:53:36
LSHOP70810,LocalShop_810,Owner_810,Kolkata,Gujarat,2024-05-14 10:49:25
LSHOP70811,LocalShop_811,Owner_811,Nagpur,Karnataka,2024-03-12 21:50:03
LSHOP70812,LocalShop_812,Owner_812,Jaipur,Telangana,2023-03-26 06:42:47
LSHOP70813,LocalShop_813,Owner_813,Chennai,Uttar Pradesh,2024-05-13 10:57:43
LSHOP70814,LocalShop_814,Owner_814,Kolkata,Gujarat,2023-10-17 07:22:33
LSHOP70815,LocalShop_815,Owner_815,Chennai,Rajasthan,2023-08-23 00:45:34
LSHOP70816,LocalShop_816,Owner_816,Bengaluru,Delhi,2025-02-13 22:19:27
LSHOP70817,LocalShop_817,Owner_817,Bengaluru,Delhi,2025-04-07 05:13:42
LSHOP70818,LocalShop_818,Owner_818,Chennai,Uttar Pradesh,2024-08-11 13:19:57
LSHOP70819,LocalShop_819,Owner_819,Nagpur,Maharashtra,2025-07-21 18:30:46
LSHOP70820,LocalShop_820,Owner_820,Jaipur,Telangana,2025-02-27 20:47:30
LSHOP70821,LocalShop_821,Owner_821,Chennai,Gujarat,2025-05-07 05:32:47
LSHOP70822,LocalShop_822,Owner_822,Chennai,Tamil Nadu,2024-04-23 16:34:28
LSHOP70823,LocalShop_823,Owner_823,Jaipur,Gujarat,2024-05-26 05:17:39
LSHOP70824,LocalShop_824,Owner_824,Mumbai,Maharashtra,2023-03-21 00:54:19
LSHOP70825,LocalShop_825,Owner_825,Kolkata,Rajasthan,2023-11-26 16:27:47
LSHOP70826,LocalShop_826,Owner_826,Surat,Maharashtra,2023-02-07 09:28:20
LSHOP70827,LocalShop_827,Owner_827,Pune,Maharashtra,2025-05-25 10:07:29
LSHOP70828,LocalShop_828,Owner_828,Chennai,Gujarat,2024-02-11 17:36:13
LSHOP70829,LocalShop_829,Owner_829,Nagpur,Maharashtra,2024-12-19 02:41:20
LSHOP70830,LocalShop_830,Owner_830,Mumbai,Karnataka,2025-08-13 01:53:51
LSHOP70831,LocalShop_831,Owner_831,Delhi,Maharashtra,2025-05-29 11:28:49
LSHOP70832,LocalShop_832,Owner_832,Pune,Rajasthan,2023-09-07 05:44:51
LSHOP70833,LocalShop_833,Owner_833,Mumbai,Tamil Nadu,2023-03-08 01:51:35
LSHOP70834,LocalShop_834,Owner_834,Ahmedabad,Gujarat,2023-07-26 06:35:03
LSHOP70835,LocalShop_835,Owner_835,Nagpur,Maharashtra,2023-03-08 00:52:47
LSHOP70836,LocalShop_836,Owner_836,Surat,Karnataka,2024-06-12 20:41:51
LSHOP70837,LocalShop_837,Owner_837,Hyderabad,Tamil Nadu,2023-09-06 03:41:40
LSHOP70838,LocalShop_838,Owner_838,Lucknow,Delhi,2023-09-13 13:14:33
LSHOP70839,LocalShop_839,Owner_839,Pune,Gujarat,2023-08-27 05:10:35
LSHOP70840,LocalShop_840,Owner_840,Lucknow,Rajasthan,2025-10-17 01:27:49
LSHOP70841,LocalShop_841,Owner_841,Ahmedabad,Maharashtra,2024-05-01 05:24:46
LSHOP70842,LocalShop_842,Owner_842,Jaipur,Gujarat,2023-04-01 20:31:30
LSHOP70843,LocalShop_843,Owner_843,Chennai,Karnataka,2025-05-05 14:25:05
LSHOP70844,LocalShop_844,Owner_844,Delhi,Telangana,2023-01-16 04:57:18
LSHOP70845,LocalShop_845,Owner_845,Lucknow,West Bengal,2023-08-29 20:50:18
LSHOP70846,LocalShop_846,Owner_846,Surat,Uttar Pradesh,2025-07-08 11:40:38
LSHOP70847,LocalShop_847,Owner_847,Delhi,Gujarat,2025-07-20 16:58:08
LSHOP70848,LocalShop_848,Owner_848,Kolkata,West Bengal,2025-05-25 20:26:30
LSHOP70849,LocalShop_849,Owner_849,Lucknow,Maharashtra,2024-07-01 23:59:03
LSHOP70850,LocalShop_850,Owner_850,Delhi,Gujarat,2024-02-14 17:27:44
LSHOP70851,LocalShop_851,Owner_851,Lucknow,Uttar Pradesh,2023-02-21 12:11:01
LSHOP70852,LocalShop_852,Owner_852,Chennai,Maharashtra,2025-01-11 13:36:43
LSHOP70853,LocalShop_853,Owner_853,Surat,Karnataka,2025-05-22 18:33:49
LSHOP70854,LocalShop_854,Owner_854,Jaipur,West Bengal,2024-04-23 13:56:24
LSHOP70855,LocalShop_855,Owner_855,Mumbai,Gujarat,2024-09-24 13:57:29
LSHOP70856,LocalShop_856,Owner_856,Delhi,Uttar Pradesh,2023-04-15 07:35:54
LSHOP70857,LocalShop_857,Owner_857,Hyderabad,Rajasthan,2025-02-25 01:32:04
LSHOP70858,LocalShop_858,Owner_858,Chennai,Telangana,2024-03-10 01:15:38
LSHOP70859,LocalShop_859,Owner_859,Lucknow,Gujarat,2025-01-07 09:55:40
LSHOP70860,LocalShop_860,Owner_860,Surat,Maharashtra,2024-05-30 08:41:26
LSHOP70861,LocalShop_861,Owner_861,Mumbai,Gujarat,2024-02-20 12:52:55
LSHOP70862,LocalShop_862,Owner_862,Surat,Gujarat,2024-02-02 22:23:33
LSHOP70863,LocalShop_863,Owner_863,Nagpur,Rajasthan,2024-09-09 22:29:11
LSHOP70864,LocalShop_864,Owner_864,Pune,Telangana,2025-03-23 12:52:27
LSHOP70865,LocalShop_865,Owner_865,Chennai,West Bengal,2024-09-04 21:20:26
LSHOP70866,LocalShop_866,Owner_866,Pune,Maharashtra,2024-05-04 19:47:49
LSHOP70867,LocalShop_867,Owner_867,Bengaluru,Rajasthan,2025-01-16 23:31:03
LSHOP70868,LocalShop_868,Owner_868,Delhi,Maharashtra,2024-03-20 19:22:53
LSHOP70869,LocalShop_869,Owner_869,Chennai,West Bengal,2025-12-11 15:14:28
LSHOP70870,LocalShop_870,Owner_870,Pune,Maharashtra,2025-12-10 20:46:06
LSHOP70871,LocalShop_871,Owner_871,Mumbai,Gujarat,2023-02-03 22:00:23
LSHOP70872,LocalShop_872,Owner_872,Bengaluru,Maharashtra,2024-04-13 03:45:16
LSHOP70873,LocalShop_873,Owner_873,Pune,Uttar Pradesh,2024-08-07 08:26:48
LSHOP70874,LocalShop_874,Owner_874,Delhi,Maharashtra,2023-04-15 22:41:40
LSHOP70875,LocalShop_875,Owner_875,Hyderabad,Gujarat,2024-10-26 00:28:32
LSHOP70876,LocalShop_876,Owner_876,Mumbai,Karnataka,2025-05-19 03:20:14
LSHOP70877,LocalShop_877,Owner_877,Lucknow,Gujarat,2023-08-20 18:53:04
LSHOP70878,LocalShop_878,Owner_878,Kolkata,Tamil Nadu,2024-05-17 05:59:42
LSHOP70879,LocalShop_879,Owner_879,Delhi,Telangana,2023-08-13 08:41:25
LSHOP70880,LocalShop_880,Owner_880,Lucknow,West Bengal,2024-11-09 14:32:15
LSHOP70881,LocalShop_881,Owner_881,Hyderabad,Karnataka,2023-08-21 19:36:40
LSHOP70882,LocalShop_882,Owner_882,Delhi,Maharashtra,2025-10-13 08:21:50
LSHOP70883,LocalShop_883,Owner_883,Ahmedabad,Maharashtra,2024-09-25 02:16:17
LSHOP70884,LocalShop_884,Owner_884,Pune,Maharashtra,2024-06-09 02:44:21
LSHOP70885,LocalShop_885,Owner_885,Nagpur,Maharashtra,2023-10-28 19:16:04
LSHOP70886,LocalShop_886,Owner_886,Lucknow,Maharashtra,2024-10-01 18:14:18
LSHOP70887,LocalShop_887,Owner_887,Nagpur,West Bengal,2025-03-10 23:35:13
LSHOP70888,LocalShop_888,Owner_888,Delhi,Maharashtra,2025-06-06 23:55:43
LSHOP70889,LocalShop_889,Owner_889,Surat,Maharashtra,2024-09-30 04:52:36
LSHOP70890,LocalShop_890,Owner_890,Ahmedabad,Maharashtra,2024-03-02 16:01:45
LSHOP70891,LocalShop_891,Owner_891,Ahmedabad,Tamil Nadu,2025-02-18 15:35:09
LSHOP70892,LocalShop_892,Owner_892,Surat,Uttar Pradesh,2024-10-22 02:27:42
LSHOP70893,LocalShop_893,Owner_893,Hyderabad,Rajasthan,2025-10-20 05:58:48
LSHOP70894,LocalShop_894,Owner_894,Chennai,Karnataka,2024-01-08 20:55:44
LSHOP70895,LocalShop_895,Owner_895,Jaipur,West Bengal,2023-02-21 03:58:31
LSHOP70896,LocalShop_896,Owner_896,Lucknow,Tamil Nadu,2024-05-19 10:17:49
LSHOP70897,LocalShop_897,Owner_897,Chennai,Gujarat,2023-10-29 21:16:59
LSHOP70898,LocalShop_898,Owner_898,Pune,Karnataka,2024-10-02 12:02:57
LSHOP70899,LocalShop_899,Owner_899,Hyderabad,Karnataka,2024-12-07 03:03:54
LSHOP70900,LocalShop_900,Owner_900,Lucknow,Gujarat,2024-05-21 19:57:05
LSHOP70901,LocalShop_901,Owner_901,Jaipur,Uttar Pradesh,2024-06-05 08:42:37
LSHOP70902,LocalShop_902,Owner_902,Kolkata,Gujarat,2024-05-30 05:43:22
LSHOP70903,LocalShop_903,Owner_903,Jaipur,Telangana,2023-11-25 13:38:51
LSHOP70904,LocalShop_904,Owner_904,Mumbai,Rajasthan,2025-03-29 15:54:21
LSHOP70905,LocalShop_905,Owner_905,Nagpur,Uttar Pradesh,2024-06-14 10:20:44
LSHOP70906,LocalShop_906,Owner_906,Delhi,Tamil Nadu,2025-01-23 09:30:33
LSHOP70907,LocalShop_907,Owner_907,Bengaluru,Telangana,2024-02-06 03:18:49
LSHOP70908,LocalShop_908,Owner_908,Surat,Maharashtra,2025-03-03 13:24:33
LSHOP70909,LocalShop_909,Owner_909,Ahmedabad,Telangana,2025-10-01 21:17:41
LSHOP70910,LocalShop_910,Owner_910,Delhi,Maharashtra,2024-10-05 08:59:04
LSHOP70911,LocalShop_911,Owner_911,Bengaluru,Maharashtra,2025-11-18 06:08:23
LSHOP70912,LocalShop_912,Owner_912,Chennai,Gujarat,2023-12-03 01:55:22
LSHOP70913,LocalShop_913,Owner_913,Nagpur,Gujarat,2024-03-07 12:58:24
LSHOP70914,LocalShop_914,Owner_914,Hyderabad,West Bengal,2023-01-26 21:27:55
LSHOP70915,LocalShop_915,Owner_915,Lucknow,Gujarat,2023-05-03 19:27:41
LSHOP70916,LocalShop_916,Owner_916,Bengaluru,Maharashtra,2023-10-07 19:14:53
LSHOP70917,LocalShop_917,Owner_917,Kolkata,Gujarat,2024-07-25 20:18:50
LSHOP70918,LocalShop_918,Owner_918,Hyderabad,Karnataka,2024-10-14 16:21:19
LSHOP70919,LocalShop_919,Owner_919,Hyderabad,Delhi,2023-09-29 02:17:20
LSHOP70920,LocalShop_920,Owner_920,Mumbai,Gujarat,2023-05-09 18:47:00
LSHOP70921,LocalShop_921,Owner_921,Pune,West Bengal,2023-01-21 19:07:27
LSHOP70922,LocalShop_922,Owner_922,Mumbai,Maharashtra,2024-06-10 09:16:57
LSHOP70923,LocalShop_923,Owner_923,Hyderabad,Maharashtra,2023-09-02 03:40:23
LSHOP70924,LocalShop_924,Owner_924,Jaipur,Tamil Nadu,2023-05-12 17:03:10
LSHOP70925,LocalShop_925,Owner_925,Nagpur,Uttar Pradesh,2025-12-19 18:52:12
LSHOP70926,LocalShop_926,Owner_926,Surat,Rajasthan,2024-12-23 04:32:56
LSHOP70927,LocalShop_927,Owner_927,Jaipur,West Bengal,2023-12-28 03:42:04
LSHOP70928,LocalShop_928,Owner_928,Jaipur,Karnataka,2023-11-13 17:34:01
LSHOP70929,LocalShop_929,Owner_929,Chennai,Maharashtra,2023-06-23 13:00:57
LSHOP70930,LocalShop_930,Owner_930,Chennai,Gujarat,2024-05-27 16:40:16
LSHOP70931,LocalShop_931,Owner_931,Lucknow,Maharashtra,2024-12-10 21:23:15
LSHOP70932,LocalShop_932,Owner_932,Kolkata,West Bengal,2025-06-27 01:56:31
LSHOP70933,LocalShop_933,Owner_933,Chennai,Telangana,2023-07-10 10:20:02
LSHOP70934,LocalShop_934,Owner_934,Chennai,Gujarat,2023-04-11 05:03:43
LSHOP70935,LocalShop_935,Owner_935,Hyderabad,Maharashtra,2024-11-21 22:17:50
LSHOP70936,LocalShop_936,Owner_936,Nagpur,Karnataka,2025-01-25 20:33:18
LSHOP70937,LocalShop_937,Owner_937,Delhi,Rajasthan,2024-04-08 00:53:38
LSHOP70938,LocalShop_938,Owner_938,Pune,Karnataka,2023-11-24 11:08:59
LSHOP70939,LocalShop_939,Owner_939,Delhi,Maharashtra,2023-07-14 10:24:48
LSHOP70940,LocalShop_940,Owner_940,Chennai,Maharashtra,2024-10-10 19:11:52
LSHOP70941,LocalShop_941,Owner_941,Hyderabad,Rajasthan,2025-10-06 09:16:05
LSHOP70942,LocalShop_942,Owner_942,Delhi,Uttar Pradesh,2023-11-23 06:34:24
LSHOP70943,LocalShop_943,Owner_943,Hyderabad,Delhi,2024-07-20 18:28:53
LSHOP70944,LocalShop_944,Owner_944,Jaipur,Maharashtra,2025-08-22 16:24:36
LSHOP70945,LocalShop_945,Owner_945,Nagpur,West Bengal,2023-03-11 21:21:33
LSHOP70946,LocalShop_946,Owner_946,Pune,Maharashtra,2025-01-15 08:14:05
LSHOP70947,LocalShop_947,Owner_947,Bengaluru,Maharashtra,2023-05-28 14:20:38
LSHOP70948,LocalShop_948,Owner_948,Jaipur,Rajasthan,2023-09-29 05:22:26
LSHOP70949,LocalShop_949,Owner_949,Ahmedabad,Maharashtra,2023-11-14 02:20:26
LSHOP70950,LocalShop_950,Owner_950,Bengaluru,Gujarat,2025-01-26 12:10:54
LSHOP70951,LocalShop_951,Owner_951,Bengaluru,West Bengal,2025-04-07 21:57:51
LSHOP70952,LocalShop_952,Owner_952,Hyderabad,Gujarat,2024-06-09 14:17:19
LSHOP70953,LocalShop_953,Owner_953,Pune,Tamil Nadu,2024-02-26 03:24:53
LSHOP70954,LocalShop_954,Owner_954,Lucknow,Maharashtra,2025-08-12 18:23:15
LSHOP70955,LocalShop_955,Owner_955,Delhi,Tamil Nadu,2024-10-21 16:47:01
LSHOP70956,LocalShop_956,Owner_956,Ahmedabad,Uttar Pradesh,2024-05-11 09:08:21
LSHOP70957,LocalShop_957,Owner_957,Chennai,Delhi,2025-10-05 15:19:52
LSHOP70958,LocalShop_958,Owner_958,Lucknow,Maharashtra,2025-11-26 12:26:25
LSHOP70959,LocalShop_959,Owner_959,Mumbai,Maharashtra,2024-10-25 04:23:16
LSHOP70960,LocalShop_960,Owner_960,Nagpur,Telangana,2025-03-28 08:57:40
LSHOP70961,LocalShop_961,Owner_961,Bengaluru,Telangana,2023-11-24 17:08:24
LSHOP70962,LocalShop_962,Owner_962,Delhi,Delhi,2023-07-31 02:48:31
LSHOP70963,LocalShop_963,Owner_963,Mumbai,Delhi,2024-07-26 16:33:00
LSHOP70964,LocalShop_964,Owner_964,Mumbai,Maharashtra,2024-01-22 10:32:38
LSHOP70965,LocalShop_965,Owner_965,Jaipur,Gujarat,2025-01-04 22:08:04
LSHOP70966,LocalShop_966,Owner_966,Kolkata,Gujarat,2024-11-01 09:32:23
LSHOP70967,LocalShop_967,Owner_967,Mumbai,Maharashtra,2023-06-16 16:19:33
LSHOP70968,LocalShop_968,Owner_968,Lucknow,Rajasthan,2023-03-09 13:01:36
LSHOP70969,LocalShop_969,Owner_969,Surat,Maharashtra,2023-05-30 14:53:44
LSHOP70970,LocalShop_970,Owner_970,Ahmedabad,Maharashtra,2023-01-03 12:38:32
LSHOP70971,LocalShop_971,Owner_971,Hyderabad,Maharashtra,2024-04-26 22:24:59
LSHOP70972,LocalShop_972,Owner_972,Ahmedabad,Gujarat,2025-02-21 10:23:15
LSHOP70973,LocalShop_973,Owner_973,Nagpur,Maharashtra,2025-12-14 04:51:35
LSHOP70974,LocalShop_974,Owner_974,Hyderabad,Gujarat,2024-02-05 21:34:54
LSHOP70975,LocalShop_975,Owner_975,Nagpur,Gujarat,2025-02-21 14:52:29
LSHOP70976,LocalShop_976,Owner_976,Jaipur,Karnataka,2025-07-13 22:38:41
LSHOP70977,LocalShop_977,Owner_977,Ahmedabad,Telangana,2025-03-18 08:08:08
LSHOP70978,LocalShop_978,Owner_978,Bengaluru,Maharashtra,2023-01-14 13:32:08
LSHOP70979,LocalShop_979,Owner_979,Lucknow,Uttar Pradesh,2023-11-30 12:23:15
LSHOP70980,LocalShop_980,Owner_980,Jaipur,Karnataka,2024-05-15 00:34:51
LSHOP70981,LocalShop_981,Owner_981,Ahmedabad,Telangana,2024-08-24 00:53:45
LSHOP70982,LocalShop_982,Owner_982,Lucknow,Maharashtra,2025-11-03 11:57:54
LSHOP70983,LocalShop_983,Owner_983,Lucknow,Maharashtra,2025-03-29 00:13:10
LSHOP70984,LocalShop_984,Owner_984,Surat,Maharashtra,2024-07-22 18:32:39
LSHOP70985,LocalShop_985,Owner_985,Jaipur,Maharashtra,2024-06-09 22:36:09
LSHOP70986,LocalShop_986,Owner_986,Kolkata,Gujarat,2024-10-19 14:50:16
LSHOP70987,LocalShop_987,Owner_987,Pune,Gujarat,2024-04-06 13:32:09
LSHOP70988,LocalShop_988,Owner_988,Lucknow,Karnataka,2025-06-23 08:18:41
LSHOP70989,LocalShop_989,Owner_989,Mumbai,Gujarat,2025-08-28 11:38:06
LSHOP70990,LocalShop_990,Owner_990,Kolkata,Maharashtra,2025-01-15 01:25:42
LSHOP70991,LocalShop_991,Owner_991,Pune,Tamil Nadu,2025-08-08 14:50:41
LSHOP70992,LocalShop_992,Owner_992,Bengaluru,West Bengal,2023-10-16 14:56:43
LSHOP70993,LocalShop_993,Owner_993,Chennai,Telangana,2025-09-04 06:41:59
LSHOP70994,LocalShop_994,Owner_994,Surat,Telangana,2025-02-01 07:37:42
LSHOP70995,LocalShop_995,Owner_995,Jaipur,Maharashtra,2024-06-16 07:28:17
LSHOP70996,LocalShop_996,Owner_996,Kolkata,Maharashtra,2024-06-10 07:27:00
LSHOP70997,LocalShop_997,Owner_997,Surat,Uttar Pradesh,2024-12-09 21:19:38
LSHOP70998,LocalShop_998,Owner_998,Ahmedabad,Uttar Pradesh,2024-01-20 22:49:00
LSHOP70999,LocalShop_999,Owner_999,Lucknow,Rajasthan,2024-11-08 10:26:05
LSHOP71000,LocalShop_1000,Owner_1000,Kolkata,Karnataka,2024-06-09 15:25:32
LSHOP71001,LocalShop_1001,Owner_1001,Bengaluru,Delhi,2025-03-09 07:03:50
LSHOP71002,LocalShop_1002,Owner_1002,Jaipur,Delhi,2025-09-12 18:06:46
LSHOP71003,LocalShop_1003,Owner_1003,Mumbai,Karnataka,2024-04-04 09:43:26
LSHOP71004,LocalShop_1004,Owner_1004,Bengaluru,Gujarat,2025-05-07 06:57:27
LSHOP71005,LocalShop_1005,Owner_1005,Chennai,Gujarat,2023-05-29 05:07:31
LSHOP71006,LocalShop_1006,Owner_1006,Chennai,Maharashtra,2025-07-25 06:55:58
LSHOP71007,LocalShop_1007,Owner_1007,Kolkata,West Bengal,2023-03-24 11:26:35
LSHOP71008,LocalShop_1008,Owner_1008,Kolkata,Gujarat,2023-05-08 00:24:41
LSHOP71009,LocalShop_1009,Owner_1009,Hyderabad,Tamil Nadu,2024-08-20 18:18:28
LSHOP71010,LocalShop_1010,Owner_1010,Chennai,Telangana,2024-12-21 06:32:43
LSHOP71011,LocalShop_1011,Owner_1011,Nagpur,Tamil Nadu,2025-08-31 01:37:36
LSHOP71012,LocalShop_1012,Owner_1012,Lucknow,Telangana,2024-05-27 04:29:00
LSHOP71013,LocalShop_1013,Owner_1013,Hyderabad,Maharashtra,2024-03-31 06:46:08
LSHOP71014,LocalShop_1014,Owner_1014,Mumbai,Tamil Nadu,2023-01-30 14:38:57
LSHOP71015,LocalShop_1015,Owner_1015,Pune,Maharashtra,2024-11-03 05:27:07
LSHOP71016,LocalShop_1016,Owner_1016,Bengaluru,Telangana,2025-10-11 09:29:17
LSHOP71017,LocalShop_1017,Owner_1017,Ahmedabad,Gujarat,2023-04-02 14:21:12
LSHOP71018,LocalShop_1018,Owner_1018,Mumbai,Delhi,2024-11-19 07:00:13
LSHOP71019,LocalShop_1019,Owner_1019,Nagpur,Rajasthan,2025-04-26 22:39:58
LSHOP71020,LocalShop_1020,Owner_1020,Lucknow,Telangana,2024-08-15 09:21:19
LSHOP71021,LocalShop_1021,Owner_1021,Ahmedabad,Maharashtra,2023-05-13 18:11:11
LSHOP71022,LocalShop_1022,Owner_1022,Bengaluru,West Bengal,2025-11-16 16:34:23
LSHOP71023,LocalShop_1023,Owner_1023,Mumbai,Uttar Pradesh,2023-10-22 03:03:43
LSHOP71024,LocalShop_1024,Owner_1024,Kolkata,Gujarat,2023-07-14 15:56:18
LSHOP71025,LocalShop_1025,Owner_1025,Bengaluru,Delhi,2024-01-18 15:07:27
LSHOP71026,LocalShop_1026,Owner_1026,Hyderabad,Delhi,2024-02-20 07:31:01
LSHOP71027,LocalShop_1027,Owner_1027,Jaipur,Maharashtra,2023-08-19 08:33:37
LSHOP71028,LocalShop_1028,Owner_1028,Jaipur,Delhi,2024-11-24 08:57:28
LSHOP71029,LocalShop_1029,Owner_1029,Bengaluru,Delhi,2023-10-08 09:49:11
LSHOP71030,LocalShop_1030,Owner_1030,Mumbai,Maharashtra,2025-12-29 09:05:29
LSHOP71031,LocalShop_1031,Owner_1031,Surat,Maharashtra,2025-04-01 21:15:22
LSHOP71032,LocalShop_1032,Owner_1032,Chennai,Tamil Nadu,2023-01-26 01:28:20
LSHOP71033,LocalShop_1033,Owner_1033,Bengaluru,Maharashtra,2025-11-08 20:50:26
LSHOP71034,LocalShop_1034,Owner_1034,Kolkata,Rajasthan,2024-11-07 22:37:49
LSHOP71035,LocalShop_1035,Owner_1035,Chennai,Maharashtra,2024-06-08 05:30:12
LSHOP71036,LocalShop_1036,Owner_1036,Hyderabad,Tamil Nadu,2025-10-04 16:21:44
LSHOP71037,LocalShop_1037,Owner_1037,Nagpur,Maharashtra,2024-11-11 13:49:07
LSHOP71038,LocalShop_1038,Owner_1038,Kolkata,Maharashtra,2024-02-10 08:24:44
LSHOP71039,LocalShop_1039,Owner_1039,Delhi,Delhi,2024-10-22 02:56:20
LSHOP71040,LocalShop_1040,Owner_1040,Ahmedabad,West Bengal,2025-10-16 08:37:46
LSHOP71041,LocalShop_1041,Owner_1041,Surat,Rajasthan,2023-02-23 04:36:07
LSHOP71042,LocalShop_1042,Owner_1042,Kolkata,Gujarat,2025-03-24 00:50:11
LSHOP71043,LocalShop_1043,Owner_1043,Lucknow,Telangana,2024-06-12 16:41:19
LSHOP71044,LocalShop_1044,Owner_1044,Ahmedabad,Rajasthan,2025-03-29 01:16:03
LSHOP71045,LocalShop_1045,Owner_1045,Delhi,Delhi,2023-01-01 07:30:20
LSHOP71046,LocalShop_1046,Owner_1046,Lucknow,Gujarat,2023-09-29 07:35:45
LSHOP71047,LocalShop_1047,Owner_1047,Bengaluru,Telangana,2023-12-04 02:22:13
LSHOP71048,LocalShop_1048,Owner_1048,Chennai,Gujarat,2023-12-16 05:03:54
LSHOP71049,LocalShop_1049,Owner_1049,Kolkata,Telangana,2023-12-18 09:24:18
LSHOP71050,LocalShop_1050,Owner_1050,Hyderabad,Delhi,2023-04-29 13:33:17
LSHOP71051,LocalShop_1051,Owner_1051,Kolkata,Maharashtra,2023-05-12 05:28:45
LSHOP71052,LocalShop_1052,Owner_1052,Surat,Gujarat,2025-08-17 07:27:25
LSHOP71053,LocalShop_1053,Owner_1053,Bengaluru,Uttar Pradesh,2024-01-25 15:19:15
LSHOP71054,LocalShop_1054,Owner_1054,Surat,Uttar Pradesh,2024-09-20 17:38:40
LSHOP71055,LocalShop_1055,Owner_1055,Bengaluru,Delhi,2023-12-31 12:06:07
