po_id,supplier_id,product_id,qty,price,po_ts
PO500926,SUPP80180,PROD202066,203,1244.48,2023-08-07 20:05:46
PO500927,SUPP81000,PROD201958,432,2070.16,2024-10-25 21:37:38
PO500928,SUPP80620,PROD202735,384,791.72,2023-03-22 18:24:26
PO500929,SUPP80856,PROD200707,88,1289.82,2025-04-02 14:05:52
PO500930,SUPP80206,PROD204199,184,1751.08,2023-01-03 02:07:54
PO500931,SUPP80003,PROD203925,290,3524.49,2025-11-09 16:31:39
PO500932,SUPP80624,PROD200067,362,2792.33,2025-03-04 16:39:06
PO500933,SUPP80858,PROD202652,333,3788.39,2025-05-29 06:52:55
PO500934,SUPP80852,PROD204155,332,4358.62,2024-04-25 06:10:02
PO500935,SUPP80035,PROD203129,283,3791.88,2025-10-26 12:29:53
PO500936,SUPP80654,PROD203286,140,2570.21,2023-11-06 08:13:25
PO500937,SUPP80912,PROD203338,387,266.98,2025-05-23 05:25:23
PO500938,SUPP80087,PROD204298,42,656.98,2023-06-11 01:50:22
PO500939,SUPP80520,PROD203377,72,2440.27,2023-09-24 19:54:46
PO500940,SUPP80908,PROD203724,119,1316.39,2024-08-29 18:46:03
PO500941,SUPP80376,PROD204114,30,4285.49,2023-02-24 21:49:57
PO500942,SUPP80932,PROD201191,365,4481.73,2025-11-09 06:53:44
PO500943,SUPP80142,PROD200431,54,2014.7,2024-05-27 03:27:24
PO500944,SUPP80601,PROD201110,69,2505.14,2025-12-16 11:58:07
PO500945,SUPP80260,PROD201622,407,751.05,2025-12-20 11:06:32
PO500946,SUPP80840,PROD202139,472,3180.09,2025-05-30 21:31:05
PO500947,SUPP80216,PROD201415,232,4948.3,2025-03-11 23:41:45
PO500948,SUPP80400,PROD201844,298,2751.59,2023-10-26 22:51:48
PO500949,SUPP80561,PROD202089,479,4207.56,2023-06-16 00:47:13
PO500950,SUPP80577,PROD204179,369,552.96,2025-03-21 01:24:32
PO500951,SUPP80903,PROD204714,382,810.19,2024-09-29 04:01:41
PO500952,SUPP80840,PROD202268,333,3523.56,2025-10-10 17:52:35
PO500953,SUPP80280,PROD201706,125,337.71,2024-08-05 11:39:36
PO500954,SUPP80798,PROD202123,238,908.32,2024-05-03 14:45:52
PO500955,SUPP80101,PROD200706,226,385.99,2023-10-19 05:39:34
PO500956,SUPP80020,PROD203940,336,1206.76,2025-01-15 21:13:33
PO500957,SUPP80808,PROD203797,126,793.77,2023-02-03 04:46:36
PO500958,SUPP80275,PROD200319,240,1839.56,2025-08-27 08:05:34
PO500959,SUPP80185,PROD202960,241,3236.49,2025-07-16 03:04:20
PO500960,SUPP80030,PROD204252,15,2504.49,2025-02-16 02:39:36
PO500961,SUPP80322,PROD202941,123,3106.82,2023-08-26 22:38:36
PO500962,SUPP80720,PROD201143,395,3105.27,2024-11-27 03:23:08
PO500963,SUPP80907,PROD204695,197,2513.89,2025-12-30 05:29:11
PO500964,SUPP80710,PROD201473,210,3582.67,2025-03-19 23:15:46
PO500965,SUPP80848,PROD200314,496,1885.96,2024-07-07 20:16:53
PO500966,SUPP80237,PROD202723,158,4956.46,2023-06-28 07:04:10
PO500967,SUPP80846,PROD200552,369,1295.81,2023-12-26 13:10:40
PO500968,SUPP80029,PROD201180,471,2214.28,2023-01-04 21:56:30
PO500969,SUPP80649,PROD201236,334,2208.32,2023-12-26 13:19:24
PO500970,SUPP80001,PROD204166,246,4637.25,2025-09-17 20:24:38
PO500971,SUPP80215,PROD201521,246,421.93,2025-10-21 08:27:30
PO500972,SUPP80004,PROD203205,164,3060.41,2025-01-20 21:10:37
PO500973,SUPP80208,PROD204576,265,2011.76,2025-10-22 21:32:31
PO500974,SUPP80310,PROD203263,36,1374.84,2023-10-04 22:46:53
PO500975,SUPP80490,PROD203655,211,3771.26,2025-03-01 07:36:36
PO500976,SUPP80341,PROD203946,106,3927.03,2025-02-07 07:53:09
PO500977,SUPP80493,PROD202885,347,1567.22,2024-05-04 22:57:49
PO500978,SUPP80316,PROD201086,66,151.01,2024-11-30 04:28:43
PO500979,SUPP80054,PROD200745,297,213.0,2023-11-09 07:28:55
PO500980,SUPP80328,PROD201651,195,2765.68,2023-08-23 03:09:20
PO500981,SUPP80087,PROD201366,184,944.32,2024-06-20 22:58:52
PO500982,SUPP80944,PROD204108,14,2533.22,2024-08-08 19:50:40
PO500983,SUPP80213,PROD202623,341,4545.64,2025-06-11 22:08:39
PO500984,SUPP80373,PROD204716,51,1995.87,2024-04-29 10:07:27
PO500985,SUPP80820,PROD200581,117,3068.9,2025-12-02 13:27:19
PO500986,SUPP80840,PROD204258,471,621.56,2024-07-08 02:43:04
PO500987,SUPP80158,PROD202999,423,4334.42,2024-04-27 16:38:15
PO500988,SUPP80149,PROD204934,31,2518.63,2023-09-13 10:41:22
PO500989,SUPP80132,PROD204297,422,3297.94,2024-09-25 18:48:01
PO500990,SUPP80057,PROD201972,430,1135.39,2023-01-02 20:21:26
PO500991,SUPP80996,PROD204342,35,4301.4,2024-07-18 02:59:56
PO500992,SUPP80924,PROD202972,300,4387.38,2023-04-21 12:23:06
PO500993,SUPP80328,PROD204064,86,2184.58,2023-05-18 08:21:08
PO500994,SUPP80342,PROD203135,401,852.15,2024-09-30 10:11:51
PO500995,SUPP80088,PROD202885,396,3984.92,2025-04-01 05:38:33
PO500996,SUPP80107,PROD203508,405,1446.49,2025-04-01 23:04:29
PO500997,SUPP80233,PROD203841,368,931.86,2024-03-26 09:01:17
PO500998,SUPP80593,PROD203815,472,4780.21,2024-04-26 05:05:57
PO500999,SUPP80357,PROD202519,471,4660.46,2023-04-07 15:51:05
PO501000,SUPP80254,PROD201651,365,1545.62,2025-01-08 20:44:59
PO501001,SUPP80814,PROD203717,88,101.13,2025-03-10 18:13:03
PO501002,SUPP80085,PROD203371,152,3759.85,2024-11-06 20:31:42
PO501003,SUPP80112,PROD203204,211,3679.37,2024-04-10 09:44:02
PO501004,SUPP80427,PROD200680,374,2558.88,2025-12-29 23:44:21
PO501005,SUPP80702,PROD201751,375,4205.11,2024-10-04 19:11:00
PO501006,SUPP80312,PROD202607,231,1872.05,2025-01-26 04:50:01
PO501007,SUPP80815,PROD202829,412,3992.16,2024-05-25 07:32:38
PO501008,SUPP80795,PROD201627,169,4236.61,2023-01-22 13:49:34
PO501009,SUPP80857,PROD201896,327,3169.95,2023-09-26 05:04:46
PO501010,SUPP80507,PROD203087,407,4585.61,2023-12-16 05:03:17
PO501011,SUPP80244,PROD202267,68,3669.0,2023-10-31 01:38:23
PO501012,SUPP80003,PROD202018,109,3120.84,2024-12-10 09:09:05
PO501013,SUPP80717,PROD203654,373,2001.17,2024-04-27 14:27:16
PO501014,SUPP80863,PROD204072,369,3806.64,2025-09-26 07:02:53
PO501015,SUPP80814,PROD202895,274,1467.11,2023-11-24 07:40:56
PO501016,SUPP80610,PROD200599,96,1217.37,2023-08-11 02:55:20
PO501017,SUPP80584,PROD203974,292,4442.76,2025-09-06 02:09:48
PO501018,SUPP80511,PROD201503,386,3411.27,2023-08-25 02:45:24
PO501019,SUPP80123,PROD201674,218,3382.08,2025-04-19 14:34:53
PO501020,SUPP80294,PROD204249,221,1587.33,2023-02-09 15:00:17
PO501021,SUPP80335,PROD204553,172,1432.26,2025-02-18 15:30:58
PO501022,SUPP80640,PROD204669,156,3682.34,2024-12-10 11:12:42
PO501023,SUPP80399,PROD201936,448,3914.61,2024-10-18 22:11:14
PO501024,SUPP80774,PROD200969,177,3010.27,2023-09-04 14:34:44
PO501025,SUPP80847,PROD202066,84,4937.48,2025-04-25 08:17:23
PO501026,SUPP80297,PROD202150,11,1654.23,2023-05-02 01:21:53
PO501027,SUPP80149,PROD200847,303,3448.81,2023-09-01 12:24:14
PO501028,SUPP80726,PROD201351,443,3797.44,2024-06-02 12:30:34
PO501029,SUPP80029,PROD203616,421,2647.9,2025-01-28 01:25:40
PO501030,SUPP80052,PROD203788,181,1538.99,2024-02-06 22:08:55
PO501031,SUPP80799,PROD200134,240,734.58,2024-07-04 06:15:42
PO501032,SUPP80029,PROD202882,426,4887.15,2025-09-21 10:24:51
PO501033,SUPP80935,PROD204588,457,3641.16,2023-09-15 01:36:15
PO501034,SUPP80414,PROD201289,242,4078.59,2025-07-21 07:54:58
PO501035,SUPP80647,PROD201407,192,2727.37,2025-08-26 04:36:05
PO501036,SUPP80820,PROD201943,409,4873.0,2023-08-09 13:47:25
PO501037,SUPP80892,PROD203236,419,4512.42,2025-04-09 20:05:21
PO501038,SUPP80712,PROD203566,331,4705.73,2025-12-06 09:47:06
PO501039,SUPP80852,PROD200183,24,1748.12,2023-01-07 19:12:40
PO501040,SUPP80148,PROD203596,152,4952.42,2023-09-01 20:52:37
PO501041,SUPP80084,PROD201354,332,883.7,2023-12-27 16:47:38
PO501042,SUPP80953,PROD203756,260,4801.86,2024-04-11 20:42:07
PO501043,SUPP80952,PROD203030,64,1354.83,2024-03-26 16:19:00
PO501044,SUPP80219,PROD204137,155,1938.79,2025-07-02 09:06:05
PO501045,SUPP80597,PROD202922,173,2148.14,2023-06-19 14:26:44
PO501046,SUPP80438,PROD203468,183,444.5,2024-01-20 05:47:29
PO501047,SUPP80979,PROD202294,342,3095.5,2024-11-06 16:40:57
PO501048,SUPP80474,PROD203637,468,4861.88,2025-10-18 09:05:24
PO501049,SUPP80700,PROD204908,64,3126.53,2025-06-25 18:27:07
PO501050,SUPP80351,PROD200281,204,131.84,2024-08-26 03:00:58
PO501051,SUPP80195,PROD203400,110,3119.67,2024-04-22 02:37:21
PO501052,SUPP80979,PROD200482,11,2166.04,2025-07-01 13:46:10
PO501053,SUPP80039,PROD201072,252,4356.8,2025-02-21 00:32:32
PO501054,SUPP80930,PROD200552,430,296.17,2024-06-12 22:17:19
PO501055,SUPP80230,PROD203634,179,1776.97,2023-06-10 15:47:35
PO501056,SUPP80306,PROD204236,245,935.26,2025-12-16 08:04:38
PO501057,SUPP80531,PROD203122,283,4786.87,2025-07-24 02:24:22
PO501058,SUPP80069,PROD202508,267,2893.98,2023-03-03 08:57:28
PO501059,SUPP80280,PROD200658,373,1391.07,2024-11-09 01:18:45
PO501060,SUPP80588,PROD202107,8,3296.29,2023-09-22 01:43:57
PO501061,SUPP80603,PROD201313,308,572.24,2023-09-04 23:46:02
PO501062,SUPP80069,PROD204599,54,1783.35,2024-05-13 17:57:29
PO501063,SUPP80476,PROD200143,216,887.29,2024-12-22 02:15:21
PO501064,SUPP80935,PROD200929,138,2398.95,2024-11-26 23:45:59
PO501065,SUPP80804,PROD201756,221,2384.41,2025-09-20 02:38:55
PO501066,SUPP80290,PROD204449,459,2355.96,2023-01-30 01:30:31
PO501067,SUPP80757,PROD203192,324,3362.0,2023-11-05 11:42:07
PO501068,SUPP80121,PROD204073,89,4864.62,2025-08-07 06:23:13
PO501069,SUPP80224,PROD200354,3,262.63,2023-06-28 01:38:59
PO501070,SUPP80985,PROD203462,204,1919.88,2025-05-06 04:17:42
PO501071,SUPP80625,PROD204507,60,1573.09,2023-02-04 11:28:33
PO501072,SUPP80453,PROD201963,433,1011.57,2023-08-31 23:34:27
PO501073,SUPP80255,PROD200410,343,726.13,2024-09-29 12:02:17
PO501074,SUPP80100,PROD203847,135,4760.04,2023-03-23 11:41:14
PO501075,SUPP80180,PROD203906,56,4997.29,2024-02-25 11:16:35
PO501076,SUPP80958,PROD201253,408,2754.79,2025-08-06 08:34:14
PO501077,SUPP80131,PROD202851,144,2467.94,2025-07-27 23:51:40
PO501078,SUPP80129,PROD203822,154,2493.15,2024-09-14 04:38:33
PO501079,SUPP80104,PROD204123,479,3764.33,2024-10-09 14:25:36
PO501080,SUPP80999,PROD202291,72,3892.21,2023-01-02 13:22:00
PO501081,SUPP80375,PROD200805,169,3868.61,2024-02-25 11:28:46
PO501082,SUPP80012,PROD200168,323,3768.65,2025-12-12 13:15:07
PO501083,SUPP80446,PROD203310,383,4056.04,2023-11-27 09:19:50
PO501084,SUPP80010,PROD201599,243,4962.78,2024-02-01 11:09:00
PO501085,SUPP80014,PROD204533,70,4766.93,2024-07-09 03:22:17
PO501086,SUPP80072,PROD203016,499,975.91,2025-05-11 21:37:04
PO501087,SUPP80437,PROD201876,307,1655.14,2024-06-04 02:38:43
PO501088,SUPP80147,PROD204162,5,1650.91,2025-06-20 07:23:06
PO501089,SUPP80339,PROD201889,200,3894.05,2023-02-18 18:13:22
PO501090,SUPP80924,PROD202833,206,2105.28,2023-12-01 15:34:58
PO501091,SUPP80396,PROD202281,74,3190.91,2025-01-06 06:34:00
PO501092,SUPP80042,PROD202271,430,3036.04,2025-11-14 05:09:01
PO501093,SUPP80734,PROD201971,158,3891.45,2025-10-08 21:28:07
PO501094,SUPP80831,PROD200065,41,2786.8,2024-03-05 21:53:48
PO501095,SUPP80415,PROD201493,196,1233.34,2023-05-03 08:53:55
PO501096,SUPP80987,PROD201079,100,957.76,2023-11-03 17:20:50
PO501097,SUPP80777,PROD202728,304,4605.66,2024-10-29 19:57:41
PO501098,SUPP80384,PROD203051,85,4817.74,2025-05-28 12:58:26
PO501099,SUPP80077,PROD203787,261,3798.37,2025-02-03 06:38:11
PO501100,SUPP80901,PROD200136,401,1777.69,2023-12-31 18:00:41
PO501101,SUPP80842,PROD200547,29,2356.14,2025-07-14 22:46:40
PO501102,SUPP80446,PROD202545,329,4383.62,2023-07-25 04:02:21
PO501103,SUPP80656,PROD202530,275,3562.75,2024-12-18 19:55:44
PO501104,SUPP80395,PROD204485,284,1796.58,2025-04-06 04:01:18
PO501105,SUPP80365,PROD200084,449,4218.42,2025-08-13 10:56:15
PO501106,SUPP80604,PROD200433,184,113.14,2023-05-19 14:50:25
PO501107,SUPP80642,PROD201040,5,1708.82,2023-11-12 19:23:50
PO501108,SUPP80853,PROD203930,405,1640.52,2025-08-29 23:03:56
PO501109,SUPP80760,PROD200534,50,4523.37,2025-07-27 04:37:30
PO501110,SUPP80412,PROD200488,340,3148.45,2024-11-10 10:25:48
PO501111,SUPP80623,PROD201073,78,2245.54,2024-07-17 05:48:43
PO501112,SUPP80072,PROD201689,394,2459.54,2023-06-17 18:31:00
PO501113,SUPP80984,PROD202622,265,2331.3,2023-10-09 21:32:40
PO501114,SUPP80138,PROD202339,454,4123.77,2024-09-27 07:57:13
PO501115,SUPP80302,PROD202552,319,4605.89,2024-12-16 19:10:03
PO501116,SUPP80883,PROD204888,298,3375.26,2024-09-05 18:03:59
PO501117,SUPP80343,PROD200798,278,3776.7,2024-04-06 05:21:59
PO501118,SUPP80220,PROD201411,201,1852.03,2025-10-17 04:29:32
PO501119,SUPP80043,PROD201276,237,3122.22,2023-01-20 00:45:17
PO501120,SUPP80201,PROD203978,130,2508.3,2024-11-20 19:29:35
PO501121,SUPP80650,PROD204491,388,2091.52,2023-04-22 12:38:27
PO501122,SUPP80851,PROD204275,118,1644.86,2023-01-02 12:37:46
PO501123,SUPP80503,PROD202925,59,4140.62,2023-10-16 13:49:31
PO501124,SUPP80818,PROD203308,53,532.63,2024-09-27 21:02:14
PO501125,SUPP80949,PROD203126,137,2593.13,2024-03-14 20:45:05
PO501126,SUPP80215,PROD200512,263,3868.17,2023-03-10 13:16:53
PO501127,SUPP80258,PROD203293,33,823.68,2023-12-18 00:49:25
PO501128,SUPP80035,PROD202468,411,3234.49,2023-09-15 02:58:22
PO501129,SUPP80183,PROD203436,301,300.62,2025-05-01 14:11:30
PO501130,SUPP80448,PROD204529,406,937.03,2023-04-12 05:38:11
PO501131,SUPP80195,PROD200156,139,3060.32,2023-02-24 11:41:41
PO501132,SUPP80476,PROD201971,414,743.09,2023-08-17 03:13:15
PO501133,SUPP80845,PROD204750,500,4747.29,2024-05-30 10:00:30
PO501134,SUPP80276,PROD200645,182,1217.03,2025-12-14 10:19:15
PO501135,SUPP80943,PROD202515,23,223.1,2024-08-14 18:16:50
PO501136,SUPP80630,PROD201331,172,4892.75,2024-01-10 09:20:14
PO501137,SUPP80615,PROD200198,369,1401.56,2024-05-08 22:38:01
PO501138,SUPP80220,PROD201753,217,1502.15,2024-11-13 16:03:55
PO501139,SUPP80893,PROD201651,256,2682.35,2023-04-19 19:41:42
PO501140,SUPP80565,PROD204516,484,2263.84,2024-06-20 17:19:52
PO501141,SUPP80234,PROD203899,101,4204.22,2025-09-24 13:20:28
PO501142,SUPP80801,PROD203662,131,3710.81,2024-10-21 12:39:13
PO501143,SUPP80627,PROD200351,6,4203.62,2025-10-06 20:57:03
PO501144,SUPP80948,PROD201406,379,2447.3,2025-08-21 17:06:33
PO501145,SUPP80649,PROD201400,329,4560.79,2024-07-23 08:07:06
PO501146,SUPP80320,PROD202041,140,578.87,2025-05-16 15:57:31
PO501147,SUPP80257,PROD203693,70,2076.68,2025-03-23 07:54:49
PO501148,SUPP80586,PROD204571,33,1407.43,2025-04-16 03:32:52
PO501149,SUPP80483,PROD203433,199,3552.59,2024-11-28 03:33:02
PO501150,SUPP80032,PROD204262,211,1526.28,2024-03-25 19:17:22
PO501151,SUPP80621,PROD203992,224,3142.22,2024-03-13 07:39:13
PO501152,SUPP80990,PROD202847,245,2858.34,2023-02-20 04:16:03
PO501153,SUPP80584,PROD200538,239,694.8,2024-12-11 16:02:47
PO501154,SUPP80898,PROD202813,336,2189.78,2024-11-30 11:12:30
PO501155,SUPP80521,PROD204869,295,2538.01,2025-11-03 12:40:44
PO501156,SUPP80072,PROD202964,77,4339.86,2023-01-04 12:19:56
PO501157,SUPP80270,PROD204001,294,3521.61,2023-04-17 15:57:06
PO501158,SUPP80040,PROD204485,431,2370.5,2023-08-26 15:10:38
PO501159,SUPP80622,PROD203406,279,3765.75,2025-06-11 09:58:08
PO501160,SUPP80860,PROD203889,137,3567.46,2023-04-24 04:21:15
PO501161,SUPP80258,PROD201737,374,831.09,2024-04-02 14:24:24
PO501162,SUPP80146,PROD200062,406,279.12,2025-03-24 12:39:03
PO501163,SUPP80269,PROD203268,382,4080.16,2023-06-13 06:42:47
PO501164,SUPP80254,PROD204636,193,1156.58,2024-08-25 13:08:40
PO501165,SUPP80894,PROD200484,380,1935.73,2024-11-30 10:27:01
PO501166,SUPP80291,PROD200687,342,427.7,2024-08-12 12:39:28
PO501167,SUPP80124,PROD200568,290,3038.16,2024-07-10 18:48:40
PO501168,SUPP80513,PROD202124,131,2959.42,2023-02-20 05:27:03
PO501169,SUPP80354,PROD200816,427,4229.99,2024-01-18 17:12:28
PO501170,SUPP80574,PROD200364,93,2638.8,2023-05-18 20:09:40
PO501171,SUPP80589,PROD200560,248,1367.52,2024-06-19 23:27:06
PO501172,SUPP80931,PROD203191,189,4134.47,2024-09-14 21:06:26
PO501173,SUPP80606,PROD203193,38,3161.11,2025-07-26 20:53:12
PO501174,SUPP80149,PROD200045,323,538.27,2023-02-19 11:18:50
PO501175,SUPP80938,PROD200502,334,4893.33,2025-01-22 07:36:48
PO501176,SUPP80913,PROD202862,400,3856.86,2025-01-13 13:32:54
PO501177,SUPP80871,PROD200224,233,2405.16,2024-05-26 20:29:21
PO501178,SUPP80379,PROD202536,463,1960.52,2024-12-11 12:36:55
PO501179,SUPP80195,PROD201641,407,4399.11,2023-01-01 00:53:43
PO501180,SUPP80585,PROD204960,149,3612.63,2023-04-05 03:36:13
PO501181,SUPP80212,PROD204138,381,1611.76,2023-07-31 19:13:23
PO501182,SUPP80324,PROD201212,436,2194.7,2024-01-17 14:49:53
PO501183,SUPP80953,PROD200985,166,2710.69,2024-05-02 17:19:24
PO501184,SUPP80762,PROD202610,494,3152.06,2024-03-30 03:54:38
PO501185,SUPP80405,PROD202309,81,1520.84,2025-06-12 00:45:33
PO501186,SUPP80307,PROD203595,129,2339.83,2025-01-18 22:16:17
PO501187,SUPP80765,PROD201230,346,4497.74,2024-05-05 14:26:46
PO501188,SUPP80612,PROD201563,223,3985.09,2025-02-02 14:24:09
PO501189,SUPP80578,PROD202547,74,3367.28,2024-11-08 00:50:26
PO501190,SUPP80289,PROD204649,467,3899.69,2025-04-03 23:10:22
PO501191,SUPP80730,PROD203603,334,1902.69,2024-01-28 10:19:04
PO501192,SUPP80359,PROD204554,37,2901.61,2025-06-10 21:21:02
PO501193,SUPP80043,PROD200128,500,507.31,2025-06-08 10:38:25
PO501194,SUPP80309,PROD200652,395,2192.4,2024-11-12 23:26:00
PO501195,SUPP80366,PROD202821,255,404.85,2023-05-27 05:49:02
PO501196,SUPP80726,PROD200074,321,831.79,2025-12-02 00:19:32
PO501197,SUPP80326,PROD201134,40,2389.12,2023-09-11 15:05:15
PO501198,SUPP80058,PROD204561,449,885.09,2024-04-18 15:22:56
PO501199,SUPP80045,PROD204007,228,3458.79,2023-12-01 14:06:38
PO501200,SUPP80646,PROD204061,166,4658.32,2023-07-21 07:48:32
PO501201,SUPP80422,PROD203838,240,3125.99,2025-06-30 16:51:26
PO501202,SUPP80340,PROD204711,471,1427.47,2023-12-05 22:18:33
PO501203,SUPP80266,PROD201929,239,4546.55,2024-11-26 08:54:49
PO501204,SUPP80319,PROD202844,87,3416.95,2024-06-26 19:18:18
PO501205,SUPP80846,PROD202054,132,2644.07,2025-09-02 20:36:39
PO501206,SUPP80722,PROD204932,473,3861.29,2024-05-02 11:07:31
PO501207,SUPP80908,PROD200040,402,1226.28,2023-07-20 17:31:20
PO501208,SUPP80637,PROD202396,390,4497.02,2025-07-28 14:53:50
PO501209,SUPP80956,PROD204795,368,3535.97,2024-09-30 10:42:49
PO501210,SUPP80010,PROD201006,291,687.75,2024-09-24 23:42:06
PO501211,SUPP80535,PROD204035,486,634.13,2023-10-08 09:22:55
PO501212,SUPP80295,PROD204810,23,2716.44,2023-11-03 03:15:30
PO501213,SUPP80184,PROD202998,359,1273.43,2023-10-13 14:02:31
PO501214,SUPP80168,PROD202509,159,2524.26,2023-01-19 21:21:26
PO501215,SUPP80007,PROD200767,468,4665.18,2024-09-10 14:44:07
PO501216,SUPP80592,PROD204865,442,348.91,2024-11-11 01:08:36
PO501217,SUPP80916,PROD201517,371,4881.27,2023-05-15 04:22:48
PO501218,SUPP80884,PROD202274,75,2290.68,2025-10-19 03:07:37
PO501219,SUPP80685,PROD203786,325,4350.33,2024-01-28 02:07:22
PO501220,SUPP80153,PROD201996,170,3630.68,2023-03-31 22:23:40
PO501221,SUPP80605,PROD201029,370,3508.85,2025-04-15 04:33:41
PO501222,SUPP80684,PROD201245,29,4361.87,2025-11-27 15:28:33
PO501223,SUPP80819,PROD204070,112,3037.54,2024-02-02 20:05:32
PO501224,SUPP80122,PROD200302,109,3205.81,2025-05-02 06:57:03
PO501225,SUPP80593,PROD200739,378,3970.15,2024-11-05 21:33:32
PO501226,SUPP80562,PROD202231,308,201.79,2023-04-17 09:49:02
PO501227,SUPP80117,PROD203450,164,496.77,2024-10-25 20:50:39
PO501228,SUPP80328,PROD200496,345,589.32,2024-01-12 22:17:04
PO501229,SUPP80619,PROD203569,184,4767.09,2023-04-17 05:39:08
PO501230,SUPP80487,PROD200895,74,1590.23,2023-04-01 07:30:15
PO501231,SUPP80521,PROD202335,255,4424.39,2024-04-22 10:33:07
PO501232,SUPP80174,PROD204659,333,2645.78,2023-09-21 23:30:17
PO501233,SUPP80311,PROD202810,65,755.8,2024-04-17 16:55:56
PO501234,SUPP80024,PROD204146,490,4610.46,2023-11-10 10:29:10
PO501235,SUPP80705,PROD204537,24,1982.64,2025-09-15 21:01:43
PO501236,SUPP80317,PROD204700,91,1534.93,2024-12-18 22:47:46
PO501237,SUPP80709,PROD201794,472,2020.26,2024-08-13 10:27:59
PO501238,SUPP80944,PROD204080,220,1775.07,2025-03-03 14:00:52
PO501239,SUPP80985,PROD203161,93,2238.74,2023-12-31 03:21:58
PO501240,SUPP80633,PROD202145,448,3434.88,2024-07-02 20:50:07
PO501241,SUPP80381,PROD201474,181,3817.61,2025-06-05 14:32:50
PO501242,SUPP80742,PROD200816,286,2895.73,2025-07-11 07:37:55
PO501243,SUPP80020,PROD201163,335,1693.52,2023-02-21 15:32:56
PO501244,SUPP80075,PROD204672,392,273.34,2023-05-13 14:52:05
PO501245,SUPP80517,PROD201015,425,1631.71,2025-05-05 11:25:32
PO501246,SUPP80925,PROD200228,453,1608.58,2025-01-28 13:12:36
PO501247,SUPP80181,PROD203378,254,2619.5,2025-10-17 11:17:35
PO501248,SUPP80173,PROD200253,111,3017.58,2023-12-31 12:02:29
PO501249,SUPP80703,PROD203225,267,2353.55,2023-11-05 15:12:52
PO501250,SUPP80222,PROD203189,346,4604.73,2023-06-23 18:47:53
PO501251,SUPP80677,PROD203769,161,3571.86,2023-07-28 22:32:14
PO501252,SUPP80283,PROD200549,63,2914.4,2024-08-22 10:22:36
PO501253,SUPP80460,PROD203041,291,1632.27,2024-04-01 20:03:38
PO501254,SUPP80096,PROD203189,435,340.27,2024-09-30 03:31:36
PO501255,SUPP80890,PROD200258,145,126.95,2023-07-20 00:48:38
PO501256,SUPP80873,PROD204153,416,4020.03,2025-07-02 17:11:10
PO501257,SUPP80612,PROD204919,249,849.7,2024-10-29 19:56:10
PO501258,SUPP80094,PROD202784,63,2771.59,2024-10-18 03:37:07
PO501259,SUPP80295,PROD200286,383,4512.32,2025-01-07 19:30:35
PO501260,SUPP80553,PROD203074,133,2738.8,2024-04-06 12:35:58
PO501261,SUPP80184,PROD201389,66,1588.8,2024-08-17 20:20:49
PO501262,SUPP80748,PROD204994,36,2322.83,2025-04-12 16:00:07
PO501263,SUPP80634,PROD202980,472,3282.52,2025-03-28 10:18:03
PO501264,SUPP80860,PROD204705,282,477.17,2024-07-28 17:46:55
PO501265,SUPP80160,PROD201338,17,2151.29,2024-02-14 14:39:06
PO501266,SUPP80050,PROD200282,21,2818.17,2023-02-28 16:09:39
PO501267,SUPP80363,PROD201832,313,3044.26,2025-02-14 05:18:11
PO501268,SUPP80626,PROD202066,289,402.79,2024-05-04 11:40:23
PO501269,SUPP80722,PROD200292,209,3210.72,2025-09-11 02:55:42
PO501270,SUPP80725,PROD200020,205,957.92,2023-09-15 14:54:45
PO501271,SUPP80595,PROD203115,480,758.02,2024-04-07 03:09:55
PO501272,SUPP80851,PROD200248,344,1477.87,2024-01-26 02:28:03
PO501273,SUPP80202,PROD204360,454,4196.56,2024-12-17 06:42:59
PO501274,SUPP80404,PROD201452,197,733.26,2024-06-02 10:46:04
PO501275,SUPP80860,PROD204963,196,2369.77,2025-02-04 04:38:54
PO501276,SUPP80803,PROD203879,215,2360.17,2025-09-27 19:35:33
PO501277,SUPP80595,PROD200636,389,3690.34,2025-09-12 02:02:49
PO501278,SUPP80853,PROD200963,148,2291.27,2023-10-27 09:32:53
PO501279,SUPP80159,PROD202649,253,4053.78,2024-07-29 01:02:38
PO501280,SUPP80037,PROD204388,343,1713.1,2023-04-29 10:07:10
PO501281,SUPP80418,PROD202431,441,2411.54,2025-06-11 09:57:09
PO501282,SUPP80939,PROD202725,234,1552.88,2024-09-07 03:55:40
PO501283,SUPP80196,PROD200536,257,255.35,2023-06-20 18:10:04
PO501284,SUPP80101,PROD200919,91,3180.97,2024-10-29 06:20:55
PO501285,SUPP80794,PROD200494,329,3753.8,2024-02-25 11:32:11
PO501286,SUPP80187,PROD203141,429,2440.42,2023-06-04 20:44:21
PO501287,SUPP80016,PROD204278,373,3890.84,2023-04-29 20:44:13
PO501288,SUPP80060,PROD203639,321,660.01,2024-12-20 13:06:08
PO501289,SUPP80277,PROD202554,265,3418.7,2024-07-24 04:50:12
PO501290,SUPP80912,PROD202731,92,3779.92,2024-06-26 13:28:29
PO501291,SUPP80806,PROD203608,50,2489.33,2023-12-17 22:03:23
PO501292,SUPP80792,PROD201620,365,4327.39,2024-04-18 01:37:05
PO501293,SUPP80861,PROD203571,35,1741.9,2025-07-29 06:11:25
PO501294,SUPP80052,PROD201684,391,3333.4,2023-05-05 08:01:54
