sale_id,customer_id,customer_type,product_id,store_id,distributor_id,dealer_id,brand_store_id,supplier_id,division,quantity,sale_amount,discount_amount,sale_ts,channel
SALE2003367,CUST102760,Organization,PROD203692,STORE51083,DIST30890,DEAL40850,BRAND20953,SUPP80051,Distributors,50,5836.66,43.95,2024-02-05 09:08:51,Online
SALE2003368,CUST100001,Individual,PROD203229,STORE51658,DIST31496,DEAL40808,BRAND20923,SUPP80793,Retail,21,9650.23,72.85,2023-09-19 04:40:26,Project
SALE2003369,CUST103431,Organization,PROD201933,STORE51581,DIST31728,DEAL40224,BRAND20662,SUPP80189,Industrial,6,2649.68,33.52,2023-01-30 08:50:41,Offline
SALE2003370,CUST100925,Organization,PROD204459,STORE50752,DIST30648,DEAL40408,BRAND20534,SUPP80663,Distributors,42,38669.07,144.61,2023-10-16 20:45:37,Project
SALE2003371,CUST103218,Individual,PROD204922,STORE50475,DIST30535,DEAL41627,BRAND20895,SUPP80778,Industrial,21,13065.76,45.93,2024-10-06 14:03:28,Offline
SALE2003372,CUST102171,Organization,PROD202567,STORE51504,DIST31716,DEAL40371,BRAND20764,SUPP80947,Dealers,44,46410.42,191.41,2023-06-09 11:29:39,Offline
SALE2003373,CUST101063,Individual,PROD200630,STORE50082,DIST31773,DEAL40847,BRAND20117,SUPP80085,LocalShop,38,16692.22,41.37,2025-09-12 12:10:37,Project
SALE2003374,CUST100506,Individual,PROD201549,STORE51143,DIST31038,DEAL41845,BRAND20062,SUPP80843,LocalShop,1,1028.44,120.45,2025-07-23 18:25:16,Online
SALE2003375,CUST102288,Organization,PROD204851,STORE50416,DIST30364,DEAL41639,BRAND20734,SUPP80394,Dealers,9,19896.06,64.33,2024-04-01 06:54:08,Offline
SALE2003376,CUST102680,Organization,PROD203225,STORE51576,DIST31989,DEAL41881,BRAND20394,SUPP80411,BrandStore,30,85493.77,92.85,2024-03-05 17:50:52,Online
SALE2003377,CUST100128,Individual,PROD201548,STORE51851,DIST30232,DEAL40673,BRAND20174,SUPP80741,Industrial,37,83069.33,123.94,2025-02-17 19:55:28,Offline
SALE2003378,CUST101383,Organization,PROD204810,STORE51878,DIST30349,DEAL41367,BRAND20201,SUPP80125,Industrial,13,21907.88,24.21,2024-01-06 19:43:38,Online
SALE2003379,CUST104583,Organization,PROD204171,STORE50019,DIST31644,DEAL41894,BRAND20888,SUPP80699,Dealers,20,15188.92,122.04,2023-11-01 03:19:55,Project
SALE2003380,CUST101886,Organization,PROD203986,STORE50421,DIST30143,DEAL40971,BRAND20731,SUPP80136,Projects,42,116193.71,97.4,2025-03-19 08:57:34,Online
SALE2003381,CUST100952,Individual,PROD200056,STORE51635,DIST30512,DEAL40404,BRAND20868,SUPP80285,Projects,33,88550.26,96.0,2024-01-05 21:08:41,Online
SALE2003382,CUST104116,Individual,PROD200531,STORE51373,DIST31367,DEAL40018,BRAND20139,SUPP80848,Distributors,3,345.16,41.3,2025-02-23 04:06:26,Project
SALE2003383,CUST104331,Individual,PROD201422,STORE50506,DIST30375,DEAL40252,BRAND20677,SUPP80473,Dealers,7,16558.76,56.21,2024-02-29 01:57:13,Offline
SALE2003384,CUST102026,Individual,PROD201355,STORE50344,DIST30409,DEAL41351,BRAND20252,SUPP80956,Retail,9,5428.66,111.5,2023-07-11 23:48:57,Offline
SALE2003385,CUST104978,Organization,PROD202666,STORE50692,DIST31397,DEAL41987,BRAND20603,SUPP80342,Retail,48,143134.74,110.29,2025-11-30 14:48:10,Online
SALE2003386,CUST102699,Organization,PROD200370,STORE50730,DIST31224,DEAL40150,BRAND20722,SUPP80775,Industrial,24,61872.43,134.97,2024-12-28 09:42:36,Online
SALE2003387,CUST102610,Organization,PROD200261,STORE51381,DIST31794,DEAL41139,BRAND20229,SUPP80483,BrandStore,30,19451.87,32.0,2024-03-13 06:59:16,Online
SALE2003388,CUST101108,Organization,PROD200033,STORE50254,DIST31051,DEAL40627,BRAND20967,SUPP80584,Projects,33,45274.1,23.15,2024-01-11 00:03:41,Project
SALE2003389,CUST104756,Individual,PROD203184,STORE51630,DIST31856,DEAL41934,BRAND20330,SUPP80894,Retail,13,7680.18,142.94,2025-07-28 10:24:36,Online
SALE2003390,CUST100913,Individual,PROD201359,STORE51037,DIST31436,DEAL40897,BRAND20659,SUPP80384,Dealers,32,26253.42,143.54,2025-03-13 12:33:28,Offline
SALE2003391,CUST101522,Individual,PROD200873,STORE51753,DIST31984,DEAL41581,BRAND20510,SUPP80659,Retail,21,36759.15,112.91,2023-05-28 04:46:38,Offline
SALE2003392,CUST101079,Organization,PROD204905,STORE50754,DIST31776,DEAL40128,BRAND20120,SUPP80064,Distributors,4,8555.44,76.1,2023-04-23 00:29:24,Offline
SALE2003393,CUST100627,Individual,PROD204180,STORE51777,DIST30817,DEAL41865,BRAND20044,SUPP80944,LocalShop,44,89953.0,84.72,2025-05-22 03:08:30,Online
SALE2003394,CUST100718,Individual,PROD203934,STORE50828,DIST31266,DEAL40186,BRAND20198,SUPP80946,Dealers,23,16967.96,119.86,2024-05-29 15:09:26,Project
SALE2003395,CUST101242,Organization,PROD203692,STORE50308,DIST30974,DEAL40209,BRAND20839,SUPP80526,BrandStore,34,44266.68,71.18,2023-06-09 23:16:18,Project
SALE2003396,CUST101113,Organization,PROD204199,STORE51231,DIST31949,DEAL41314,BRAND20165,SUPP80820,BrandStore,25,31043.54,136.64,2024-07-19 12:08:26,Project
SALE2003397,CUST102508,Individual,PROD204686,STORE50323,DIST31391,DEAL41550,BRAND20398,SUPP80799,BrandStore,18,46459.31,10.87,2023-03-05 09:37:54,Online
SALE2003398,CUST100553,Organization,PROD200344,STORE51211,DIST31563,DEAL41679,BRAND20233,SUPP80866,Retail,25,22621.81,95.13,2025-10-25 18:11:54,Offline
SALE2003399,CUST103469,Organization,PROD201567,STORE50983,DIST31999,DEAL40234,BRAND20339,SUPP80418,Retail,20,44774.22,186.76,2024-10-07 17:01:04,Project
SALE2003400,CUST100607,Individual,PROD202005,STORE50147,DIST30824,DEAL41839,BRAND20062,SUPP80774,Dealers,5,7888.51,167.77,2025-02-05 15:01:16,Project
SALE2003401,CUST102106,Individual,PROD200986,STORE51381,DIST30151,DEAL41577,BRAND20808,SUPP80502,LocalShop,2,5187.68,8.95,2024-02-26 14:04:10,Offline
SALE2003402,CUST101303,Individual,PROD203652,STORE51961,DIST31929,DEAL41244,BRAND20556,SUPP80626,Distributors,30,22639.94,72.94,2025-03-02 17:10:18,Offline
SALE2003403,CUST102354,Individual,PROD200580,STORE51240,DIST31709,DEAL40706,BRAND20253,SUPP80511,Dealers,14,36390.0,185.96,2024-12-29 19:20:31,Project
SALE2003404,CUST100308,Organization,PROD201849,STORE51689,DIST31886,DEAL41249,BRAND20147,SUPP80248,Industrial,10,12754.94,135.05,2024-12-17 11:10:05,Offline
SALE2003405,CUST101758,Individual,PROD201648,STORE50462,DIST30743,DEAL40233,BRAND20209,SUPP80985,Industrial,29,55453.83,144.2,2025-12-28 17:33:59,Online
SALE2003406,CUST104313,Individual,PROD200312,STORE51847,DIST30623,DEAL40439,BRAND20377,SUPP80749,LocalShop,23,38961.97,32.27,2023-06-07 06:46:42,Offline
SALE2003407,CUST101824,Organization,PROD203835,STORE50894,DIST30028,DEAL41785,BRAND20683,SUPP80943,Dealers,34,96963.59,181.41,2025-09-12 02:50:06,Project
SALE2003408,CUST100964,Individual,PROD203407,STORE51960,DIST31935,DEAL41164,BRAND20988,SUPP80281,Retail,36,40444.53,128.92,2024-05-05 15:58:44,Online
SALE2003409,CUST100289,Individual,PROD201235,STORE51486,DIST30126,DEAL41363,BRAND20980,SUPP80755,Projects,35,28757.98,71.35,2024-09-16 15:08:23,Online
SALE2003410,CUST100540,Organization,PROD200293,STORE51805,DIST30320,DEAL40280,BRAND20383,SUPP80629,LocalShop,43,28622.69,123.8,2024-02-28 02:35:47,Online
SALE2003411,CUST103347,Organization,PROD200414,STORE50923,DIST30069,DEAL41036,BRAND20534,SUPP80487,Dealers,35,74513.58,160.11,2025-03-13 15:30:05,Project
SALE2003412,CUST101520,Organization,PROD201656,STORE51860,DIST30555,DEAL40622,BRAND20780,SUPP80091,LocalShop,38,66448.87,116.34,2023-06-23 09:30:11,Offline
SALE2003413,CUST101173,Organization,PROD202799,STORE50268,DIST31940,DEAL40992,BRAND20263,SUPP80371,Retail,22,21683.48,29.49,2024-05-29 21:04:58,Project
SALE2003414,CUST100990,Organization,PROD201238,STORE50645,DIST31660,DEAL40805,BRAND20253,SUPP80900,Dealers,8,3199.02,10.05,2024-03-24 23:14:20,Online
SALE2003415,CUST102733,Organization,PROD200410,STORE50524,DIST30850,DEAL41743,BRAND20850,SUPP80368,Dealers,45,65837.68,75.4,2025-04-05 11:36:15,Offline
SALE2003416,CUST104072,Organization,PROD204632,STORE51948,DIST30317,DEAL40914,BRAND20035,SUPP80097,Dealers,36,24664.9,147.02,2025-10-18 07:21:20,Online
SALE2003417,CUST100232,Organization,PROD204530,STORE50438,DIST30604,DEAL41758,BRAND20507,SUPP80276,LocalShop,37,6258.29,164.95,2024-09-09 20:47:42,Offline
SALE2003418,CUST101630,Organization,PROD204606,STORE51142,DIST30253,DEAL40532,BRAND20748,SUPP80235,Dealers,39,36098.03,6.28,2024-11-23 08:57:54,Online
SALE2003419,CUST100319,Individual,PROD200568,STORE51387,DIST30772,DEAL41258,BRAND20593,SUPP80968,Retail,9,24569.61,29.0,2025-12-05 06:11:28,Project
SALE2003420,CUST100186,Organization,PROD204122,STORE51370,DIST30467,DEAL40225,BRAND20370,SUPP80718,Dealers,2,2078.98,61.56,2025-07-26 01:41:25,Offline
SALE2003421,CUST104855,Individual,PROD202492,STORE50228,DIST30862,DEAL41185,BRAND20866,SUPP80374,Industrial,39,89743.63,166.4,2024-11-02 16:45:19,Offline
SALE2003422,CUST103366,Organization,PROD201241,STORE50811,DIST30890,DEAL41311,BRAND20855,SUPP80358,Retail,32,77632.63,56.66,2023-02-26 12:30:00,Project
SALE2003423,CUST101252,Individual,PROD203806,STORE50043,DIST31578,DEAL40478,BRAND20308,SUPP80209,Distributors,38,108634.18,32.66,2023-07-10 18:32:20,Offline
SALE2003424,CUST104549,Individual,PROD200590,STORE50709,DIST31383,DEAL40862,BRAND20632,SUPP80549,Retail,21,51089.86,81.49,2023-07-28 15:08:17,Online
SALE2003425,CUST104828,Organization,PROD203765,STORE50359,DIST31911,DEAL40806,BRAND20307,SUPP80217,Projects,38,65825.14,134.91,2025-10-18 20:58:20,Project
SALE2003426,CUST101053,Individual,PROD200539,STORE50985,DIST31091,DEAL41567,BRAND20009,SUPP80604,Dealers,34,25440.52,185.68,2025-04-02 09:07:41,Project
SALE2003427,CUST103183,Organization,PROD200138,STORE50828,DIST31633,DEAL41786,BRAND20355,SUPP80757,Industrial,43,91345.56,130.26,2025-10-14 13:19:53,Project
SALE2003428,CUST101403,Individual,PROD203998,STORE50161,DIST30469,DEAL41956,BRAND20028,SUPP80653,Industrial,28,7616.53,190.62,2024-02-21 04:45:55,Online
SALE2003429,CUST100715,Individual,PROD200469,STORE51023,DIST31067,DEAL41309,BRAND20752,SUPP80996,Retail,48,114673.41,126.73,2024-08-23 00:37:13,Offline
SALE2003430,CUST100367,Organization,PROD202371,STORE50154,DIST30701,DEAL41016,BRAND20315,SUPP80643,Retail,41,26580.25,100.06,2025-03-08 17:27:32,Project
SALE2003431,CUST103450,Organization,PROD204571,STORE50247,DIST31818,DEAL41217,BRAND20599,SUPP80847,BrandStore,22,46952.61,100.47,2025-11-29 01:52:31,Online
SALE2003432,CUST104992,Individual,PROD203711,STORE50965,DIST31669,DEAL40352,BRAND20652,SUPP80041,Projects,23,7131.42,107.06,2023-01-17 14:33:22,Offline
SALE2003433,CUST102490,Organization,PROD201844,STORE51969,DIST31331,DEAL40700,BRAND20551,SUPP80565,Industrial,10,5546.22,147.72,2025-04-20 07:06:01,Offline
SALE2003434,CUST104426,Organization,PROD203601,STORE50464,DIST31188,DEAL41001,BRAND20120,SUPP80452,Projects,3,5156.97,91.19,2024-03-09 02:20:34,Online
SALE2003435,CUST101348,Organization,PROD203288,STORE50671,DIST31854,DEAL41566,BRAND20126,SUPP80203,BrandStore,6,3531.21,8.33,2023-10-10 06:37:23,Offline
SALE2003436,CUST100090,Individual,PROD201314,STORE51840,DIST31389,DEAL40226,BRAND20141,SUPP80039,Retail,39,19362.76,163.71,2023-11-20 05:56:22,Offline
SALE2003437,CUST104345,Organization,PROD202165,STORE51109,DIST31037,DEAL41660,BRAND20800,SUPP80343,Retail,33,31276.96,168.63,2023-01-30 23:44:03,Offline
SALE2003438,CUST104079,Organization,PROD204451,STORE50088,DIST31463,DEAL41731,BRAND20034,SUPP80562,Dealers,19,54308.68,99.32,2023-06-05 11:32:04,Project
SALE2003439,CUST103445,Organization,PROD202918,STORE51994,DIST30693,DEAL41617,BRAND20341,SUPP80104,Dealers,11,15616.64,69.09,2025-08-22 15:55:02,Online
SALE2003440,CUST100635,Individual,PROD204114,STORE50649,DIST31023,DEAL41738,BRAND20060,SUPP80833,Retail,30,83032.64,17.96,2025-12-29 00:37:00,Online
SALE2003441,CUST103699,Organization,PROD202067,STORE50255,DIST30019,DEAL41886,BRAND20290,SUPP80155,Retail,30,77036.05,147.33,2025-06-05 10:55:49,Online
SALE2003442,CUST101234,Organization,PROD203272,STORE51942,DIST30350,DEAL40057,BRAND20294,SUPP80325,Projects,31,59994.5,191.13,2023-04-13 10:47:39,Offline
SALE2003443,CUST100893,Individual,PROD203586,STORE50477,DIST31136,DEAL41031,BRAND20600,SUPP80581,Distributors,18,35101.07,180.1,2025-09-15 18:11:04,Online
SALE2003444,CUST101707,Individual,PROD202017,STORE51828,DIST30021,DEAL40897,BRAND20677,SUPP80632,BrandStore,10,19398.44,55.01,2025-02-07 18:11:18,Online
SALE2003445,CUST100146,Individual,PROD200008,STORE50410,DIST31726,DEAL40906,BRAND20001,SUPP80990,LocalShop,45,46010.94,73.61,2024-01-03 19:11:26,Online
SALE2003446,CUST101906,Organization,PROD203193,STORE51782,DIST30256,DEAL40655,BRAND20691,SUPP80214,Projects,22,9840.02,162.26,2025-07-13 17:40:29,Online
SALE2003447,CUST104782,Individual,PROD200625,STORE50483,DIST30519,DEAL40765,BRAND20005,SUPP80553,Dealers,45,77097.58,104.84,2025-09-14 06:56:23,Project
SALE2003448,CUST100850,Individual,PROD203451,STORE50459,DIST31505,DEAL41768,BRAND20963,SUPP80609,Industrial,25,64637.8,178.48,2023-01-27 11:13:01,Offline
SALE2003449,CUST104808,Individual,PROD200133,STORE50714,DIST31909,DEAL40709,BRAND20796,SUPP80051,LocalShop,30,77640.49,142.14,2023-11-28 07:17:32,Project
SALE2003450,CUST102045,Organization,PROD204242,STORE50810,DIST30567,DEAL41071,BRAND20536,SUPP80751,Retail,44,100866.24,94.04,2023-01-02 07:59:39,Offline
SALE2003451,CUST104165,Organization,PROD203843,STORE50995,DIST30369,DEAL40647,BRAND20296,SUPP80909,LocalShop,40,110672.28,110.99,2024-09-02 02:41:01,Offline
SALE2003452,CUST102062,Organization,PROD203738,STORE50075,DIST31752,DEAL40590,BRAND20111,SUPP80283,LocalShop,45,120267.75,85.08,2023-06-16 06:17:25,Offline
SALE2003453,CUST104713,Organization,PROD201632,STORE50251,DIST30480,DEAL40518,BRAND20617,SUPP80748,Industrial,26,17574.35,89.11,2025-03-22 00:21:39,Project
SALE2003454,CUST103988,Individual,PROD200003,STORE51501,DIST30985,DEAL41100,BRAND20003,SUPP80943,Projects,14,15343.87,38.65,2024-07-09 19:38:31,Online
SALE2003455,CUST103599,Individual,PROD200665,STORE51910,DIST31047,DEAL41223,BRAND20496,SUPP80835,Distributors,33,33385.59,43.07,2025-03-04 05:46:23,Project
SALE2003456,CUST102825,Individual,PROD202437,STORE51250,DIST31548,DEAL40796,BRAND20367,SUPP80099,Dealers,41,89748.09,180.43,2024-06-30 19:20:27,Offline
SALE2003457,CUST102065,Individual,PROD202356,STORE50681,DIST30268,DEAL41303,BRAND20782,SUPP80304,Projects,49,126158.9,87.47,2023-01-04 21:42:04,Online
SALE2003458,CUST101586,Individual,PROD201930,STORE51623,DIST30844,DEAL40815,BRAND20144,SUPP80370,BrandStore,34,54199.12,196.55,2024-09-23 19:44:25,Offline
SALE2003459,CUST104377,Individual,PROD204070,STORE50807,DIST31466,DEAL41460,BRAND20317,SUPP80070,BrandStore,36,33423.3,134.45,2024-11-08 12:29:30,Offline
SALE2003460,CUST102703,Organization,PROD204888,STORE51150,DIST30080,DEAL41457,BRAND20537,SUPP80084,Retail,26,56881.32,46.77,2025-03-11 04:37:20,Offline
SALE2003461,CUST100272,Organization,PROD200663,STORE51997,DIST30800,DEAL40361,BRAND20112,SUPP80954,Industrial,44,123492.34,59.65,2023-01-09 02:52:44,Offline
SALE2003462,CUST104457,Organization,PROD204663,STORE51586,DIST30565,DEAL41450,BRAND20473,SUPP80596,LocalShop,27,37874.0,191.08,2025-03-18 11:52:23,Project
SALE2003463,CUST100658,Organization,PROD204943,STORE50773,DIST31525,DEAL40804,BRAND20232,SUPP80552,Distributors,46,26215.32,83.75,2023-12-06 12:56:01,Project
SALE2003464,CUST100682,Individual,PROD204393,STORE50758,DIST30470,DEAL40623,BRAND20590,SUPP80759,Distributors,35,15666.77,49.99,2024-08-29 12:16:31,Online
SALE2003465,CUST100982,Organization,PROD203254,STORE50626,DIST30311,DEAL41948,BRAND20227,SUPP80715,Dealers,8,5174.95,12.51,2024-10-18 04:14:29,Online
SALE2003466,CUST103140,Organization,PROD202635,STORE50011,DIST30606,DEAL41953,BRAND20651,SUPP80287,Dealers,24,12922.89,64.17,2024-11-05 22:57:27,Offline
SALE2003467,CUST102992,Individual,PROD201701,STORE50345,DIST31260,DEAL40034,BRAND20998,SUPP80514,Industrial,39,99654.88,129.93,2024-01-19 13:05:12,Online
SALE2003468,CUST104406,Individual,PROD203646,STORE51153,DIST30394,DEAL40606,BRAND20941,SUPP80674,Distributors,40,118347.56,120.31,2025-07-20 23:28:17,Offline
SALE2003469,CUST100340,Organization,PROD202840,STORE51522,DIST31833,DEAL40898,BRAND20839,SUPP80885,Dealers,23,17426.13,17.56,2025-01-07 21:07:58,Offline
SALE2003470,CUST102250,Individual,PROD203607,STORE51338,DIST31406,DEAL40913,BRAND20636,SUPP80377,Distributors,14,34471.59,157.52,2024-07-12 00:38:55,Online
SALE2003471,CUST104900,Individual,PROD204732,STORE51211,DIST31667,DEAL40719,BRAND20216,SUPP80831,Dealers,50,64737.06,112.45,2025-10-31 10:05:24,Offline
SALE2003472,CUST103042,Individual,PROD201595,STORE50807,DIST30236,DEAL40121,BRAND20700,SUPP80769,LocalShop,30,30564.44,126.07,2023-11-11 11:40:59,Offline
SALE2003473,CUST104766,Organization,PROD203862,STORE51930,DIST31352,DEAL41275,BRAND20670,SUPP80841,LocalShop,21,12188.44,36.25,2024-06-01 16:16:35,Online
SALE2003474,CUST101232,Individual,PROD200219,STORE50883,DIST31214,DEAL40693,BRAND20759,SUPP80087,Distributors,8,13405.01,89.94,2024-08-17 23:07:04,Project
SALE2003475,CUST104494,Organization,PROD203101,STORE51006,DIST31820,DEAL41591,BRAND20773,SUPP80121,BrandStore,29,45793.99,93.52,2025-02-15 16:02:32,Online
SALE2003476,CUST100276,Organization,PROD203854,STORE50789,DIST30041,DEAL40978,BRAND20088,SUPP80564,Distributors,46,52080.17,154.6,2023-12-20 22:02:20,Offline
SALE2003477,CUST104474,Individual,PROD200782,STORE50545,DIST31360,DEAL40329,BRAND20573,SUPP80824,Retail,12,13587.26,136.47,2025-10-31 17:50:05,Project
SALE2003478,CUST101987,Organization,PROD200611,STORE51310,DIST30829,DEAL40467,BRAND20528,SUPP80685,Industrial,41,106203.29,171.52,2024-10-15 01:19:37,Project
SALE2003479,CUST100829,Individual,PROD202128,STORE51777,DIST31094,DEAL40287,BRAND20420,SUPP80830,Distributors,44,82341.64,74.46,2024-11-21 11:57:11,Project
SALE2003480,CUST100638,Individual,PROD200368,STORE51786,DIST31664,DEAL40895,BRAND20048,SUPP80754,Retail,36,81892.1,62.05,2023-10-11 07:18:29,Project
SALE2003481,CUST101858,Individual,PROD203241,STORE51455,DIST31930,DEAL40532,BRAND20673,SUPP80598,LocalShop,36,98572.37,109.54,2024-10-07 12:29:53,Online
SALE2003482,CUST102985,Individual,PROD200064,STORE50761,DIST30825,DEAL40768,BRAND20827,SUPP80721,Retail,31,91582.25,93.06,2024-08-31 05:46:00,Project
SALE2003483,CUST103613,Individual,PROD200827,STORE51726,DIST31531,DEAL40363,BRAND20089,SUPP80114,LocalShop,35,41513.12,44.31,2025-02-14 14:13:56,Offline
SALE2003484,CUST101281,Individual,PROD204677,STORE51393,DIST30913,DEAL40430,BRAND20805,SUPP80825,Projects,11,27295.47,164.36,2025-04-11 18:16:01,Online
SALE2003485,CUST101430,Organization,PROD204535,STORE51112,DIST31051,DEAL41598,BRAND20642,SUPP80803,Retail,49,69570.69,195.64,2024-12-28 02:31:51,Online
SALE2003486,CUST100005,Individual,PROD200853,STORE51763,DIST31762,DEAL40474,BRAND20668,SUPP80568,Dealers,9,5425.96,28.2,2023-01-31 14:06:37,Online
SALE2003487,CUST100537,Individual,PROD203826,STORE51144,DIST31876,DEAL40118,BRAND20844,SUPP80911,BrandStore,45,53639.74,114.14,2024-08-08 06:56:02,Offline
SALE2003488,CUST100801,Organization,PROD203609,STORE51005,DIST30579,DEAL41681,BRAND20453,SUPP80190,BrandStore,38,82824.23,37.21,2024-11-15 16:54:49,Offline
SALE2003489,CUST102865,Individual,PROD200407,STORE51555,DIST30425,DEAL41541,BRAND20880,SUPP80203,Retail,48,39809.53,66.23,2024-05-19 06:34:16,Online
SALE2003490,CUST104562,Individual,PROD201585,STORE51033,DIST31634,DEAL41446,BRAND20880,SUPP80268,Dealers,30,56479.48,138.96,2025-09-30 19:45:46,Online
SALE2003491,CUST103479,Organization,PROD201226,STORE50319,DIST31792,DEAL41901,BRAND20536,SUPP80706,LocalShop,19,16439.99,18.59,2024-08-27 11:16:49,Offline
SALE2003492,CUST101665,Individual,PROD201961,STORE51450,DIST31412,DEAL40116,BRAND20039,SUPP80650,Dealers,14,9446.73,57.61,2025-03-03 22:23:14,Online
SALE2003493,CUST100587,Organization,PROD201264,STORE51050,DIST31346,DEAL41703,BRAND20252,SUPP80744,Dealers,39,44948.59,4.93,2024-02-21 06:27:59,Offline
SALE2003494,CUST104858,Organization,PROD202903,STORE51569,DIST30555,DEAL40618,BRAND20768,SUPP80109,BrandStore,40,70435.63,20.67,2024-01-02 11:43:50,Offline
SALE2003495,CUST101294,Individual,PROD200894,STORE51016,DIST30147,DEAL40506,BRAND20372,SUPP80284,Retail,30,38864.76,13.99,2024-03-01 02:19:01,Online
SALE2003496,CUST104109,Organization,PROD204765,STORE50952,DIST30373,DEAL41624,BRAND20118,SUPP80880,Dealers,4,9014.74,1.2,2023-11-01 19:26:52,Online
SALE2003497,CUST104050,Organization,PROD202940,STORE51918,DIST31014,DEAL41623,BRAND20539,SUPP80668,Dealers,44,67545.62,152.95,2023-05-30 09:26:12,Offline
SALE2003498,CUST102021,Organization,PROD201110,STORE51821,DIST31906,DEAL41475,BRAND20076,SUPP80202,Dealers,9,14448.69,6.58,2023-01-09 06:04:01,Offline
SALE2003499,CUST104174,Organization,PROD201057,STORE50522,DIST31991,DEAL40152,BRAND20056,SUPP80417,BrandStore,15,40190.7,81.84,2023-07-05 07:53:43,Project
SALE2003500,CUST103319,Organization,PROD203063,STORE50959,DIST30771,DEAL40174,BRAND20388,SUPP80958,Projects,50,123111.73,48.92,2023-12-31 04:56:10,Offline
SALE2003501,CUST101578,Individual,PROD203435,STORE51389,DIST30189,DEAL40035,BRAND20249,SUPP80381,LocalShop,44,51185.6,12.05,2023-09-14 23:05:33,Online
SALE2003502,CUST103351,Organization,PROD203299,STORE50812,DIST30566,DEAL41864,BRAND20598,SUPP80581,LocalShop,48,16759.36,119.38,2024-12-11 14:19:44,Online
SALE2003503,CUST104250,Individual,PROD203278,STORE50893,DIST30671,DEAL41611,BRAND20268,SUPP80065,Industrial,25,34863.96,187.23,2025-08-20 17:01:34,Project
SALE2003504,CUST104271,Individual,PROD203423,STORE50975,DIST30897,DEAL41982,BRAND20505,SUPP80120,Industrial,45,8660.52,94.58,2024-02-19 09:47:43,Offline
SALE2003505,CUST103789,Individual,PROD203564,STORE50950,DIST30188,DEAL40091,BRAND20914,SUPP80938,Distributors,16,43670.32,12.52,2025-07-02 01:14:07,Online
SALE2003506,CUST103960,Organization,PROD202978,STORE51720,DIST30572,DEAL41357,BRAND20605,SUPP80531,Dealers,43,116428.34,133.39,2023-09-29 01:43:56,Online
SALE2003507,CUST100580,Individual,PROD203754,STORE50267,DIST31514,DEAL41147,BRAND20413,SUPP80663,Industrial,38,88965.07,13.06,2024-04-04 20:30:20,Project
SALE2003508,CUST102988,Individual,PROD203769,STORE51009,DIST31954,DEAL41190,BRAND20085,SUPP80951,Dealers,14,22171.03,194.12,2024-09-20 17:44:30,Offline
SALE2003509,CUST100558,Organization,PROD200100,STORE51818,DIST30044,DEAL40515,BRAND20281,SUPP80568,BrandStore,40,119705.82,56.31,2025-11-19 19:52:08,Online
SALE2003510,CUST102307,Organization,PROD201247,STORE51092,DIST30869,DEAL41061,BRAND20362,SUPP80986,Dealers,44,127952.08,120.93,2024-03-05 06:19:07,Project
SALE2003511,CUST102132,Organization,PROD203883,STORE50459,DIST31040,DEAL40759,BRAND20572,SUPP80405,LocalShop,33,53075.71,132.91,2025-07-30 10:05:29,Online
SALE2003512,CUST100719,Individual,PROD202409,STORE50393,DIST31265,DEAL41126,BRAND20629,SUPP80750,LocalShop,2,1739.01,123.87,2023-07-06 16:22:06,Project
SALE2003513,CUST104564,Organization,PROD202259,STORE50089,DIST30573,DEAL40764,BRAND20942,SUPP80736,Projects,24,45993.49,145.33,2024-12-25 13:33:24,Online
SALE2003514,CUST102715,Individual,PROD203757,STORE50714,DIST31306,DEAL41805,BRAND20724,SUPP80446,LocalShop,20,33983.75,75.45,2024-01-11 11:36:15,Offline
SALE2003515,CUST100585,Individual,PROD200436,STORE50310,DIST31812,DEAL41009,BRAND20683,SUPP80400,Distributors,17,29110.5,24.45,2023-05-15 20:53:53,Online
SALE2003516,CUST102706,Organization,PROD204904,STORE51297,DIST30446,DEAL41845,BRAND20486,SUPP80080,Distributors,13,25740.58,58.14,2024-06-22 05:32:57,Project
SALE2003517,CUST104571,Individual,PROD202404,STORE50479,DIST30390,DEAL41618,BRAND20836,SUPP80453,Projects,37,105366.72,183.29,2024-07-13 03:56:18,Offline
SALE2003518,CUST101222,Organization,PROD201611,STORE51934,DIST30006,DEAL40162,BRAND20843,SUPP80807,Dealers,23,28820.1,54.8,2025-04-07 10:14:00,Online
SALE2003519,CUST100918,Individual,PROD203222,STORE51844,DIST30217,DEAL41980,BRAND20768,SUPP80628,Projects,42,14107.34,66.17,2024-04-25 03:04:05,Project
SALE2003520,CUST103552,Individual,PROD200181,STORE51389,DIST30343,DEAL40128,BRAND20160,SUPP80975,Projects,14,35024.58,172.08,2023-02-26 11:26:48,Project
SALE2003521,CUST104996,Individual,PROD200715,STORE50154,DIST30606,DEAL41906,BRAND20331,SUPP80398,BrandStore,36,36036.77,13.2,2024-09-02 01:13:49,Offline
SALE2003522,CUST100811,Organization,PROD201284,STORE50090,DIST30290,DEAL41981,BRAND20876,SUPP80912,Industrial,27,21922.17,49.5,2025-08-08 00:54:13,Offline
SALE2003523,CUST104894,Individual,PROD203373,STORE51161,DIST31990,DEAL40129,BRAND20532,SUPP80178,Projects,26,24713.32,63.3,2023-09-27 17:27:05,Online
