interaction_id,ticket_id,order_id,interaction_date,customer_id,customer_name,customer_type,channel,region,state,city,pin_code,restaurant_name,cuisine_type,order_value,discount_amount,net_value,feedback_language,feedback_text,social_post_text,complaint_flag,complaint_category_manual,sentiment_manual,resolution_status,call_audio_stage_path,invoice_pdf_stage_path
656,TKT-20240656,ORD-2024100656,2024-05-19,594113,Customer_594113,CONSUMER,TWITTER,North,Delhi,New Delhi,172582,China Bowl,Chinese,877.35,0.0,877.35,hi,Some mixed feedback received about portion size and pricing.,"Saw a good deal on Swiggy, might try a new restaurant.",0,General Feedback,Neutral,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100656.pdf
657,TKT-20240657,ORD-2024100657,2024-12-15,214347,Customer_214347,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Mumbai,472230,Healthy Greens,Salads,205.08,10.25,194.83,hi,Seamless app experience and quick delivery. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,ESCALATED,@swiggy_media_stage/calls/call_657.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100657.pdf
658,TKT-20240658,ORD-2024100658,2024-07-04,169525,Customer_169525,CONSUMER,EMAIL,West,Maharashtra,Mumbai,128922,Truffles,Burgers,143.72,14.37,129.35,ta,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100658.pdf
659,TKT-20240659,ORD-2024100659,2024-06-20,283617,Customer_283617,DELIVERY_PARTNER,TWITTER,North,Rajasthan,Jaipur,490005,China Bowl,Chinese,144.26,7.21,137.05,te,Delivery partner was polite and followed instructions perfectly. Customer reported app crash during payment or tracking.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,App Crash,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100659.pdf
660,TKT-20240660,ORD-2024100660,2024-05-05,310314,Customer_310314,CONSUMER,CALL_CENTER,North,Delhi,New Delhi,263754,Pizza Palace,Pizza,149.62,0.0,149.62,hi,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,OPEN,@swiggy_media_stage/calls/call_660.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100660.pdf
661,TKT-20240661,ORD-2024100661,2024-05-13,925594,Customer_925594,RESTAURANT,EMAIL,North,Rajasthan,Jaipur,774578,Truffles,Burgers,474.48,23.72,450.76,en,Delivery partner was polite and followed instructions perfectly. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100661.pdf
662,TKT-20240662,ORD-2024100662,2024-06-30,590737,Customer_590737,DELIVERY_PARTNER,APP,North,Delhi,New Delhi,842956,Healthy Greens,Salads,690.78,34.54,656.24,en,Order arrived very late and the food was cold.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100662.pdf
663,TKT-20240663,ORD-2024100663,2024-07-27,754005,Customer_754005,CONSUMER,APP,West,Gujarat,Ahmedabad,329016,Meghna Foods,Biryani,238.05,23.81,214.24,te,"Order delivered, customer had a few clarifying questions.",,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100663.pdf
664,TKT-20240664,ORD-2024100664,2024-01-12,903819,Customer_903819,DELIVERY_PARTNER,APP,North,Rajasthan,Jaipur,213641,Bombay Chaats,Street Food,256.39,12.82,243.57,hi,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100664.pdf
665,TKT-20240665,ORD-2024100665,2024-01-01,251117,Customer_251117,DELIVERY_PARTNER,EMAIL,West,Maharashtra,Mumbai,237310,Tandoori Flames,Mughlai,384.49,57.67,326.82,ml,"Food was hot and on time, very happy with the service.",,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100665.pdf
666,TKT-20240666,ORD-2024100666,2024-11-10,829572,Customer_829572,CONSUMER,CALL_CENTER,West,Gujarat,Ahmedabad,963089,Empire Restaurant,North Indian,287.77,28.78,258.99,ta,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,RESOLVED,@swiggy_media_stage/calls/call_666.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100666.pdf
667,TKT-20240667,ORD-2024100667,2024-11-28,133352,Customer_133352,DELIVERY_PARTNER,TWITTER,East,West Bengal,Kolkata,798260,Pizza Palace,Pizza,238.35,47.67,190.68,ta,Some mixed feedback received about portion size and pricing. Customer mentioned the order took more than 50 minutes to arrive.,"Thinking of ordering pizza or biryani tonight, any suggestions?",1,Late Delivery,Neutral,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100667.pdf
668,TKT-20240668,ORD-2024100668,2024-06-27,567551,Customer_567551,CONSUMER,TWITTER,South,Karnataka,Bengaluru,801438,Empire Restaurant,North Indian,654.66,0.0,654.66,hi,Refund is taking too long to process after cancellation.,"Refund still pending after cancellation, please check!",0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100668.pdf
669,TKT-20240669,ORD-2024100669,2024-12-20,908803,Customer_908803,CONSUMER,EMAIL,South,Karnataka,Bengaluru,276396,Healthy Greens,Salads,784.15,156.83,627.32,hi,Delivery partner was polite and followed instructions perfectly. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100669.pdf
670,TKT-20240670,ORD-2024100670,2024-10-27,257424,Customer_257424,RESTAURANT,WHATSAPP,West,Maharashtra,Mumbai,271994,Tandoori Flames,Mughlai,333.14,66.63,266.51,ta,Customer enquired about delivery to a new location pin code. Customer reported unprofessional behaviour from the delivery partner.,,1,Rude Partner,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100670.pdf
671,TKT-20240671,ORD-2024100671,2024-01-06,882591,Customer_882591,DELIVERY_PARTNER,CALL_CENTER,West,Gujarat,Ahmedabad,333615,China Bowl,Chinese,187.95,37.59,150.36,ta,Order arrived very late and the food was cold. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Negative,ESCALATED,@swiggy_media_stage/calls/call_671.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100671.pdf
672,TKT-20240672,ORD-2024100672,2024-05-12,665657,Customer_665657,DELIVERY_PARTNER,EMAIL,West,Maharashtra,Pune,699252,Meghna Foods,Biryani,737.37,110.61,626.76,bn,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100672.pdf
673,TKT-20240673,ORD-2024100673,2024-04-26,436541,Customer_436541,CONSUMER,APP,South,Telangana,Hyderabad,382043,Idli Express,South Indian,724.77,36.24,688.53,ta,Restaurant maintained good hygiene and quality. Customer shared overall experience and suggestions.,,1,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100673.pdf
674,TKT-20240674,ORD-2024100674,2024-12-09,823148,Customer_823148,DELIVERY_PARTNER,APP,North,Rajasthan,Jaipur,602879,Biryani House,Biryani,472.19,47.22,424.97,en,Seamless app experience and quick delivery.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100674.pdf
675,TKT-20240675,ORD-2024100675,2024-01-21,431214,Customer_431214,DELIVERY_PARTNER,TWITTER,West,Maharashtra,Pune,776911,Healthy Greens,Salads,711.09,106.66,604.43,hi,"Food was hot and on time, very happy with the service.","Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100675.pdf
676,TKT-20240676,ORD-2024100676,2024-02-24,326596,Customer_326596,DELIVERY_PARTNER,TWITTER,West,Maharashtra,Pune,573708,Idli Express,South Indian,821.76,123.26,698.5,te,Restaurant maintained good hygiene and quality.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100676.pdf
677,TKT-20240677,ORD-2024100677,2024-01-22,492865,Customer_492865,CONSUMER,CALL_CENTER,West,Maharashtra,Mumbai,356774,Healthy Greens,Salads,448.35,89.67,358.68,bn,Felt the restaurant hygiene was not up to the mark. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Negative,ESCALATED,@swiggy_media_stage/calls/call_677.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100677.pdf
678,TKT-20240678,ORD-2024100678,2024-01-10,756187,Customer_756187,RESTAURANT,WHATSAPP,West,Gujarat,Ahmedabad,906425,Idli Express,South Indian,175.6,0.0,175.6,ta,Delivery partner was polite and followed instructions perfectly. One or more dishes did not match the original order.,,1,Wrong Item,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100678.pdf
679,TKT-20240679,ORD-2024100679,2024-01-11,596045,Customer_596045,DELIVERY_PARTNER,APP,South,Karnataka,Bengaluru,984619,Healthy Greens,Salads,405.46,20.27,385.19,te,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100679.pdf
680,TKT-20240680,ORD-2024100680,2024-02-15,102027,Customer_102027,RESTAURANT,EMAIL,South,Tamil Nadu,Chennai,754280,Empire Restaurant,North Indian,529.49,26.47,503.02,ml,Delivery partner was rude and did not follow instructions.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100680.pdf
681,TKT-20240681,ORD-2024100681,2024-08-03,611997,Customer_611997,CONSUMER,APP,East,West Bengal,Kolkata,690431,Biryani House,Biryani,292.48,58.5,233.98,hi,Seamless app experience and quick delivery. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100681.pdf
682,TKT-20240682,ORD-2024100682,2024-01-05,762999,Customer_762999,CONSUMER,TWITTER,West,Maharashtra,Pune,495014,Tandoori Flames,Mughlai,264.9,13.24,251.66,te,Delivery partner was polite and followed instructions perfectly.,"Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100682.pdf
683,TKT-20240683,ORD-2024100683,2024-01-29,671129,Customer_671129,DELIVERY_PARTNER,WHATSAPP,South,Karnataka,Bengaluru,794311,Idli Express,South Indian,430.55,43.06,387.49,ta,Felt the restaurant hygiene was not up to the mark. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100683.pdf
684,TKT-20240684,ORD-2024100684,2024-04-21,489216,Customer_489216,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,848222,Truffles,Burgers,783.92,39.2,744.72,bn,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100684.pdf
685,TKT-20240685,ORD-2024100685,2024-06-16,764492,Customer_764492,RESTAURANT,APP,South,Telangana,Hyderabad,699264,Idli Express,South Indian,337.14,16.86,320.28,te,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100685.pdf
686,TKT-20240686,ORD-2024100686,2024-09-07,694549,Customer_694549,CONSUMER,TWITTER,West,Gujarat,Ahmedabad,897393,Empire Restaurant,North Indian,249.7,49.94,199.76,bn,Felt the restaurant hygiene was not up to the mark. Customer reported unprofessional behaviour from the delivery partner.,"Order came cold and super late, not cool @swiggy_in",1,Rude Partner,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100686.pdf
687,TKT-20240687,ORD-2024100687,2024-04-27,353407,Customer_353407,RESTAURANT,EMAIL,North,Uttar Pradesh,Lucknow,656265,China Bowl,Chinese,238.36,35.75,202.61,ml,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100687.pdf
688,TKT-20240688,ORD-2024100688,2024-03-16,657480,Customer_657480,DELIVERY_PARTNER,APP,South,Tamil Nadu,Chennai,800361,Meghna Foods,Biryani,133.54,6.68,126.86,te,Delivery partner was polite and followed instructions perfectly. Refund was not credited even after 3-5 working days.,,1,Refund Delay,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100688.pdf
689,TKT-20240689,ORD-2024100689,2024-02-09,533920,Customer_533920,CONSUMER,TWITTER,East,West Bengal,Kolkata,139729,Bombay Chaats,Street Food,458.59,0.0,458.59,ml,Delivery partner was rude and did not follow instructions. One or more dishes did not match the original order.,"Order came cold and super late, not cool @swiggy_in",1,Wrong Item,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100689.pdf
690,TKT-20240690,ORD-2024100690,2024-08-08,978118,Customer_978118,CONSUMER,WHATSAPP,South,Karnataka,Bengaluru,484659,Bombay Chaats,Street Food,238.3,47.66,190.64,ta,Order arrived very late and the food was cold.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100690.pdf
691,TKT-20240691,ORD-2024100691,2024-08-26,866992,Customer_866992,CONSUMER,APP,South,Telangana,Hyderabad,756109,Biryani House,Biryani,158.28,15.83,142.45,ta,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100691.pdf
692,TKT-20240692,ORD-2024100692,2024-04-11,186224,Customer_186224,CONSUMER,TWITTER,North,Rajasthan,Jaipur,553657,Idli Express,South Indian,137.88,20.68,117.2,te,"Loved the taste and packaging, will definitely reorder.","Loved the quick delivery and polite partner, thanks @swiggy_in",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100692.pdf
693,TKT-20240693,ORD-2024100693,2024-04-27,535599,Customer_535599,CONSUMER,APP,South,Karnataka,Bengaluru,816004,Tandoori Flames,Mughlai,903.74,180.75,722.99,te,Refund is taking too long to process after cancellation. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100693.pdf
694,TKT-20240694,ORD-2024100694,2024-02-09,639505,Customer_639505,DELIVERY_PARTNER,WHATSAPP,North,Uttar Pradesh,Lucknow,304678,China Bowl,Chinese,184.43,18.44,165.99,te,"Order delivered, customer had a few clarifying questions.",,0,General Feedback,Neutral,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100694.pdf
695,TKT-20240695,ORD-2024100695,2024-05-12,571811,Customer_571811,CONSUMER,EMAIL,South,Tamil Nadu,Chennai,922687,Healthy Greens,Salads,550.31,82.55,467.76,te,Restaurant requested more clarity on offer terms.,,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100695.pdf
696,TKT-20240696,ORD-2024100696,2024-04-14,958776,Customer_958776,CONSUMER,EMAIL,South,Telangana,Hyderabad,513133,Truffles,Burgers,166.53,8.33,158.2,bn,Seamless app experience and quick delivery.,,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100696.pdf
697,TKT-20240697,ORD-2024100697,2024-12-24,253315,Customer_253315,RESTAURANT,CALL_CENTER,North,Rajasthan,Jaipur,612710,Idli Express,South Indian,893.96,0.0,893.96,te,Restaurant requested more clarity on offer terms.,,0,General Feedback,Neutral,ESCALATED,@swiggy_media_stage/calls/call_697.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100697.pdf
698,TKT-20240698,ORD-2024100698,2024-09-15,481048,Customer_481048,CONSUMER,APP,North,Delhi,New Delhi,417037,Pizza Palace,Pizza,647.72,129.54,518.18,ta,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100698.pdf
699,TKT-20240699,ORD-2024100699,2024-01-15,316137,Customer_316137,CONSUMER,CALL_CENTER,North,Delhi,New Delhi,102190,Healthy Greens,Salads,228.28,0.0,228.28,hi,Restaurant requested more clarity on offer terms.,,0,General Feedback,Neutral,RESOLVED,@swiggy_media_stage/calls/call_699.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100699.pdf
700,TKT-20240700,ORD-2024100700,2024-04-13,813303,Customer_813303,DELIVERY_PARTNER,EMAIL,West,Maharashtra,Pune,451516,Empire Restaurant,North Indian,224.88,11.24,213.64,hi,Delivery partner was rude and did not follow instructions. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100700.pdf
701,TKT-20240701,ORD-2024100701,2024-04-24,913601,Customer_913601,CONSUMER,WHATSAPP,North,Rajasthan,Jaipur,514870,Biryani House,Biryani,213.51,10.68,202.83,te,Felt the restaurant hygiene was not up to the mark.,,0,General Feedback,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100701.pdf
702,TKT-20240702,ORD-2024100702,2024-12-10,445641,Customer_445641,DELIVERY_PARTNER,CALL_CENTER,North,Uttar Pradesh,Lucknow,665012,Bombay Chaats,Street Food,699.6,69.96,629.64,bn,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,@swiggy_media_stage/calls/call_702.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100702.pdf
703,TKT-20240703,ORD-2024100703,2024-05-04,229065,Customer_229065,RESTAURANT,WHATSAPP,South,Karnataka,Bengaluru,234699,Idli Express,South Indian,207.04,31.06,175.98,ml,Order arrived very late and the food was cold. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Negative,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100703.pdf
704,TKT-20240704,ORD-2024100704,2024-01-06,983638,Customer_983638,CONSUMER,APP,North,Rajasthan,Jaipur,470283,Idli Express,South Indian,628.56,62.86,565.7,hi,Customer enquired about delivery to a new location pin code.,,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100704.pdf
705,TKT-20240705,ORD-2024100705,2024-10-20,493424,Customer_493424,CONSUMER,APP,South,Karnataka,Bengaluru,696119,Pizza Palace,Pizza,276.84,0.0,276.84,ml,Felt the restaurant hygiene was not up to the mark. Packaging and restaurant cleanliness were questioned.,,1,Hygiene Issue,Negative,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100705.pdf
706,TKT-20240706,ORD-2024100706,2024-11-11,836426,Customer_836426,CONSUMER,CALL_CENTER,South,Tamil Nadu,Chennai,867340,Pizza Palace,Pizza,411.11,61.67,349.44,te,"Received wrong items in the order, very disappointed. Packaging and restaurant cleanliness were questioned.",,1,Hygiene Issue,Negative,ESCALATED,@swiggy_media_stage/calls/call_706.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100706.pdf
707,TKT-20240707,ORD-2024100707,2024-03-26,424309,Customer_424309,RESTAURANT,TWITTER,East,West Bengal,Kolkata,163566,Tandoori Flames,Mughlai,136.92,0.0,136.92,ta,Delivery partner was polite and followed instructions perfectly.,"Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100707.pdf
708,TKT-20240708,ORD-2024100708,2024-01-16,781782,Customer_781782,DELIVERY_PARTNER,EMAIL,South,Karnataka,Bengaluru,561312,China Bowl,Chinese,176.26,35.25,141.01,ta,Refund is taking too long to process after cancellation. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100708.pdf
709,TKT-20240709,ORD-2024100709,2024-08-17,289324,Customer_289324,DELIVERY_PARTNER,CALL_CENTER,West,Maharashtra,Mumbai,359783,Bombay Chaats,Street Food,201.17,20.12,181.05,ta,Order arrived very late and the food was cold.,,0,General Feedback,Negative,IN_PROGRESS,@swiggy_media_stage/calls/call_709.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100709.pdf
710,TKT-20240710,ORD-2024100710,2024-02-24,923015,Customer_923015,DELIVERY_PARTNER,TWITTER,East,West Bengal,Kolkata,311271,Idli Express,South Indian,559.8,27.99,531.81,ml,Order arrived very late and the food was cold. Customer shared overall experience and suggestions.,"Refund still pending after cancellation, please check!",1,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100710.pdf
711,TKT-20240711,ORD-2024100711,2024-03-12,330769,Customer_330769,CONSUMER,APP,East,West Bengal,Kolkata,563386,Empire Restaurant,North Indian,860.16,86.02,774.14,te,Restaurant requested more clarity on offer terms. Customer reported app crash during payment or tracking.,,1,App Crash,Neutral,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100711.pdf
712,TKT-20240712,ORD-2024100712,2024-09-07,244049,Customer_244049,CONSUMER,WHATSAPP,North,Delhi,New Delhi,288313,Bombay Chaats,Street Food,452.99,22.65,430.34,bn,Delivery partner was polite and followed instructions perfectly. Food temperature was low and not enjoyable on arrival.,,1,Cold Food,Positive,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100712.pdf
713,TKT-20240713,ORD-2024100713,2024-03-06,478236,Customer_478236,CONSUMER,TWITTER,North,Rajasthan,Jaipur,180552,Bombay Chaats,Street Food,148.51,29.7,118.81,bn,Delivery partner was polite and followed instructions perfectly. Food temperature was low and not enjoyable on arrival.,"Loved the quick delivery and polite partner, thanks @swiggy_in",1,Cold Food,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100713.pdf
714,TKT-20240714,ORD-2024100714,2024-11-20,738690,Customer_738690,RESTAURANT,EMAIL,South,Karnataka,Bengaluru,385634,Biryani House,Biryani,151.25,0.0,151.25,ta,Customer asked about packaging options for long-distance delivery.,,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100714.pdf
715,TKT-20240715,ORD-2024100715,2024-08-25,311699,Customer_311699,CONSUMER,EMAIL,South,Tamil Nadu,Chennai,705200,Idli Express,South Indian,824.85,123.73,701.12,ta,Customer asked about packaging options for long-distance delivery.,,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100715.pdf
716,TKT-20240716,ORD-2024100716,2024-01-07,426692,Customer_426692,RESTAURANT,TWITTER,South,Telangana,Hyderabad,321831,China Bowl,Chinese,348.2,17.41,330.79,hi,Refund is taking too long to process after cancellation. Customer reported app crash during payment or tracking.,"Refund still pending after cancellation, please check!",1,App Crash,Negative,OPEN,,@swiggy_media_stage/invoices/invoice_ORD-2024100716.pdf
717,TKT-20240717,ORD-2024100717,2024-04-02,450819,Customer_450819,DELIVERY_PARTNER,APP,North,Uttar Pradesh,Lucknow,374736,Empire Restaurant,North Indian,593.43,0.0,593.43,hi,Delivery partner was polite and followed instructions perfectly. Customer reported app crash during payment or tracking.,,1,App Crash,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100717.pdf
718,TKT-20240718,ORD-2024100718,2024-10-10,765185,Customer_765185,DELIVERY_PARTNER,TWITTER,South,Telangana,Hyderabad,161316,China Bowl,Chinese,247.75,24.78,222.97,bn,Delivery partner was polite and followed instructions perfectly.,"Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100718.pdf
719,TKT-20240719,ORD-2024100719,2024-12-19,660448,Customer_660448,DELIVERY_PARTNER,TWITTER,South,Telangana,Hyderabad,472653,Pizza Palace,Pizza,431.33,0.0,431.33,en,"Loved the taste and packaging, will definitely reorder.","Swiggy delivery on point today, hot biryani right on time 🔥",0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100719.pdf
720,TKT-20240720,ORD-2024100720,2024-01-02,664914,Customer_664914,DELIVERY_PARTNER,APP,North,Uttar Pradesh,Lucknow,286144,Idli Express,South Indian,703.86,105.58,598.28,ta,Seamless app experience and quick delivery.,,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100720.pdf
721,TKT-20240721,ORD-2024100721,2024-09-27,251163,Customer_251163,DELIVERY_PARTNER,EMAIL,North,Rajasthan,Jaipur,569559,Healthy Greens,Salads,787.93,0.0,787.93,ta,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100721.pdf
722,TKT-20240722,ORD-2024100722,2024-05-13,122755,Customer_122755,RESTAURANT,TWITTER,North,Uttar Pradesh,Lucknow,143725,Meghna Foods,Biryani,858.42,0.0,858.42,bn,Restaurant maintained good hygiene and quality. Customer reported app crash during payment or tracking.,"Swiggy delivery on point today, hot biryani right on time 🔥",1,App Crash,Positive,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100722.pdf
723,TKT-20240723,ORD-2024100723,2024-08-03,918279,Customer_918279,CONSUMER,WHATSAPP,North,Rajasthan,Jaipur,198505,Meghna Foods,Biryani,144.58,14.46,130.12,bn,"Received wrong items in the order, very disappointed.",,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100723.pdf
724,TKT-20240724,ORD-2024100724,2024-05-05,628952,Customer_628952,DELIVERY_PARTNER,APP,East,West Bengal,Kolkata,349428,Healthy Greens,Salads,253.83,38.07,215.76,en,Restaurant maintained good hygiene and quality.,,0,General Feedback,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100724.pdf
725,TKT-20240725,ORD-2024100725,2024-07-01,289257,Customer_289257,DELIVERY_PARTNER,CALL_CENTER,South,Karnataka,Bengaluru,142005,Healthy Greens,Salads,228.84,45.77,183.07,te,"Loved the taste and packaging, will definitely reorder.",,0,General Feedback,Positive,IN_PROGRESS,@swiggy_media_stage/calls/call_725.wav,@swiggy_media_stage/invoices/invoice_ORD-2024100725.pdf
726,TKT-20240726,ORD-2024100726,2024-08-21,925993,Customer_925993,CONSUMER,EMAIL,North,Uttar Pradesh,Lucknow,953955,Empire Restaurant,North Indian,703.54,105.53,598.01,te,Order arrived very late and the food was cold.,,0,General Feedback,Negative,RESOLVED,,@swiggy_media_stage/invoices/invoice_ORD-2024100726.pdf
727,TKT-20240727,ORD-2024100727,2024-07-15,606995,Customer_606995,DELIVERY_PARTNER,WHATSAPP,South,Tamil Nadu,Chennai,131087,Tandoori Flames,Mughlai,692.92,34.65,658.27,te,Delivery partner was polite and followed instructions perfectly.,,0,General Feedback,Positive,ESCALATED,,@swiggy_media_stage/invoices/invoice_ORD-2024100727.pdf
728,TKT-20240728,ORD-2024100728,2024-05-18,513075,Customer_513075,RESTAURANT,APP,North,Delhi,New Delhi,142457,Meghna Foods,Biryani,228.67,34.3,194.37,ta,"Order delivered, customer had a few clarifying questions.",,0,General Feedback,Neutral,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100728.pdf
729,TKT-20240729,ORD-2024100729,2024-10-23,316745,Customer_316745,DELIVERY_PARTNER,APP,West,Maharashtra,Pune,714625,Truffles,Burgers,217.41,0.0,217.41,bn,Seamless app experience and quick delivery. Customer mentioned the order took more than 50 minutes to arrive.,,1,Late Delivery,Positive,IN_PROGRESS,,@swiggy_media_stage/invoices/invoice_ORD-2024100729.pdf
