transaction_id,transaction_time,store_id,customer_id,product_id,brand_id,quantity,unit_price,discount,total_amount,payment_method,created_at
TXN0002556,2025-08-01T13:22:42.704764,STR027,CUST01716,SKU100171,BRD004,3,10324.68,0.0,30974.04,Cash,2025-11-11T06:27:22.416607
TXN0002557,2025-06-21T17:37:15.704764,STR049,CUST01028,SKU100017,BRD002,2,4174.78,0.15,8349.56,Card,2025-11-11T06:27:22.416879
TXN0002558,2025-07-06T01:04:09.704764,STR006,CUST00354,SKU100187,BRD003,1,10497.26,0.15,10497.26,NetBanking,2025-11-11T06:27:22.417115
TXN0002559,2025-07-07T18:29:51.704764,STR039,CUST00407,SKU100012,BRD003,2,14563.69,0.0,29127.38,Credit,2025-11-11T06:27:22.417366
TXN0002560,2025-06-17T20:32:46.704764,STR041,CUST01530,SKU100105,BRD002,5,11610.75,0.15,58053.75,Cash,2025-11-11T06:27:22.417604
TXN0002561,2025-07-07T10:17:04.704764,STR036,CUST00719,SKU100080,BRD003,3,1962.09,0.1,5886.27,Cash,2025-11-11T06:27:22.417863
TXN0002562,2025-08-13T19:20:56.704764,STR037,CUST01713,SKU100088,BRD001,3,9744.58,0.0,29233.74,Cash,2025-11-11T06:27:22.418192
TXN0002563,2025-08-13T04:13:02.704764,STR006,CUST00239,SKU100145,BRD003,2,4167.17,0.1,8334.34,Cash,2025-11-11T06:27:22.418451
TXN0002564,2025-10-03T22:24:25.704764,STR006,CUST00381,SKU100047,BRD004,4,5019.81,0.0,20079.24,UPI,2025-11-11T06:27:22.418691
TXN0002565,2025-09-13T22:44:22.704764,STR002,CUST01571,SKU100152,BRD002,3,3774.97,0.05,11324.91,Card,2025-11-11T06:27:22.418997
TXN0002566,2025-06-26T12:11:59.704764,STR041,CUST00768,SKU100003,BRD001,4,9446.82,0.15,37787.28,NetBanking,2025-11-11T06:27:22.419262
TXN0002567,2025-11-01T14:29:47.704764,STR047,CUST01932,SKU100021,BRD004,4,8434.68,0.1,33738.72,Card,2025-11-11T06:27:22.419518
TXN0002568,2025-10-24T20:35:43.704764,STR044,CUST01316,SKU100079,BRD005,1,5697.75,0.0,5697.75,Card,2025-11-11T06:27:22.419754
TXN0002569,2025-10-09T00:53:26.704764,STR048,CUST00272,SKU100192,BRD003,2,13509.63,0.0,27019.26,UPI,2025-11-11T06:27:22.420005
TXN0002570,2025-07-27T22:10:14.704764,STR046,CUST00588,SKU100014,BRD001,1,3221.03,0.1,3221.03,Card,2025-11-11T06:27:22.420272
TXN0002571,2025-06-11T12:53:19.704764,STR037,CUST00647,SKU100072,BRD002,3,3381.38,0.0,10144.14,NetBanking,2025-11-11T06:27:22.420518
TXN0002572,2025-10-24T11:07:14.704764,STR013,CUST00559,SKU100058,BRD001,4,3007.58,0.1,12030.32,Card,2025-11-11T06:27:22.420773
TXN0002573,2025-07-11T12:56:24.704764,STR017,CUST01429,SKU100046,BRD001,2,9601.24,0.05,19202.48,NetBanking,2025-11-11T06:27:22.421027
TXN0002574,2025-06-02T05:07:38.704764,STR032,CUST00728,SKU100068,BRD002,2,10918.67,0.1,21837.34,Credit,2025-11-11T06:27:22.421301
TXN0002575,2025-07-22T00:15:27.704764,STR050,CUST01315,SKU100094,BRD005,2,8638.52,0.0,17277.04,Credit,2025-11-11T06:27:22.421535
TXN0002576,2025-10-23T08:12:22.704764,STR041,CUST01408,SKU100116,BRD003,3,13136.18,0.0,39408.54,Card,2025-11-11T06:27:22.421785
TXN0002577,2025-10-24T08:33:09.704764,STR038,CUST00790,SKU100010,BRD005,3,9690.34,0.1,29071.02,Card,2025-11-11T06:27:22.422042
TXN0002578,2025-09-02T16:50:33.704764,STR014,CUST01439,SKU100138,BRD003,4,10693.77,0.0,42775.08,NetBanking,2025-11-11T06:27:22.422310
TXN0002579,2025-09-17T17:04:16.704764,STR044,CUST01631,SKU100089,BRD004,1,13364.58,0.0,13364.58,UPI,2025-11-11T06:27:22.422553
TXN0002580,2025-07-20T17:08:08.704764,STR045,CUST01984,SKU100054,BRD004,1,13475.0,0.0,13475.0,Credit,2025-11-11T06:27:22.422822
TXN0002581,2025-10-23T09:52:22.704764,STR048,CUST01627,SKU100142,BRD005,6,3735.76,0.1,22414.56,UPI,2025-11-11T06:27:22.423083
TXN0002582,2025-08-22T22:28:43.704764,STR050,CUST00432,SKU100024,BRD005,1,5231.03,0.1,5231.03,UPI,2025-11-11T06:27:22.423324
TXN0002583,2025-08-14T02:02:26.704764,STR017,CUST00065,SKU100056,BRD003,2,13867.18,0.0,27734.36,Cash,2025-11-11T06:27:22.423584
TXN0002584,2025-09-20T02:30:22.704764,STR041,CUST00382,SKU100133,BRD001,3,2238.05,0.0,6714.15,NetBanking,2025-11-11T06:27:22.423835
TXN0002585,2025-08-13T23:59:02.704764,STR038,CUST00662,SKU100036,BRD004,4,11610.67,0.05,46442.68,UPI,2025-11-11T06:27:22.424067
TXN0002586,2025-07-27T15:38:41.704764,STR043,CUST01206,SKU100145,BRD003,4,3935.66,0.15,15742.64,Cash,2025-11-11T06:27:22.424321
TXN0002587,2025-09-28T10:41:46.704764,STR007,CUST01290,SKU100083,BRD004,4,4768.22,0.1,19072.88,UPI,2025-11-11T06:27:22.424582
TXN0002588,2025-06-15T02:17:12.704764,STR027,CUST00974,SKU100003,BRD001,3,9446.82,0.15,28340.46,UPI,2025-11-11T06:27:22.424829
TXN0002589,2025-09-18T01:48:05.704764,STR007,CUST00384,SKU100087,BRD001,2,11079.29,0.0,22158.58,UPI,2025-11-11T06:27:22.425065
TXN0002590,2025-06-15T20:54:19.704764,STR030,CUST01120,SKU100079,BRD005,3,4843.09,0.15,14529.27,Card,2025-11-11T06:27:22.425329
TXN0002591,2025-05-19T11:49:04.704764,STR029,CUST01658,SKU100193,BRD005,4,12878.26,0.05,51513.04,Credit,2025-11-11T06:27:22.425583
TXN0002592,2025-09-07T12:42:52.704764,STR037,CUST01423,SKU100117,BRD002,3,12153.25,0.0,36459.75,NetBanking,2025-11-11T06:27:22.425857
TXN0002593,2025-07-31T19:29:05.704764,STR031,CUST01709,SKU100188,BRD001,4,8550.41,0.0,34201.64,Card,2025-11-11T06:27:22.426101
TXN0002594,2025-10-02T17:36:56.704764,STR024,CUST01231,SKU100065,BRD004,6,4573.55,0.0,27441.3,UPI,2025-11-11T06:27:22.426357
TXN0002595,2025-09-24T00:45:18.704764,STR026,CUST00615,SKU100124,BRD004,3,1886.18,0.1,5658.54,Cash,2025-11-11T06:27:22.426594
TXN0002596,2025-10-10T11:05:59.704764,STR033,CUST00221,SKU100060,BRD001,3,4956.43,0.05,14869.29,NetBanking,2025-11-11T06:27:22.426889
TXN0002597,2025-10-12T13:53:41.704764,STR018,CUST01954,SKU100110,BRD004,2,1616.21,0.0,3232.42,Credit,2025-11-11T06:27:22.427144
TXN0002598,2025-09-07T10:23:26.704764,STR002,CUST00336,SKU100103,BRD003,2,5058.16,0.0,10116.32,Credit,2025-11-11T06:27:22.427398
TXN0002599,2025-11-10T08:56:06.704764,STR020,CUST01816,SKU100043,BRD005,5,948.7,0.05,4743.5,Credit,2025-11-11T06:27:22.427643
TXN0002600,2025-08-25T00:52:15.704764,STR013,CUST01949,SKU100179,BRD002,3,14082.58,0.0,42247.74,Credit,2025-11-11T06:27:22.427904
TXN0002601,2025-06-11T08:48:08.704764,STR009,CUST01359,SKU100193,BRD005,2,12200.45,0.1,24400.9,UPI,2025-11-11T06:27:22.428160
TXN0002602,2025-06-01T19:44:38.704764,STR020,CUST01624,SKU100014,BRD001,1,3578.92,0.0,3578.92,Card,2025-11-11T06:27:22.428413
TXN0002603,2025-08-12T08:12:56.704764,STR026,CUST00339,SKU100089,BRD004,1,13364.58,0.0,13364.58,NetBanking,2025-11-11T06:27:22.428697
TXN0002604,2025-09-20T03:47:39.704764,STR010,CUST00411,SKU100001,BRD001,3,5930.83,0.0,17792.49,Card,2025-11-11T06:27:22.428988
TXN0002605,2025-07-13T23:38:03.704764,STR006,CUST00379,SKU100078,BRD001,6,1337.6,0.15,8025.6,Card,2025-11-11T06:27:22.429246
TXN0002606,2025-08-08T00:55:15.704764,STR006,CUST01484,SKU100053,BRD001,3,12004.32,0.15,36012.96,Card,2025-11-11T06:27:22.429499
TXN0002607,2025-09-25T05:27:08.704764,STR036,CUST01732,SKU100040,BRD001,2,6882.21,0.0,13764.42,UPI,2025-11-11T06:27:22.429750
TXN0002608,2025-08-15T23:02:25.704764,STR011,CUST00706,SKU100002,BRD002,3,12142.56,0.15,36427.68,Cash,2025-11-11T06:27:22.430027
TXN0002609,2025-08-30T00:50:42.704764,STR044,CUST00808,SKU100121,BRD005,1,10987.09,0.1,10987.09,Card,2025-11-11T06:27:22.430285
TXN0002610,2025-09-22T01:35:50.704764,STR025,CUST01703,SKU100121,BRD005,6,10987.09,0.1,65922.54,NetBanking,2025-11-11T06:27:22.430544
TXN0002611,2025-07-01T09:42:56.704764,STR049,CUST01878,SKU100181,BRD003,4,5445.46,0.0,21781.84,Cash,2025-11-11T06:27:22.430817
TXN0002612,2025-06-09T05:19:13.704764,STR021,CUST01563,SKU100100,BRD003,3,2064.43,0.0,6193.29,Card,2025-11-11T06:27:22.431092
TXN0002613,2025-10-12T10:06:38.704764,STR021,CUST01840,SKU100103,BRD003,2,4299.44,0.15,8598.88,UPI,2025-11-11T06:27:22.431351
TXN0002614,2025-10-04T02:14:11.704764,STR028,CUST01223,SKU100173,BRD002,5,6736.55,0.15,33682.75,NetBanking,2025-11-11T06:27:22.431600
TXN0002615,2025-05-29T04:24:02.704764,STR023,CUST01001,SKU100137,BRD002,5,7220.21,0.1,36101.05,Credit,2025-11-11T06:27:22.431855
TXN0002616,2025-06-27T07:37:29.704764,STR039,CUST00365,SKU100007,BRD001,3,1342.21,0.0,4026.63,Card,2025-11-11T06:27:22.432108
TXN0002617,2025-07-24T14:48:18.704764,STR022,CUST01027,SKU100095,BRD003,4,11679.02,0.0,46716.08,Cash,2025-11-11T06:27:22.432397
TXN0002618,2025-09-08T14:47:28.704764,STR049,CUST00816,SKU100157,BRD003,3,9221.37,0.1,27664.11,Cash,2025-11-11T06:27:22.432655
TXN0002619,2025-06-28T22:40:33.704764,STR009,CUST01024,SKU100166,BRD003,5,12611.89,0.0,63059.45,Card,2025-11-11T06:27:22.432913
TXN0002620,2025-06-25T06:52:11.704764,STR020,CUST00892,SKU100012,BRD003,2,14563.69,0.0,29127.38,Cash,2025-11-11T06:27:22.433146
TXN0002621,2025-07-28T20:20:08.704764,STR042,CUST00369,SKU100087,BRD001,6,9971.36,0.1,59828.16,NetBanking,2025-11-11T06:27:22.433427
TXN0002622,2025-07-09T14:29:05.704764,STR020,CUST00793,SKU100039,BRD004,4,8858.17,0.15,35432.68,NetBanking,2025-11-11T06:27:22.433662
TXN0002623,2025-07-04T22:53:41.704764,STR027,CUST00368,SKU100009,BRD001,1,8755.36,0.05,8755.36,Card,2025-11-11T06:27:22.433938
TXN0002624,2025-09-24T18:23:22.704764,STR034,CUST01709,SKU100102,BRD002,3,9241.55,0.05,27724.65,Cash,2025-11-11T06:27:22.434176
TXN0002625,2025-10-18T19:45:18.704764,STR006,CUST00710,SKU100120,BRD004,1,7488.41,0.1,7488.41,Cash,2025-11-11T06:27:22.434479
TXN0002626,2025-10-29T17:50:27.704764,STR026,CUST01646,SKU100168,BRD002,1,3204.52,0.0,3204.52,Cash,2025-11-11T06:27:22.434785
TXN0002627,2025-07-16T05:13:25.704764,STR009,CUST01177,SKU100042,BRD002,3,6528.06,0.15,19584.18,Credit,2025-11-11T06:27:22.435054
TXN0002628,2025-09-25T12:50:21.704764,STR030,CUST00024,SKU100099,BRD005,2,868.58,0.0,1737.16,NetBanking,2025-11-11T06:27:22.435290
TXN0002629,2025-09-22T09:47:26.704764,STR026,CUST00866,SKU100168,BRD002,4,2884.07,0.1,11536.28,Cash,2025-11-11T06:27:22.435567
TXN0002630,2025-08-05T19:00:42.704764,STR017,CUST01520,SKU100078,BRD001,1,1416.28,0.1,1416.28,Cash,2025-11-11T06:27:22.435804
TXN0002631,2025-10-18T23:55:52.704764,STR029,CUST01029,SKU100155,BRD003,1,13312.74,0.1,13312.74,UPI,2025-11-11T06:27:22.436070
TXN0002632,2025-08-15T05:20:46.704764,STR046,CUST00687,SKU100200,BRD004,2,11808.2,0.0,23616.4,Credit,2025-11-11T06:27:22.436329
TXN0002633,2025-06-05T22:53:08.704764,STR012,CUST00869,SKU100094,BRD005,4,7774.67,0.1,31098.68,Credit,2025-11-11T06:27:22.436602
TXN0002634,2025-07-28T17:33:50.704764,STR044,CUST00164,SKU100195,BRD001,5,5415.93,0.0,27079.65,Card,2025-11-11T06:27:22.436841
TXN0002635,2025-07-19T17:31:43.704764,STR046,CUST01209,SKU100002,BRD002,2,12856.82,0.1,25713.64,UPI,2025-11-11T06:27:22.437107
TXN0002636,2025-08-23T06:02:47.704764,STR040,CUST01491,SKU100051,BRD004,3,13831.03,0.05,41493.09,NetBanking,2025-11-11T06:27:22.437366
TXN0002637,2025-05-24T16:41:07.704764,STR030,CUST00577,SKU100112,BRD004,5,2695.82,0.05,13479.1,Cash,2025-11-11T06:27:22.437635
TXN0002638,2025-10-30T19:08:51.704764,STR032,CUST00943,SKU100032,BRD005,1,2972.6,0.0,2972.6,UPI,2025-11-11T06:27:22.437882
TXN0002639,2025-11-03T22:16:09.704764,STR039,CUST01406,SKU100013,BRD001,3,12570.42,0.0,37711.26,UPI,2025-11-11T06:27:22.438133
TXN0002640,2025-08-05T22:22:24.704764,STR022,CUST01383,SKU100065,BRD004,2,4573.55,0.0,9147.1,UPI,2025-11-11T06:27:22.438432
TXN0002641,2025-10-21T08:03:42.704764,STR002,CUST01112,SKU100197,BRD001,4,11026.36,0.0,44105.44,UPI,2025-11-11T06:27:22.438800
TXN0002642,2025-07-11T05:03:06.704764,STR023,CUST00855,SKU100046,BRD001,3,10106.57,0.0,30319.71,Cash,2025-11-11T06:27:22.439087
TXN0002643,2025-07-17T07:21:11.704764,STR020,CUST01303,SKU100115,BRD004,3,8715.92,0.1,26147.76,Cash,2025-11-11T06:27:22.439347
TXN0002644,2025-06-05T22:56:15.704764,STR023,CUST01499,SKU100153,BRD004,2,2600.98,0.0,5201.96,Cash,2025-11-11T06:27:22.439619
TXN0002645,2025-10-05T16:57:20.704764,STR026,CUST00510,SKU100137,BRD002,2,8022.46,0.0,16044.92,Card,2025-11-11T06:27:22.439925
TXN0002646,2025-08-27T03:40:03.704764,STR007,CUST00259,SKU100022,BRD002,1,2270.39,0.1,2270.39,Card,2025-11-11T06:27:22.440184
TXN0002647,2025-08-19T02:06:03.704764,STR028,CUST01829,SKU100163,BRD005,4,9201.87,0.05,36807.48,UPI,2025-11-11T06:27:22.440421
TXN0002648,2025-08-12T05:02:03.704764,STR045,CUST01265,SKU100089,BRD004,3,12028.12,0.1,36084.36,Card,2025-11-11T06:27:22.440686
TXN0002649,2025-10-21T14:11:45.704764,STR034,CUST01166,SKU100188,BRD001,6,7267.85,0.15,43607.1,NetBanking,2025-11-11T06:27:22.440978
TXN0002650,2025-05-30T03:08:24.704764,STR021,CUST00764,SKU100011,BRD005,4,798.48,0.0,3193.92,Cash,2025-11-11T06:27:22.441235
TXN0002651,2025-09-10T14:14:56.704764,STR047,CUST01307,SKU100038,BRD003,5,1628.81,0.15,8144.05,Cash,2025-11-11T06:27:22.441472
TXN0002652,2025-08-22T19:29:43.704764,STR047,CUST00162,SKU100098,BRD004,1,6699.34,0.0,6699.34,UPI,2025-11-11T06:27:22.441733
TXN0002653,2025-10-07T18:17:35.704764,STR020,CUST00866,SKU100164,BRD001,4,7028.42,0.15,28113.68,NetBanking,2025-11-11T06:27:22.441992
TXN0002654,2025-06-19T23:38:00.704764,STR048,CUST00527,SKU100006,BRD004,4,2485.73,0.1,9942.92,Cash,2025-11-11T06:27:22.442269
TXN0002655,2025-06-06T21:02:15.704764,STR013,CUST01170,SKU100111,BRD005,4,4231.26,0.1,16925.04,UPI,2025-11-11T06:27:22.442517
TXN0002656,2025-09-11T19:16:24.704764,STR033,CUST01105,SKU100078,BRD001,4,1494.97,0.05,5979.88,Card,2025-11-11T06:27:22.442792
TXN0002657,2025-10-17T09:51:06.704764,STR004,CUST00767,SKU100178,BRD003,2,5496.89,0.1,10993.78,Credit,2025-11-11T06:27:22.443056
TXN0002658,2025-06-26T01:24:13.704764,STR049,CUST01916,SKU100122,BRD003,3,13493.32,0.0,40479.96,NetBanking,2025-11-11T06:27:22.443310
TXN0002659,2025-10-07T07:07:16.704764,STR045,CUST01594,SKU100071,BRD003,2,9942.92,0.15,19885.84,Card,2025-11-11T06:27:22.443548
TXN0002660,2025-08-20T15:54:33.704764,STR043,CUST00094,SKU100071,BRD003,7,11112.67,0.05,77788.69,Credit,2025-11-11T06:27:22.443805
TXN0002661,2025-11-07T22:10:53.704764,STR012,CUST01389,SKU100103,BRD003,2,4299.44,0.15,8598.88,UPI,2025-11-11T06:27:22.444045
TXN0002662,2025-05-16T05:59:43.704764,STR027,CUST00425,SKU100070,BRD001,5,12588.38,0.15,62941.9,Cash,2025-11-11T06:27:22.444334
TXN0002663,2025-09-19T21:17:21.704764,STR009,CUST00563,SKU100107,BRD004,2,5805.5,0.1,11611.0,UPI,2025-11-11T06:27:22.444598
TXN0002664,2025-09-08T14:22:06.704764,STR041,CUST00652,SKU100119,BRD005,5,12770.0,0.05,63850.0,Cash,2025-11-11T06:27:22.444845
TXN0002665,2025-06-27T22:12:54.704764,STR002,CUST01453,SKU100057,BRD004,4,1783.14,0.0,7132.56,UPI,2025-11-11T06:27:22.445096
TXN0002666,2025-05-27T15:25:26.704764,STR040,CUST00590,SKU100057,BRD004,7,1604.83,0.1,11233.81,Credit,2025-11-11T06:27:22.445434
TXN0002667,2025-09-06T10:20:03.704764,STR027,CUST01301,SKU100118,BRD002,2,3045.01,0.05,6090.02,Credit,2025-11-11T06:27:22.445685
TXN0002668,2025-08-28T09:49:57.704764,STR025,CUST00975,SKU100085,BRD004,4,4257.85,0.15,17031.4,Credit,2025-11-11T06:27:22.445946
TXN0002669,2025-07-20T20:43:19.704764,STR022,CUST00655,SKU100004,BRD002,4,8721.52,0.05,34886.08,UPI,2025-11-11T06:27:22.446198
TXN0002670,2025-06-13T17:47:43.704764,STR030,CUST01750,SKU100114,BRD005,2,12217.75,0.0,24435.5,NetBanking,2025-11-11T06:27:22.446483
TXN0002671,2025-08-26T14:52:32.704764,STR045,CUST00349,SKU100054,BRD004,4,11453.75,0.15,45815.0,NetBanking,2025-11-11T06:27:22.446736
TXN0002672,2025-08-01T12:17:02.704764,STR003,CUST01354,SKU100066,BRD005,3,7113.73,0.15,21341.19,Credit,2025-11-11T06:27:22.446984
TXN0002673,2025-09-14T20:55:07.704764,STR032,CUST01150,SKU100021,BRD004,2,8903.28,0.05,17806.56,UPI,2025-11-11T06:27:22.447257
TXN0002674,2025-06-24T13:42:52.704764,STR048,CUST01085,SKU100022,BRD002,3,2522.66,0.0,7567.98,UPI,2025-11-11T06:27:22.447535
TXN0002675,2025-07-10T22:26:59.704764,STR049,CUST00646,SKU100078,BRD001,2,1573.65,0.0,3147.3,NetBanking,2025-11-11T06:27:22.447779
TXN0002676,2025-08-14T00:36:18.704764,STR002,CUST00320,SKU100173,BRD002,2,7925.35,0.0,15850.7,Credit,2025-11-11T06:27:22.448009
TXN0002677,2025-06-16T15:29:38.704764,STR040,CUST00721,SKU100150,BRD003,2,4540.37,0.0,9080.74,Credit,2025-11-11T06:27:22.448269
TXN0002678,2025-08-03T22:19:38.704764,STR049,CUST00048,SKU100111,BRD005,2,3996.19,0.15,7992.38,UPI,2025-11-11T06:27:22.448555
TXN0002679,2025-10-06T17:59:22.704764,STR032,CUST00481,SKU100143,BRD001,3,7710.1,0.0,23130.3,NetBanking,2025-11-11T06:27:22.448819
TXN0002680,2025-06-09T20:12:36.704764,STR025,CUST01244,SKU100138,BRD003,1,9624.39,0.1,9624.39,Cash,2025-11-11T06:27:22.449049
TXN0002681,2025-07-31T02:46:59.704764,STR014,CUST00433,SKU100025,BRD002,3,6401.71,0.1,19205.13,Cash,2025-11-11T06:27:22.449321
TXN0002682,2025-07-10T10:55:11.704764,STR012,CUST01772,SKU100147,BRD004,2,9338.68,0.0,18677.36,Card,2025-11-11T06:27:22.449620
TXN0002683,2025-10-13T05:59:00.704764,STR048,CUST00822,SKU100197,BRD001,2,11026.36,0.0,22052.72,Credit,2025-11-11T06:27:22.449906
TXN0002684,2025-07-22T15:00:34.704764,STR049,CUST00446,SKU100105,BRD002,5,13659.71,0.0,68298.55,NetBanking,2025-11-11T06:27:22.450157
TXN0002685,2025-07-08T10:07:46.704764,STR021,CUST01578,SKU100154,BRD003,2,6837.36,0.1,13674.72,UPI,2025-11-11T06:27:22.450422
TXN0002686,2025-06-04T18:46:05.704764,STR043,CUST01812,SKU100162,BRD005,1,9668.43,0.0,9668.43,UPI,2025-11-11T06:27:22.450737
TXN0002687,2025-08-27T06:39:31.704764,STR035,CUST00804,SKU100129,BRD003,2,600.81,0.0,1201.62,Card,2025-11-11T06:27:22.451002
TXN0002688,2025-08-19T08:32:44.704764,STR049,CUST00951,SKU100104,BRD002,2,7480.57,0.05,14961.14,UPI,2025-11-11T06:27:22.451234
TXN0002689,2025-06-14T17:58:43.704764,STR012,CUST00820,SKU100116,BRD003,3,13136.18,0.0,39408.54,UPI,2025-11-11T06:27:22.451488
TXN0002690,2025-08-26T16:51:28.704764,STR022,CUST01563,SKU100001,BRD001,4,5337.75,0.1,21351.0,NetBanking,2025-11-11T06:27:22.451797
TXN0002691,2025-06-17T17:17:43.704764,STR044,CUST01859,SKU100168,BRD002,3,2884.07,0.1,8652.21,Cash,2025-11-11T06:27:22.452097
TXN0002692,2025-09-04T22:11:14.704764,STR042,CUST00857,SKU100099,BRD005,3,738.29,0.15,2214.87,NetBanking,2025-11-11T06:27:22.452336
TXN0002693,2025-06-20T22:40:36.704764,STR041,CUST00060,SKU100106,BRD004,3,3909.0,0.05,11727.0,Credit,2025-11-11T06:27:22.452597
TXN0002694,2025-06-11T04:14:54.704764,STR040,CUST01270,SKU100058,BRD001,5,2840.49,0.15,14202.45,Credit,2025-11-11T06:27:22.452866
TXN0002695,2025-09-08T16:38:45.704764,STR037,CUST01500,SKU100021,BRD004,7,8434.68,0.1,59042.76,NetBanking,2025-11-11T06:27:22.453120
TXN0002696,2025-07-17T09:09:36.704764,STR040,CUST00512,SKU100006,BRD004,3,2761.92,0.0,8285.76,Card,2025-11-11T06:27:22.453351
TXN0002697,2025-09-13T17:28:27.704764,STR031,CUST01402,SKU100146,BRD003,5,1034.86,0.0,5174.3,Cash,2025-11-11T06:27:22.453592
TXN0002698,2025-05-19T16:20:11.704764,STR048,CUST01232,SKU100095,BRD003,3,11679.02,0.0,35037.06,NetBanking,2025-11-11T06:27:22.453873
TXN0002699,2025-08-22T13:27:06.704764,STR013,CUST01742,SKU100142,BRD005,4,3735.76,0.1,14943.04,Card,2025-11-11T06:27:22.454141
TXN0002700,2025-07-25T22:25:12.704764,STR047,CUST01792,SKU100118,BRD002,3,2884.74,0.1,8654.22,Card,2025-11-11T06:27:22.454373
TXN0002701,2025-08-14T22:55:20.704764,STR046,CUST01887,SKU100045,BRD004,2,4039.69,0.05,8079.38,Card,2025-11-11T06:27:22.454601
TXN0002702,2025-06-10T00:38:59.704764,STR019,CUST00133,SKU100083,BRD004,4,4768.22,0.1,19072.88,Cash,2025-11-11T06:27:22.454994
TXN0002703,2025-09-04T10:16:38.704764,STR030,CUST00941,SKU100053,BRD001,4,13416.59,0.05,53666.36,Card,2025-11-11T06:27:22.455261
TXN0002704,2025-09-09T09:47:59.704764,STR029,CUST00496,SKU100176,BRD004,1,3028.31,0.0,3028.31,Card,2025-11-11T06:27:22.455507
TXN0002705,2025-08-20T09:37:35.704764,STR042,CUST00228,SKU100119,BRD005,5,13442.11,0.0,67210.55,Credit,2025-11-11T06:27:22.455735
TXN0002706,2025-10-31T14:40:07.704764,STR011,CUST00502,SKU100085,BRD004,3,4758.78,0.05,14276.34,NetBanking,2025-11-11T06:27:22.456014
TXN0002707,2025-05-28T19:56:39.704764,STR001,CUST01534,SKU100185,BRD005,5,4240.15,0.0,21200.75,Cash,2025-11-11T06:27:22.456273
TXN0002708,2025-09-23T16:54:35.704764,STR027,CUST01776,SKU100175,BRD002,1,9855.01,0.0,9855.01,Credit,2025-11-11T06:27:22.456508
TXN0002709,2025-10-29T16:27:16.704764,STR025,CUST00145,SKU100121,BRD005,4,12207.88,0.0,48831.52,NetBanking,2025-11-11T06:27:22.456762
TXN0002710,2025-11-02T19:11:52.704764,STR046,CUST01101,SKU100067,BRD005,2,2161.89,0.15,4323.78,Cash,2025-11-11T06:27:22.457039
TXN0002711,2025-10-13T01:39:28.704764,STR039,CUST01326,SKU100184,BRD003,2,11238.21,0.15,22476.42,Credit,2025-11-11T06:27:22.457293
TXN0002712,2025-05-19T20:59:58.704764,STR029,CUST00985,SKU100183,BRD004,2,13212.66,0.05,26425.32,Cash,2025-11-11T06:27:22.457533
TXN0002713,2025-10-19T21:04:36.704764,STR026,CUST01697,SKU100075,BRD004,3,10211.96,0.05,30635.88,Cash,2025-11-11T06:27:22.457762
TXN0002714,2025-07-31T19:55:54.704764,STR046,CUST01900,SKU100094,BRD005,5,8206.59,0.05,41032.95,Credit,2025-11-11T06:27:22.458021
TXN0002715,2025-09-18T09:57:00.704764,STR029,CUST00878,SKU100162,BRD005,4,8701.59,0.1,34806.36,Cash,2025-11-11T06:27:22.458269
TXN0002716,2025-06-12T14:47:21.704764,STR017,CUST01553,SKU100027,BRD005,4,2885.98,0.15,11543.92,Credit,2025-11-11T06:27:22.458528
TXN0002717,2025-10-15T23:39:56.704764,STR008,CUST01479,SKU100193,BRD005,1,12878.26,0.05,12878.26,Card,2025-11-11T06:27:22.458783
TXN0002718,2025-08-03T10:40:36.704764,STR043,CUST00696,SKU100094,BRD005,1,8638.52,0.0,8638.52,Card,2025-11-11T06:27:22.459031
TXN0002719,2025-10-16T18:00:07.704764,STR031,CUST00431,SKU100063,BRD005,3,11890.86,0.05,35672.58,UPI,2025-11-11T06:27:22.459298
TXN0002720,2025-07-18T08:29:13.704764,STR042,CUST01421,SKU100025,BRD002,1,6401.71,0.1,6401.71,Cash,2025-11-11T06:27:22.459573
TXN0002721,2025-11-05T21:00:34.704764,STR046,CUST01007,SKU100118,BRD002,3,3205.27,0.0,9615.81,Card,2025-11-11T06:27:22.459815
TXN0002722,2025-07-04T18:08:29.704764,STR022,CUST00605,SKU100194,BRD005,3,9195.97,0.05,27587.91,NetBanking,2025-11-11T06:27:22.460044
TXN0002723,2025-10-15T03:53:03.704764,STR029,CUST01433,SKU100085,BRD004,3,5009.24,0.0,15027.72,UPI,2025-11-11T06:27:22.460307
TXN0002724,2025-07-07T17:26:31.704764,STR039,CUST00074,SKU100146,BRD003,3,1034.86,0.0,3104.58,Card,2025-11-11T06:27:22.460556
TXN0002725,2025-08-24T14:07:24.704764,STR019,CUST00054,SKU100038,BRD003,3,1916.25,0.0,5748.75,Card,2025-11-11T06:27:22.460840
TXN0002726,2025-09-01T16:44:23.704764,STR024,CUST01462,SKU100095,BRD003,3,11679.02,0.0,35037.06,UPI,2025-11-11T06:27:22.461158
TXN0002727,2025-10-01T06:29:47.704764,STR011,CUST01163,SKU100079,BRD005,4,5697.75,0.0,22791.0,UPI,2025-11-11T06:27:22.461451
TXN0002728,2025-09-30T17:38:38.704764,STR029,CUST01379,SKU100122,BRD003,4,11469.32,0.15,45877.28,UPI,2025-11-11T06:27:22.461708
TXN0002729,2025-10-06T16:30:12.704764,STR045,CUST00264,SKU100040,BRD001,4,5849.88,0.15,23399.52,Card,2025-11-11T06:27:22.461953
